"Plot","Entry","Name","Rep","Expt","ExptShort","T_mean","P_mean","RDTF","DTF","Predicted_RDTF","Predicted_DTF"
124,103,"ILL 7089 AGL","1","Metaponto, Italy 2017","It17",11.2,10.8,0.007194,139,0.00729080490188156,137.159067271424
486,103,"ILL 7089 AGL","2","Metaponto, Italy 2017","It17",11.2,10.8,0.007042,142,0.00729080490188156,137.159067271424
660,103,"ILL 7089 AGL","3","Metaponto, Italy 2017","It17",11.2,10.8,0.007194,139,0.00729080490188156,137.159067271424
2092,103,"ILL 7089 AGL","1","Central Ferry, USA 2018","Us18",15.8,14.3,0.018868,53,0.0178460053540363,56.0349490074443
2412,103,"ILL 7089 AGL","2","Central Ferry, USA 2018","Us18",15.8,14.3,0.018868,53,0.0178460053540363,56.0349490074443
2755,103,"ILL 7089 AGL","3","Central Ferry, USA 2018","Us18",15.8,14.3,0.018519,54,0.0178460053540363,56.0349490074443
106,103,"ILL 7089 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.013158,76,0.010955189669589,91.2809390033602
716,103,"ILL 7089 AGL","2","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.013158,76,0.010955189669589,91.2809390033602
3609,103,"ILL 7089 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.008197,122,0.0117252927852293,85.2857168103918
7007,103,"ILL 7089 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.02439,41,0.0236542272667115,42.2757416137324
1300,103,"ILL 7089 AGL","1","Bhopal, India 2017","In17",20.6,10.7,0.014925,67,0.0117090685125428,85.4038900642517
1584,103,"ILL 7089 AGL","2","Bhopal, India 2017","In17",20.6,10.7,0.014085,71,0.0117090685125428,85.4038900642517
1959,103,"ILL 7089 AGL","3","Bhopal, India 2017","In17",20.6,10.7,0.014286,70,0.0117090685125428,85.4038900642517
5296,103,"ILL 7089 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.0106964979574065,93.4885421361273
5678,103,"ILL 7089 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.0106964979574065,93.4885421361273
5755,103,"ILL 7089 AGL","3","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.0106964979574065,93.4885421361273
5056,104,"ILL 7558 AGL","1","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0219863272385939,45.4828125292631
5499,104,"ILL 7558 AGL","2","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0219863272385939,45.4828125292631
5850,104,"ILL 7558 AGL","3","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0219863272385939,45.4828125292631
1415,104,"ILL 7558 AGL","1","Metaponto, Italy 2016","It16",10.6,10.8,0.008772,114,0.00908559572552855,110.064329319674
1531,104,"ILL 7558 AGL","2","Metaponto, Italy 2016","It16",10.6,10.8,0.008772,114,0.00908559572552855,110.064329319674
2001,104,"ILL 7558 AGL","3","Metaponto, Italy 2016","It16",10.6,10.8,0.00885,113,0.00908559572552855,110.064329319674
2097,104,"ILL 7558 AGL","1","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.009709,103,0.0145411908734927,68.7701584209939
2864,104,"ILL 7558 AGL","3","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.011494,87,0.0145411908734927,68.7701584209939
1263,104,"ILL 7558 AGL","1","Rosthern, Canada 2016","Ro16",17.2,16.2,0.020833,48,0.0218998749533075,45.6623611838922
1547,104,"ILL 7558 AGL","2","Rosthern, Canada 2016","Ro16",17.2,16.2,0.022727,44,0.0218998749533075,45.6623611838922
2012,104,"ILL 7558 AGL","3","Rosthern, Canada 2016","Ro16",17.2,16.2,0.021739,46,0.0218998749533075,45.6623611838922
371,104,"ILL 7558 AGL","1","Sutherland, Canada 2016","Su16",16.7,15.9,0.020833,48,0.0211053100192193,47.3814409307119
636,104,"ILL 7558 AGL","2","Sutherland, Canada 2016","Su16",16.7,15.9,0.019608,51,0.0211053100192193,47.3814409307119
879,104,"ILL 7558 AGL","3","Sutherland, Canada 2016","Su16",16.7,15.9,0.020408,49,0.0211053100192193,47.3814409307119
4218,104,"ILL 7558 AGL","1","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.0104250376266418,95.9229151791685
4621,104,"ILL 7558 AGL","2","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.0104250376266418,95.9229151791685
4850,104,"ILL 7558 AGL","3","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.0104250376266418,95.9229151791685
2324,104,"ILL 7558 AGL","1","Marchouch, Morocco 2016","Mo16",12,10.8,0.009901,101,0.00995353131725011,100.466856246982
2628,104,"ILL 7558 AGL","2","Marchouch, Morocco 2016","Mo16",12,10.8,0.009901,101,0.00995353131725011,100.466856246982
2847,104,"ILL 7558 AGL","3","Marchouch, Morocco 2016","Mo16",12,10.8,0.009901,101,0.00995353131725011,100.466856246982
179,104,"ILL 7558 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.017544,57,0.0140452276782232,71.1985610279908
685,104,"ILL 7558 AGL","2","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.017241,58,0.0140452276782232,71.1985610279908
1009,104,"ILL 7558 AGL","3","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.017241,58,0.0140452276782232,71.1985610279908
3333,104,"ILL 7558 AGL","1","Bardiya, Nepal 2016","Ne16",19.2,11,0.010989,91,0.0147402586993718,67.8414144822721
3697,104,"ILL 7558 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.011494,87,0.0147402586993718,67.8414144822721
3938,104,"ILL 7558 AGL","3","Bardiya, Nepal 2016","Ne16",19.2,11,0.010526,95,0.0147402586993718,67.8414144822721
6150,104,"ILL 7558 AGL","1","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022222,45,0.02240891977623,44.625087241409
6619,104,"ILL 7558 AGL","2","Rosthern, Canada 2017","Ro17",17.5,16.4,0.021739,46,0.02240891977623,44.625087241409
7021,104,"ILL 7558 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.021739,46,0.02240891977623,44.625087241409
5339,104,"ILL 7558 AGL","1","Sutherland, Canada 2017","Su17",15.7,16.1,0.020833,48,0.020808414649829,48.0574814001133
5915,104,"ILL 7558 AGL","3","Sutherland, Canada 2017","Su17",15.7,16.1,0.020833,48,0.020808414649829,48.0574814001133
131,104,"ILL 7558 AGL","1","Jessore, Bangladesh 2017","Ba17",21.7,11,0.016393,61,0.0162901436845889,61.3868127477623
474,104,"ILL 7558 AGL","2","Jessore, Bangladesh 2017","Ba17",21.7,11,0.016129,62,0.0162901436845889,61.3868127477623
719,104,"ILL 7558 AGL","3","Jessore, Bangladesh 2017","Ba17",21.7,11,0.016129,62,0.0162901436845889,61.3868127477623
2155,104,"ILL 7558 AGL","1","Cordoba, Spain 2017","Sp17",11.7,11.1,0.010309,97,0.0102521330560688,97.5406770991957
2420,104,"ILL 7558 AGL","2","Cordoba, Spain 2017","Sp17",11.7,11.1,0.010417,96,0.0102521330560688,97.5406770991957
2871,104,"ILL 7558 AGL","3","Cordoba, Spain 2017","Sp17",11.7,11.1,0.010638,94,0.0102521330560688,97.5406770991957
2496,104,"ILL 7558 AGL","2","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.010526,95,0.0145411908734927,68.7701584209939
1041,104,"ILL 7558 AGL","1","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.011494,87,0.0109602457048705,91.2388304904166
1393,104,"ILL 7558 AGL","2","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.01087,92,0.0109602457048705,91.2388304904166
1884,104,"ILL 7558 AGL","3","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.01087,92,0.0109602457048705,91.2388304904166
275,104,"ILL 7558 AGL","1","Metaponto, Italy 2017","It17",11.2,10.8,0.008547,117,0.00945756812198065,105.735426602518
609,104,"ILL 7558 AGL","2","Metaponto, Italy 2017","It17",11.2,10.8,0.008475,118,0.00945756812198065,105.735426602518
840,104,"ILL 7558 AGL","3","Metaponto, Italy 2017","It17",11.2,10.8,0.008547,117,0.00945756812198065,105.735426602518
2176,104,"ILL 7558 AGL","1","Central Ferry, USA 2018","Us18",15.8,14.3,0.018868,53,0.017962882426969,55.670352687864
2526,104,"ILL 7558 AGL","2","Central Ferry, USA 2018","Us18",15.8,14.3,0.018182,55,0.017962882426969,55.670352687864
2891,104,"ILL 7558 AGL","3","Central Ferry, USA 2018","Us18",15.8,14.3,0.018519,54,0.017962882426969,55.670352687864
5705,104,"ILL 7558 AGL","2","Sutherland, Canada 2017","Su17",15.7,16.1,0.020408,49,0.020808414649829,48.0574814001133
5418,104,"ILL 7558 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.018182,55,0.0135868029964846,73.6008316495599
5452,104,"ILL 7558 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.017241,58,0.0135868029964846,73.6008316495599
5797,104,"ILL 7558 AGL","3","Bhopal, India 2016","In16",17.6,10.9,0.018182,55,0.0135868029964846,73.6008316495599
1252,104,"ILL 7558 AGL","1","Bhopal, India 2017","In17",20.6,10.7,0.018182,55,0.0151236063540486,66.1217950659169
5157,105,"ILL 7663 AGL","1","Sutherland, Canada 2018","Su18",17.6,16.1,0.02439,41,0.0241591132633016,41.3922476831561
5648,105,"ILL 7663 AGL","2","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0241591132633016,41.3922476831561
5806,105,"ILL 7663 AGL","3","Sutherland, Canada 2018","Su18",17.6,16.1,0.02439,41,0.0241591132633016,41.3922476831561
1170,105,"ILL 7663 AGL","1","Metaponto, Italy 2016","It16",10.6,10.8,0.009259,108,0.00992746238312176,100.730676320684
1641,105,"ILL 7663 AGL","2","Metaponto, Italy 2016","It16",10.6,10.8,0.009615,104,0.00992746238312176,100.730676320684
1970,105,"ILL 7663 AGL","3","Metaponto, Italy 2016","It16",10.6,10.8,0.009709,103,0.00992746238312176,100.730676320684
1758,105,"ILL 7663 AGL","3","Rosthern, Canada 2016","Ro16",17.2,16.2,0.022222,45,0.023788492386619,42.0371322296364
1374,105,"ILL 7663 AGL","1","Rosthern, Canada 2016","Ro16",17.2,16.2,0.02381,42,0.023788492386619,42.0371322296364
1433,105,"ILL 7663 AGL","2","Rosthern, Canada 2016","Ro16",17.2,16.2,0.022222,45,0.023788492386619,42.0371322296364
158,105,"ILL 7663 AGL","1","Sutherland, Canada 2016","Su16",16.7,15.9,0.022727,44,0.0228582717725034,43.7478392921603
709,105,"ILL 7663 AGL","2","Sutherland, Canada 2016","Su16",16.7,15.9,0.022727,44,0.0228582717725034,43.7478392921603
836,105,"ILL 7663 AGL","3","Sutherland, Canada 2016","Su16",16.7,15.9,0.022727,44,0.0228582717725034,43.7478392921603
4331,105,"ILL 7663 AGL","1","Cordoba, Spain 2016","Sp16",12.5,10.9,0.01087,92,0.0123196600132485,81.1710711922737
4616,105,"ILL 7663 AGL","2","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.0123196600132485,81.1710711922737
4789,105,"ILL 7663 AGL","3","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.0123196600132485,81.1710711922737
5218,105,"ILL 7663 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.025,40,0.0184459097457387,54.212560604717
5667,105,"ILL 7663 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.027778,36,0.0184459097457387,54.212560604717
5978,105,"ILL 7663 AGL","3","Bhopal, India 2016","In16",17.6,10.9,0.03125,32,0.0184459097457387,54.212560604717
2178,105,"ILL 7663 AGL","1","Marchouch, Morocco 2016","Mo16",12,10.8,0.0125,80,0.0116091779959622,86.1387430141746
2573,105,"ILL 7663 AGL","2","Marchouch, Morocco 2016","Mo16",12,10.8,0.0125,80,0.0116091779959622,86.1387430141746
2809,105,"ILL 7663 AGL","3","Marchouch, Morocco 2016","Mo16",12,10.8,0.012987,77,0.0116091779959622,86.1387430141746
199,105,"ILL 7663 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.022222,45,0.0195372658850672,51.1842345742105
468,105,"ILL 7663 AGL","2","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.022727,44,0.0195372658850672,51.1842345742105
1028,105,"ILL 7663 AGL","3","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.022727,44,0.0195372658850672,51.1842345742105
3420,105,"ILL 7663 AGL","1","Bardiya, Nepal 2016","Ne16",19.2,11,0.012346,81,0.0204777397445425,48.8335144637489
3727,105,"ILL 7663 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.016949,59,0.0204777397445425,48.8335144637489
3760,105,"ILL 7663 AGL","3","Bardiya, Nepal 2016","Ne16",19.2,11,0.018182,55,0.0204777397445425,48.8335144637489
6256,105,"ILL 7663 AGL","1","Rosthern, Canada 2017","Ro17",17.5,16.4,0.025641,39,0.0243685986147712,41.0364180480137
6702,105,"ILL 7663 AGL","2","Rosthern, Canada 2017","Ro17",17.5,16.4,0.025,40,0.0243685986147712,41.0364180480137
7071,105,"ILL 7663 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.025,40,0.0243685986147712,41.0364180480137
5110,105,"ILL 7663 AGL","1","Sutherland, Canada 2017","Su17",15.7,16.1,0.022222,45,0.0218767849315895,45.7105558758785
5704,105,"ILL 7663 AGL","2","Sutherland, Canada 2017","Su17",15.7,16.1,0.022222,45,0.0218767849315895,45.7105558758785
5849,105,"ILL 7663 AGL","3","Sutherland, Canada 2017","Su17",15.7,16.1,0.02381,42,0.0218767849315895,45.7105558758785
1303,105,"ILL 7663 AGL","1","Bhopal, India 2017","In17",20.6,10.7,0.02381,42,0.0218298474621389,45.808840475609
1383,105,"ILL 7663 AGL","2","Bhopal, India 2017","In17",20.6,10.7,0.02439,41,0.0218298474621389,45.808840475609
1815,105,"ILL 7663 AGL","3","Bhopal, India 2017","In17",20.6,10.7,0.025,40,0.0218298474621389,45.808840475609
362,105,"ILL 7663 AGL","2","Jessore, Bangladesh 2017","Ba17",21.7,11,0.02,50,0.0234808033389004,42.5879807248038
2019,105,"ILL 7663 AGL","1","Cordoba, Spain 2017","Sp17",11.7,11.1,0.010309,97,0.0115784182598833,86.3675829940248
2407,105,"ILL 7663 AGL","2","Cordoba, Spain 2017","Sp17",11.7,11.1,0.010309,97,0.0115784182598833,86.3675829940248
2919,105,"ILL 7663 AGL","3","Cordoba, Spain 2017","Sp17",11.7,11.1,0.010753,93,0.0115784182598833,86.3675829940248
2251,105,"ILL 7663 AGL","1","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.012987,77,0.0204982462352618,48.7846613082327
2434,105,"ILL 7663 AGL","2","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.014286,70,0.0204982462352618,48.7846613082327
2789,105,"ILL 7663 AGL","3","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.018519,54,0.0204982462352618,48.7846613082327
1116,105,"ILL 7663 AGL","1","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.012195,82,0.0121380179973163,82.3857733792371
1481,105,"ILL 7663 AGL","2","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.011905,84,0.0121380179973163,82.3857733792371
1847,105,"ILL 7663 AGL","3","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.011905,84,0.0121380179973163,82.3857733792371
267,105,"ILL 7663 AGL","1","Metaponto, Italy 2017","It17",11.2,10.8,0.010101,99,0.0106481976457677,93.9126069281283
503,105,"ILL 7663 AGL","2","Metaponto, Italy 2017","It17",11.2,10.8,0.010101,99,0.0106481976457677,93.9126069281283
768,105,"ILL 7663 AGL","3","Metaponto, Italy 2017","It17",11.2,10.8,0.010204,98,0.0106481976457677,93.9126069281283
2157,105,"ILL 7663 AGL","1","Central Ferry, USA 2018","Us18",15.8,14.3,0.019608,51,0.0200192601038998,49.9518960645903
2548,105,"ILL 7663 AGL","2","Central Ferry, USA 2018","Us18",15.8,14.3,0.02,50,0.0200192601038998,49.9518960645903
2944,105,"ILL 7663 AGL","3","Central Ferry, USA 2018","Us18",15.8,14.3,0.019608,51,0.0200192601038998,49.9518960645903
23,105,"ILL 7663 AGL","1","Jessore, Bangladesh 2017","Ba17",21.7,11,0.019608,51,0.0234808033389004,42.5879807248038
5209,106,"ILL 7668 AGL","1","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0227053624257001,44.0424592768492
5575,106,"ILL 7668 AGL","2","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0227053624257001,44.0424592768492
5865,106,"ILL 7668 AGL","3","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0227053624257001,44.0424592768492
1421,106,"ILL 7668 AGL","1","Metaponto, Italy 2016","It16",10.6,10.8,0.008264,121,0.00836045304236979,119.610742974348
1656,106,"ILL 7668 AGL","2","Metaponto, Italy 2016","It16",10.6,10.8,0.008264,121,0.00836045304236979,119.610742974348
1837,106,"ILL 7668 AGL","3","Metaponto, Italy 2016","It16",10.6,10.8,0.008264,121,0.00836045304236979,119.610742974348
1341,106,"ILL 7668 AGL","1","Rosthern, Canada 2016","Ro16",17.2,16.2,0.022727,44,0.0227223580726683,44.0095168292791
1431,106,"ILL 7668 AGL","2","Rosthern, Canada 2016","Ro16",17.2,16.2,0.022222,45,0.0227223580726683,44.0095168292791
1759,106,"ILL 7668 AGL","3","Rosthern, Canada 2016","Ro16",17.2,16.2,0.022222,45,0.0227223580726683,44.0095168292791
218,106,"ILL 7668 AGL","1","Sutherland, Canada 2016","Su16",16.7,15.9,0.021277,47,0.0218609087856705,45.7437524580626
633,106,"ILL 7668 AGL","2","Sutherland, Canada 2016","Su16",16.7,15.9,0.021277,47,0.0218609087856705,45.7437524580626
802,106,"ILL 7668 AGL","3","Sutherland, Canada 2016","Su16",16.7,15.9,0.021277,47,0.0218609087856705,45.7437524580626
4306,106,"ILL 7668 AGL","1","Cordoba, Spain 2016","Sp16",12.5,10.9,0.009174,109,0.00947395656934646,105.552521027546
4439,106,"ILL 7668 AGL","2","Cordoba, Spain 2016","Sp16",12.5,10.9,0.009174,109,0.00947395656934646,105.552521027546
4932,106,"ILL 7668 AGL","3","Cordoba, Spain 2016","Sp16",12.5,10.9,0.009174,109,0.00947395656934646,105.552521027546
2342,106,"ILL 7668 AGL","1","Marchouch, Morocco 2016","Mo16",12,10.8,0.009259,108,0.00902789262150539,110.767821675005
2696,106,"ILL 7668 AGL","2","Marchouch, Morocco 2016","Mo16",12,10.8,0.009259,108,0.00902789262150539,110.767821675005
2943,106,"ILL 7668 AGL","3","Marchouch, Morocco 2016","Mo16",12,10.8,0.009259,108,0.00902789262150539,110.767821675005
157,106,"ILL 7668 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.013699,73,0.0121743934945732,82.1396154515419
590,106,"ILL 7668 AGL","2","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.013514,74,0.0121743934945732,82.1396154515419
933,106,"ILL 7668 AGL","3","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.013889,72,0.0121743934945732,82.1396154515419
3277,106,"ILL 7668 AGL","1","Bardiya, Nepal 2016","Ne16",19.2,11,0.010204,98,0.0128758243676452,77.6649301393729
3698,106,"ILL 7668 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.010638,94,0.0128758243676452,77.6649301393729
4034,106,"ILL 7668 AGL","3","Bardiya, Nepal 2016","Ne16",19.2,11,0.01,100,0.0128758243676452,77.6649301393729
6383,106,"ILL 7668 AGL","1","Rosthern, Canada 2017","Ro17",17.5,16.4,0.02381,42,0.0232807661787826,42.9539127845101
6524,106,"ILL 7668 AGL","2","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022727,44,0.0232807661787826,42.9539127845101
7033,106,"ILL 7668 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.02381,42,0.0232807661787826,42.9539127845101
5418,106,"ILL 7668 AGL","1","Sutherland, Canada 2017","Su17",15.7,16.1,0.020833,48,0.0217995515683018,45.8725032424096
5651,106,"ILL 7668 AGL","2","Sutherland, Canada 2017","Su17",15.7,16.1,0.021277,47,0.0217995515683018,45.8725032424096
6038,106,"ILL 7668 AGL","3","Sutherland, Canada 2017","Su17",15.7,16.1,0.021739,46,0.0217995515683018,45.8725032424096
201,106,"ILL 7668 AGL","1","Jessore, Bangladesh 2017","Ba17",21.7,11,0.014286,70,0.0140676807589588,71.0849227484186
521,106,"ILL 7668 AGL","2","Jessore, Bangladesh 2017","Ba17",21.7,11,0.015385,65,0.0140676807589588,71.0849227484186
733,106,"ILL 7668 AGL","3","Jessore, Bangladesh 2017","Ba17",21.7,11,0.014493,69,0.0140676807589588,71.0849227484186
2023,106,"ILL 7668 AGL","1","Cordoba, Spain 2017","Sp17",11.7,11.1,0.009615,104,0.0095079478632828,105.175166542692
2469,106,"ILL 7668 AGL","2","Cordoba, Spain 2017","Sp17",11.7,11.1,0.009091,110,0.0095079478632828,105.175166542692
2728,106,"ILL 7668 AGL","3","Cordoba, Spain 2017","Sp17",11.7,11.1,0.009709,103,0.0095079478632828,105.175166542692
2166,106,"ILL 7668 AGL","1","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.008929,112,0.0125557875397936,79.644546137043
2381,106,"ILL 7668 AGL","2","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.009346,107,0.0125557875397936,79.644546137043
2785,106,"ILL 7668 AGL","3","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.009709,103,0.0125557875397936,79.644546137043
1201,106,"ILL 7668 AGL","1","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.01087,92,0.0103863927972487,96.2798172109274
1391,106,"ILL 7668 AGL","2","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.01087,92,0.0103863927972487,96.2798172109274
1828,106,"ILL 7668 AGL","3","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.010526,95,0.0103863927972487,96.2798172109274
70,106,"ILL 7668 AGL","1","Metaponto, Italy 2017","It17",11.2,10.8,0.007812,128,0.00864649857628505,115.653751767533
336,106,"ILL 7668 AGL","2","Metaponto, Italy 2017","It17",11.2,10.8,0.007812,128,0.00864649857628505,115.653751767533
689,106,"ILL 7668 AGL","3","Metaponto, Italy 2017","It17",11.2,10.8,0.007874,127,0.00864649857628505,115.653751767533
2006,106,"ILL 7668 AGL","1","Central Ferry, USA 2018","Us18",15.8,14.3,0.018519,54,0.0181087577715441,55.2218994044631
2520,106,"ILL 7668 AGL","2","Central Ferry, USA 2018","Us18",15.8,14.3,0.019231,52,0.0181087577715441,55.2218994044631
2771,106,"ILL 7668 AGL","3","Central Ferry, USA 2018","Us18",15.8,14.3,0.019608,51,0.0181087577715441,55.2218994044631
5390,106,"ILL 7668 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.012821,78,0.0119053436076262,83.9958957051381
5656,106,"ILL 7668 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.017241,58,0.0119053436076262,83.9958957051381
5836,106,"ILL 7668 AGL","3","Bhopal, India 2016","In16",17.6,10.9,0.015873,63,0.0119053436076262,83.9958957051381
1222,106,"ILL 7668 AGL","1","Bhopal, India 2017","In17",20.6,10.7,0.013514,74,0.0129201859380458,77.3982669285992
1453,106,"ILL 7668 AGL","2","Bhopal, India 2017","In17",20.6,10.7,0.014085,71,0.0129201859380458,77.3982669285992
5087,107,"ILL 7716 AGL","1","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0221642710780152,45.1176578954543
5478,107,"ILL 7716 AGL","2","Sutherland, Canada 2018","Su18",17.6,16.1,0.02381,42,0.0221642710780152,45.1176578954543
5767,107,"ILL 7716 AGL","3","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0221642710780152,45.1176578954543
1340,107,"ILL 7716 AGL","1","Metaponto, Italy 2016","It16",10.6,10.8,0.009009,111,0.00916186947424437,109.148029538205
1467,107,"ILL 7716 AGL","2","Metaponto, Italy 2016","It16",10.6,10.8,0.008772,114,0.00916186947424437,109.148029538205
2072,107,"ILL 7716 AGL","3","Metaponto, Italy 2016","It16",10.6,10.8,0.009346,107,0.00916186947424437,109.148029538205
1343,107,"ILL 7716 AGL","1","Rosthern, Canada 2016","Ro16",17.2,16.2,0.020833,48,0.0220182856512566,45.4167965589513
1589,107,"ILL 7716 AGL","2","Rosthern, Canada 2016","Ro16",17.2,16.2,0.022222,45,0.0220182856512566,45.4167965589513
2071,107,"ILL 7716 AGL","3","Rosthern, Canada 2016","Ro16",17.2,16.2,0.020833,48,0.0220182856512566,45.4167965589513
254,107,"ILL 7716 AGL","1","Sutherland, Canada 2016","Su16",16.7,15.9,0.020408,49,0.0212059805954559,47.1565083019215
720,107,"ILL 7716 AGL","2","Sutherland, Canada 2016","Su16",16.7,15.9,0.020408,49,0.0212059805954559,47.1565083019215
1056,107,"ILL 7716 AGL","3","Sutherland, Canada 2016","Su16",16.7,15.9,0.02,50,0.0212059805954559,47.1565083019215
4113,107,"ILL 7716 AGL","1","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.0107074140904127,93.3932312280136
4674,107,"ILL 7716 AGL","2","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.0107074140904127,93.3932312280136
5054,107,"ILL 7716 AGL","3","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.0107074140904127,93.3932312280136
5216,107,"ILL 7716 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.02,50,0.0144581980986416,69.1649120573297
5648,107,"ILL 7716 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.017241,58,0.0144581980986416,69.1649120573297
5911,107,"ILL 7716 AGL","3","Bhopal, India 2016","In16",17.6,10.9,0.018868,53,0.0144581980986416,69.1649120573297
2331,107,"ILL 7716 AGL","1","Marchouch, Morocco 2016","Mo16",12,10.8,0.009901,101,0.0101914964568955,98.1210172843077
2621,107,"ILL 7716 AGL","2","Marchouch, Morocco 2016","Mo16",12,10.8,0.009901,101,0.0101914964568955,98.1210172843077
3021,107,"ILL 7716 AGL","3","Marchouch, Morocco 2016","Mo16",12,10.8,0.009901,101,0.0101914964568955,98.1210172843077
167,107,"ILL 7716 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.017857,56,0.0150454522322506,66.4652670164646
527,107,"ILL 7716 AGL","2","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.017544,57,0.0150454522322506,66.4652670164646
1066,107,"ILL 7716 AGL","3","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.018182,55,0.0150454522322506,66.4652670164646
3310,107,"ILL 7716 AGL","1","Bardiya, Nepal 2016","Ne16",19.2,11,0.012048,83,0.0157831083613847,63.3588756475007
3533,107,"ILL 7716 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.011628,86,0.0157831083613847,63.3588756475007
3884,107,"ILL 7716 AGL","3","Bardiya, Nepal 2016","Ne16",19.2,11,0.011628,86,0.0157831083613847,63.3588756475007
6380,107,"ILL 7716 AGL","1","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022222,45,0.0225353074269655,44.374810649506
6479,107,"ILL 7716 AGL","2","Rosthern, Canada 2017","Ro17",17.5,16.4,0.021739,46,0.0225353074269655,44.374810649506
6841,107,"ILL 7716 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022727,44,0.0225353074269655,44.374810649506
5226,107,"ILL 7716 AGL","1","Sutherland, Canada 2017","Su17",15.7,16.1,0.020833,48,0.0207669201729887,48.1535052704007
5621,107,"ILL 7716 AGL","2","Sutherland, Canada 2017","Su17",15.7,16.1,0.021277,47,0.0207669201729887,48.1535052704007
