"Plot","Entry","Name","Rep","Expt","Location","Year","PlantingDate","DTE","DTF","DTF2","DTS","DTM","ExptShort","DTF2_scaled","RDTF","VEG","REP","T_mean","P_mean","Predicted_DTF"
2217,38,"CN 105895 AGL","1","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,10,101,101,123,144,"Mo16",2.50724637681159,0.009901,91,43,12,10.8,100.837344996368
2549,38,"CN 105895 AGL","2","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,10,101,101,121,146,"Mo16",2.50724637681159,0.009901,91,45,12,10.8,100.837344996368
3039,38,"CN 105895 AGL","3","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,9,101,101,123,143,"Mo16",2.50724637681159,0.009901,92,42,12,10.8,100.837344996368
301,38,"CN 105895 AGL","1","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,5,69,69,88,104,"Ba16",3,0.014493,64,35,18.6,10.8,76.4339481459488
471,38,"CN 105895 AGL","2","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,5,70,70,89,105,"Ba16",3.05555555555556,0.014286,65,35,18.6,10.8,76.4339481459488
815,38,"CN 105895 AGL","3","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,6,70,70,89,NA,"Ba16",3.05555555555556,0.014286,64,NA,18.6,10.8,76.4339481459488
3392,38,"CN 105895 AGL","1","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-15,15,95,95,135,143,"Ne16",2.68421052631579,0.010526,80,48,19.2,11,72.8420359123753
3672,38,"CN 105895 AGL","2","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-16,11,99,99,128,138,"Ne16",2.85263157894737,0.010101,88,39,19.2,11,72.8420359123753
3767,38,"CN 105895 AGL","3","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-16,15,105,105,130,142,"Ne16",3.10526315789474,0.009524,90,37,19.2,11,72.8420359123753
6334,38,"CN 105895 AGL","1","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,9,42,42,57,72,"Ro17",2.56521739130435,0.02381,33,30,17.5,16.4,44.3261425565912
6735,38,"CN 105895 AGL","2","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,9,44,44,57,74,"Ro17",2.91304347826087,0.022727,35,30,17.5,16.4,44.3261425565912
6889,38,"CN 105895 AGL","3","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,9,42,42,57,73,"Ro17",2.56521739130435,0.02381,33,31,17.5,16.4,44.3261425565912
5283,38,"CN 105895 AGL","1","Sutherland, Canada 2017","Sutherland, Canada","2017",2017-05-04,13,48,48,65,81,"Su17",2.76,0.020833,35,33,15.7,16.1,47.2576975237779
5545,38,"CN 105895 AGL","2","Sutherland, Canada 2017","Sutherland, Canada","2017",2017-05-04,10,45,45,65,80,"Su17",2.28,0.022222,35,35,15.7,16.1,47.2576975237779
241,38,"CN 105895 AGL","1","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,6,66,66,84,98,"Ba17",2.37704918032787,0.015152,60,32,21.7,11,66.9897059151911
381,38,"CN 105895 AGL","2","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,8,68,68,80,97,"Ba17",2.50819672131148,0.014706,60,29,21.7,11,66.9897059151911
969,38,"CN 105895 AGL","3","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,6,67,67,86,94,"Ba17",2.44262295081967,0.014925,61,27,21.7,11,66.9897059151911
2288,38,"CN 105895 AGL","1","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,97,97,111,124,"Sp17",1.48979591836735,0.010309,76,27,11.7,11.1,97.002619070715
2361,38,"CN 105895 AGL","2","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,97,97,111,124,"Sp17",1.48979591836735,0.010309,76,27,11.7,11.1,97.002619070715
2858,38,"CN 105895 AGL","3","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,97,97,103,123,"Sp17",1.48979591836735,0.010309,76,26,11.7,11.1,97.002619070715
2578,38,"CN 105895 AGL","2","Bardiya, Nepal 2017","Bardiya, Nepal","2017",2017-11-04,9,102,102,123,134,"Ne17",3.1651376146789,0.009804,93,32,19.4,10.8,74.2557127905389
2822,38,"CN 105895 AGL","3","Bardiya, Nepal 2017","Bardiya, Nepal","2017",2017-11-05,9,98,98,121,136,"Ne17",3.01834862385321,0.010204,89,38,19.4,10.8,74.2557127905389
1134,38,"CN 105895 AGL","1","Marchouch, Morocco 2017","Marchouch, Morocco","2017",2017-12-21,13,95,95,111,140,"Mo17",2.07462686567164,0.010526,82,45,11.8,11.5,90.3213054737319
1461,38,"CN 105895 AGL","2","Marchouch, Morocco 2017","Marchouch, Morocco","2017",2017-12-21,13,92,92,118,137,"Mo17",1.8955223880597,0.01087,79,45,11.8,11.5,90.3213054737319
1865,38,"CN 105895 AGL","3","Marchouch, Morocco 2017","Marchouch, Morocco","2017",2017-12-21,12,92,92,111,140,"Mo17",1.8955223880597,0.01087,80,48,11.8,11.5,90.3213054737319
519,38,"CN 105895 AGL","2","Metaponto, Italy 2017","Metaponto, Italy","2017",2017-11-28,19,119,119,146,158,"It17",2.6140350877193,0.008403,100,39,11.2,10.8,104.896844227105
714,38,"CN 105895 AGL","3","Metaponto, Italy 2017","Metaponto, Italy","2017",2017-11-29,18,120,120,145,159,"It17",2.68421052631579,0.008333,102,39,11.2,10.8,104.896844227105
2169,38,"CN 105895 AGL","1","Central Ferry, USA 2018","Central Ferry, USA","2018",2018-03-29,18,51,51,69,82,"Us18",1.66666666666667,0.019608,33,31,15.8,14.3,55.5778036538185
2423,38,"CN 105895 AGL","2","Central Ferry, USA 2018","Central Ferry, USA","2018",2018-03-29,15,51,51,69,75,"Us18",1.66666666666667,0.019608,36,24,15.8,14.3,55.5778036538185
2656,38,"CN 105895 AGL","3","Central Ferry, USA 2018","Central Ferry, USA","2018",2018-03-29,18,51,51,69,77,"Us18",1.66666666666667,0.019608,33,26,15.8,14.3,55.5778036538185
6006,38,"CN 105895 AGL","3","Sutherland, Canada 2017","Sutherland, Canada","2017",2017-05-04,11,45,45,63,NA,"Su17",2.28,0.022222,34,NA,15.7,16.1,47.2576975237779
5704,38,"CN 105895 AGL","2","Bhopal, India 2016","Bhopal, India","2016",2016-12-04,6,58,58,NA,NA,"In16",2.92592592592593,0.017241,52,NA,17.6,10.9,78.234328104771
6032,38,"CN 105895 AGL","3","Bhopal, India 2016","Bhopal, India","2016",2016-12-04,5,58,58,NA,NA,"In16",2.92592592592593,0.017241,53,NA,17.6,10.9,78.234328104771
1050,38,"CN 105895 AGL","1","Bhopal, India 2017","Bhopal, India","2017",2017-11-09,7,61,61,NA,NA,"In17",2.95744680851064,0.016393,54,NA,20.6,10.7,72.1292413233232
1611,38,"CN 105895 AGL","2","Bhopal, India 2017","Bhopal, India","2017",2017-11-09,6,71,71,NA,NA,"In17",3.80851063829787,0.014085,65,NA,20.6,10.7,72.1292413233232
1809,38,"CN 105895 AGL","3","Bhopal, India 2017","Bhopal, India","2017",2017-11-09,8,68,68,NA,NA,"In17",3.5531914893617,0.014706,60,NA,20.6,10.7,72.1292413233232
5118,39,"CN 106265 AGL","1","Sutherland, Canada 2018","Sutherland, Canada","2018",2018-05-09,11,47,47,68,94,"Su18",2.81818181818182,0.021277,36,47,17.6,16.1,53.2816353283008
5522,39,"CN 106265 AGL","2","Sutherland, Canada 2018","Sutherland, Canada","2018",2018-05-09,11,47,47,70,97,"Su18",2.81818181818182,0.021277,36,50,17.6,16.1,53.2816353283008
5925,39,"CN 106265 AGL","3","Sutherland, Canada 2018","Sutherland, Canada","2018",2018-05-09,14,47,47,68,95,"Su18",2.81818181818182,0.021277,33,48,17.6,16.1,53.2816353283008
1239,39,"CN 106265 AGL","1","Metaponto, Italy 2016","Metaponto, Italy","2016",2016-11-29,24,133,133,156,179,"It16",3.3859649122807,0.007519,109,46,10.6,10.8,144.150914653901
1699,39,"CN 106265 AGL","2","Metaponto, Italy 2016","Metaponto, Italy","2016",2016-11-29,24,143,143,156,175,"It16",4.08771929824561,0.006993,119,32,10.6,10.8,144.150914653901
2060,39,"CN 106265 AGL","3","Metaponto, Italy 2016","Metaponto, Italy","2016",2016-11-30,23,134,134,155,176,"It16",3.45614035087719,0.007463,111,42,10.6,10.8,144.150914653901
609,39,"CN 106265 AGL","2","Sutherland, Canada 2016","Sutherland, Canada","2016",2016-04-27,17,54,54,77,104,"Su16",3.4,0.018519,37,50,16.7,15.9,55.3168734903103
1202,39,"CN 106265 AGL","1","Rosthern, Canada 2016","Rosthern, Canada","2016",2016-05-06,8,51,51,68,102,"Ro16",4,0.019608,43,51,17.2,16.2,53.2277840399179
1668,39,"CN 106265 AGL","2","Rosthern, Canada 2016","Rosthern, Canada","2016",2016-05-06,8,49,49,74,100,"Ro16",3.5,0.020408,41,51,17.2,16.2,53.2277840399179
1930,39,"CN 106265 AGL","3","Rosthern, Canada 2016","Rosthern, Canada","2016",2016-05-06,9,49,49,71,98,"Ro16",3.5,0.020408,40,49,17.2,16.2,53.2277840399179
304,39,"CN 106265 AGL","1","Sutherland, Canada 2016","Sutherland, Canada","2016",2016-04-27,15,56,56,76,96,"Su16",3.8,0.017857,41,40,16.7,15.9,55.3168734903103
765,39,"CN 106265 AGL","3","Sutherland, Canada 2016","Sutherland, Canada","2016",2016-04-27,15,56,56,76,103,"Su16",3.8,0.017857,41,47,16.7,15.9,55.3168734903103
4324,39,"CN 106265 AGL","1","Cordoba, Spain 2016","Cordoba, Spain","2016",2016-12-13,25,118,118,127,156,"Sp16",3.6,0.008475,93,38,12.5,10.9,127.566902527787
4589,39,"CN 106265 AGL","2","Cordoba, Spain 2016","Cordoba, Spain","2016",2016-12-13,25,119,119,127,156,"Sp16",3.7,0.008403,94,37,12.5,10.9,127.566902527787
4961,39,"CN 106265 AGL","3","Cordoba, Spain 2016","Cordoba, Spain","2016",2016-12-13,25,119,119,127,156,"Sp16",3.7,0.008403,94,37,12.5,10.9,127.566902527787
2383,39,"CN 106265 AGL","1","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,8,130,130,143,165,"Mo16",4.18840579710145,0.007692,122,35,12,10.8,133.786991689428
2647,39,"CN 106265 AGL","2","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,9,130,130,142,163,"Mo16",4.18840579710145,0.007692,121,33,12,10.8,133.786991689428
3054,39,"CN 106265 AGL","3","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,9,130,130,142,163,"Mo16",4.18840579710145,0.007692,121,33,12,10.8,133.786991689428
3249,39,"CN 106265 AGL","1","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-15,12,110,110,140,145,"Ne16",3.31578947368421,0.009091,98,35,19.2,11,94.4878821726369
5175,39,"CN 106265 AGL","1","Sutherland, Canada 2017","Sutherland, Canada","2017",2017-05-04,11,60,60,74,90,"Su17",4.68,0.016667,49,30,15.7,16.1,55.4358382750288
5952,39,"CN 106265 AGL","3","Sutherland, Canada 2017","Sutherland, Canada","2017",2017-05-04,11,55,55,74,90,"Su17",3.88,0.018182,44,35,15.7,16.1,55.4358382750288
56,39,"CN 106265 AGL","1","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,5,89,89,104,114,"Ba17",3.88524590163934,0.011236,84,25,21.7,11,86.6325911808023
414,39,"CN 106265 AGL","2","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,6,85,85,100,107,"Ba17",3.62295081967213,0.011765,79,22,21.7,11,86.6325911808023
770,39,"CN 106265 AGL","3","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,8,86,86,103,112,"Ba17",3.68852459016393,0.011628,78,26,21.7,11,86.6325911808023
2071,39,"CN 106265 AGL","1","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,124,124,133,156,"Sp17",3.69387755102041,0.008065,103,32,11.7,11.1,126.951885235496
2641,39,"CN 106265 AGL","2","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,130,130,138,154,"Sp17",4.18367346938776,0.007692,109,24,11.7,11.1,126.951885235496
2696,39,"CN 106265 AGL","3","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,127,127,140,154,"Sp17",3.93877551020408,0.007874,106,27,11.7,11.1,126.951885235496
2172,39,"CN 106265 AGL","1","Bardiya, Nepal 2017","Bardiya, Nepal","2017",2017-11-03,10,125,125,143,151,"Ne17",4.00917431192661,0.008,115,26,19.4,10.8,96.9454442743861
2463,39,"CN 106265 AGL","2","Bardiya, Nepal 2017","Bardiya, Nepal","2017",2017-11-04,12,125,125,144,153,"Ne17",4.00917431192661,0.008,113,28,19.4,10.8,96.9454442743861
2918,39,"CN 106265 AGL","3","Bardiya, Nepal 2017","Bardiya, Nepal","2017",2017-11-05,9,127,127,146,153,"Ne17",4.08256880733945,0.007874,118,26,19.4,10.8,96.9454442743861
1345,39,"CN 106265 AGL","2","Marchouch, Morocco 2017","Marchouch, Morocco","2017",2017-12-21,13,125,125,140,166,"Mo17",3.86567164179104,0.008,112,41,11.8,11.5,116.204724003957
1921,39,"CN 106265 AGL","3","Marchouch, Morocco 2017","Marchouch, Morocco","2017",2017-12-21,13,122,122,140,166,"Mo17",3.6865671641791,0.008197,109,44,11.8,11.5,116.204724003957
25,39,"CN 106265 AGL","1","Metaponto, Italy 2017","Metaponto, Italy","2017",2017-11-28,19,142,142,153,170,"It17",4.2280701754386,0.007042,123,28,11.2,10.8,139.518934876972
472,39,"CN 106265 AGL","2","Metaponto, Italy 2017","Metaponto, Italy","2017",2017-11-28,23,144,144,163,174,"It17",4.36842105263158,0.006944,121,30,11.2,10.8,139.518934876972
872,39,"CN 106265 AGL","3","Metaponto, Italy 2017","Metaponto, Italy","2017",2017-11-29,22,145,145,164,173,"It17",4.43859649122807,0.006897,123,28,11.2,10.8,139.518934876972
2110,39,"CN 106265 AGL","1","Central Ferry, USA 2018","Central Ferry, USA","2018",2018-03-29,21,51,51,78,99,"Us18",1.66666666666667,0.019608,30,48,15.8,14.3,66.7925408440749
284,39,"CN 106265 AGL","1","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,5,93,93,NA,NA,"Ba16",4.33333333333333,0.010753,88,NA,18.6,10.8,99.9200886515749
584,39,"CN 106265 AGL","2","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,5,94,94,NA,NA,"Ba16",4.38888888888889,0.010638,89,NA,18.6,10.8,99.9200886515749
920,39,"CN 106265 AGL","3","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,7,94,94,NA,NA,"Ba16",4.38888888888889,0.010638,87,NA,18.6,10.8,99.9200886515749
3484,39,"CN 106265 AGL","2","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-15,27,131,131,145,NA,"Ne16",4.2,0.007634,104,NA,19.2,11,94.4878821726369
4048,39,"CN 106265 AGL","3","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-16,14,122,122,NA,NA,"Ne16",3.82105263157895,0.008197,108,NA,19.2,11,94.4878821726369
6213,39,"CN 106265 AGL","1","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,8,48,48,62,NA,"Ro17",3.60869565217391,0.020833,40,NA,17.5,16.4,51.9550826136162
6719,39,"CN 106265 AGL","2","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,9,49,49,65,NA,"Ro17",3.78260869565217,0.020408,40,NA,17.5,16.4,51.9550826136162
6803,39,"CN 106265 AGL","3","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,9,49,49,67,NA,"Ro17",3.78260869565217,0.020408,40,NA,17.5,16.4,51.9550826136162
5659,39,"CN 106265 AGL","2","Sutherland, Canada 2017","Sutherland, Canada","2017",2017-05-04,11,56,56,74,NA,"Su17",4.04,0.017857,45,NA,15.7,16.1,55.4358382750288
2475,39,"CN 106265 AGL","2","Central Ferry, USA 2018","Central Ferry, USA","2018",2018-03-29,18,54,54,71,NA,"Us18",2.06666666666667,0.018519,36,NA,15.8,14.3,66.7925408440749
1180,39,"CN 106265 AGL","1","Bhopal, India 2017","Bhopal, India","2017",2017-11-09,8,81,81,NA,NA,"In17",4.65957446808511,0.012346,73,NA,20.6,10.7,94.3113812045028
1849,39,"CN 106265 AGL","3","Bhopal, India 2017","Bhopal, India","2017",2017-11-09,7,73,73,NA,NA,"In17",3.97872340425532,0.013699,66,NA,20.6,10.7,94.3113812045028
5202,39,"CN 106265 AGL","1","Bhopal, India 2016","Bhopal, India","2016",2016-12-04,7,NA,86,NA,NA,"In16",5,0.011628,NA,NA,17.6,10.9,102.075461421074
5485,39,"CN 106265 AGL","2","Bhopal, India 2016","Bhopal, India","2016",2016-12-04,6,NA,86,NA,NA,"In16",5,0.011628,NA,NA,17.6,10.9,102.075461421074
5803,39,"CN 106265 AGL","3","Bhopal, India 2016","Bhopal, India","2016",2016-12-04,7,NA,86,NA,NA,"In16",5,0.011628,NA,NA,17.6,10.9,102.075461421074
5073,40,"CN 108369 AGL","1","Sutherland, Canada 2018","Sutherland, Canada","2018",2018-05-09,11,47,47,71,94,"Su18",2.81818181818182,0.021277,36,47,17.6,16.1,51.7703758886167
5541,40,"CN 108369 AGL","2","Sutherland, Canada 2018","Sutherland, Canada","2018",2018-05-09,12,49,49,72,97,"Su18",3.18181818181818,0.020408,37,48,17.6,16.1,51.7703758886167
5697,40,"CN 108369 AGL","3","Sutherland, Canada 2018","Sutherland, Canada","2018",2018-05-09,12,47,47,68,93,"Su18",2.81818181818182,0.021277,35,46,17.6,16.1,51.7703758886167
1165,40,"CN 108369 AGL","1","Metaponto, Italy 2016","Metaponto, Italy","2016",2016-11-29,24,133,133,164,179,"It16",3.3859649122807,0.007519,109,46,10.6,10.8,133.799893715986
1674,40,"CN 108369 AGL","2","Metaponto, Italy 2016","Metaponto, Italy","2016",2016-11-29,24,133,133,164,184,"It16",3.3859649122807,0.007519,109,51,10.6,10.8,133.799893715986
1928,40,"CN 108369 AGL","3","Metaponto, Italy 2016","Metaponto, Italy","2016",2016-11-30,30,127,127,147,174,"It16",2.96491228070175,0.007874,97,47,10.6,10.8,133.799893715986
1308,40,"CN 108369 AGL","1","Rosthern, Canada 2016","Rosthern, Canada","2016",2016-05-06,9,52,52,72,100,"Ro16",4.25,0.019231,43,48,17.2,16.2,51.6961130509787
1689,40,"CN 108369 AGL","2","Rosthern, Canada 2016","Rosthern, Canada","2016",2016-05-06,8,50,50,69,98,"Ro16",3.75,0.02,42,48,17.2,16.2,51.6961130509787
1880,40,"CN 108369 AGL","3","Rosthern, Canada 2016","Rosthern, Canada","2016",2016-05-06,9,50,50,71,96,"Ro16",3.75,0.02,41,46,17.2,16.2,51.6961130509787
174,40,"CN 108369 AGL","1","Sutherland, Canada 2016","Sutherland, Canada","2016",2016-04-27,17,54,54,73,100,"Su16",3.4,0.018519,37,46,16.7,15.9,53.6615032375774
442,40,"CN 108369 AGL","2","Sutherland, Canada 2016","Sutherland, Canada","2016",2016-04-27,13,53,53,75,102,"Su16",3.2,0.018868,40,49,16.7,15.9,53.6615032375774
964,40,"CN 108369 AGL","3","Sutherland, Canada 2016","Sutherland, Canada","2016",2016-04-27,13,54,54,77,103,"Su16",3.4,0.018519,41,49,16.7,15.9,53.6615032375774
4329,40,"CN 108369 AGL","1","Cordoba, Spain 2016","Cordoba, Spain","2016",2016-12-13,25,118,118,127,156,"Sp16",3.6,0.008475,93,38,12.5,10.9,119.79628999041
4586,40,"CN 108369 AGL","2","Cordoba, Spain 2016","Cordoba, Spain","2016",2016-12-13,25,119,119,127,147,"Sp16",3.7,0.008403,94,28,12.5,10.9,119.79628999041
4995,40,"CN 108369 AGL","3","Cordoba, Spain 2016","Cordoba, Spain","2016",2016-12-13,25,114,114,127,156,"Sp16",3.2,0.008772,89,42,12.5,10.9,119.79628999041
2395,40,"CN 108369 AGL","1","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,10,126,126,143,167,"Mo16",3.95652173913043,0.007937,116,41,12,10.8,125.176056251694
2642,40,"CN 108369 AGL","2","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,10,126,126,142,163,"Mo16",3.95652173913043,0.007937,116,37,12,10.8,125.176056251694
2785,40,"CN 108369 AGL","3","Marchouch, Morocco 2016","Marchouch, Morocco","2016",2016-11-21,10,126,126,143,163,"Mo16",3.95652173913043,0.007937,116,37,12,10.8,125.176056251694
3312,40,"CN 108369 AGL","1","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-15,30,110,110,139,144,"Ne16",3.31578947368421,0.009091,80,34,19.2,11,91.0205135527512
6005,40,"CN 108369 AGL","3","Sutherland, Canada 2017","Sutherland, Canada","2017",2017-05-04,12,53,53,74,90,"Su17",3.56,0.018868,41,37,15.7,16.1,53.7135618548213
2219,40,"CN 108369 AGL","1","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,119,119,133,154,"Sp17",3.28571428571429,0.008403,98,35,11.7,11.1,119.005117220041
2605,40,"CN 108369 AGL","2","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,119,119,133,154,"Sp17",3.28571428571429,0.008403,98,35,11.7,11.1,119.005117220041
2950,40,"CN 108369 AGL","3","Cordoba, Spain 2017","Cordoba, Spain","2017",2017-12-14,21,119,119,133,154,"Sp17",3.28571428571429,0.008403,98,35,11.7,11.1,119.005117220041
2266,40,"CN 108369 AGL","1","Bardiya, Nepal 2017","Bardiya, Nepal","2017",2017-11-03,26,125,125,147,154,"Ne17",4.00917431192661,0.008,99,29,19.4,10.8,93.3674862828244
2364,40,"CN 108369 AGL","2","Bardiya, Nepal 2017","Bardiya, Nepal","2017",2017-11-04,9,121,121,142,150,"Ne17",3.86238532110092,0.008264,112,29,19.4,10.8,93.3674862828244
2767,40,"CN 108369 AGL","3","Bardiya, Nepal 2017","Bardiya, Nepal","2017",2017-11-05,18,121,121,146,156,"Ne17",3.86238532110092,0.008264,103,35,19.4,10.8,93.3674862828244
1548,40,"CN 108369 AGL","2","Marchouch, Morocco 2017","Marchouch, Morocco","2017",2017-12-21,15,117,117,146,166,"Mo17",3.38805970149254,0.008547,102,49,11.8,11.5,109.418422733963
1911,40,"CN 108369 AGL","3","Marchouch, Morocco 2017","Marchouch, Morocco","2017",2017-12-21,15,120,120,146,166,"Mo17",3.56716417910448,0.008333,105,46,11.8,11.5,109.418422733963
291,40,"CN 108369 AGL","1","Metaponto, Italy 2017","Metaponto, Italy","2017",2017-11-28,23,133,133,149,169,"It17",3.59649122807018,0.007519,110,36,11.2,10.8,129.962635518985
381,40,"CN 108369 AGL","2","Metaponto, Italy 2017","Metaponto, Italy","2017",2017-11-28,23,139,139,153,174,"It17",4.01754385964912,0.007194,116,35,11.2,10.8,129.962635518985
939,40,"CN 108369 AGL","3","Metaponto, Italy 2017","Metaponto, Italy","2017",2017-11-29,18,138,138,161,173,"It17",3.94736842105263,0.007246,120,35,11.2,10.8,129.962635518985
2086,40,"CN 108369 AGL","1","Central Ferry, USA 2018","Central Ferry, USA","2018",2018-03-29,15,62,62,81,96,"Us18",3.13333333333333,0.016129,47,34,15.8,14.3,64.4889811799834
2626,40,"CN 108369 AGL","2","Central Ferry, USA 2018","Central Ferry, USA","2018",2018-03-29,18,60,60,85,99,"Us18",2.86666666666667,0.016667,42,39,15.8,14.3,64.4889811799834
2725,40,"CN 108369 AGL","3","Central Ferry, USA 2018","Central Ferry, USA","2018",2018-03-29,18,60,60,79,99,"Us18",2.86666666666667,0.016667,42,39,15.8,14.3,64.4889811799834
118,40,"CN 108369 AGL","1","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,7,78,78,NA,NA,"Ba16",3.5,0.012821,71,NA,18.6,10.8,96.0048768102042
488,40,"CN 108369 AGL","2","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,6,79,79,NA,NA,"Ba16",3.55555555555556,0.012658,73,NA,18.6,10.8,96.0048768102042
838,40,"CN 108369 AGL","3","Jessore, Bangladesh 2016","Jessore, Bangladesh","2016",2016-11-15,6,77,77,NA,NA,"Ba16",3.44444444444444,0.012987,71,NA,18.6,10.8,96.0048768102042
3527,40,"CN 108369 AGL","2","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-16,28,118,118,147,NA,"Ne16",3.65263157894737,0.008475,90,NA,19.2,11,91.0205135527512
3773,40,"CN 108369 AGL","3","Bardiya, Nepal 2016","Bardiya, Nepal","2016",2016-11-16,14,109,109,144,NA,"Ne16",3.27368421052632,0.009174,95,NA,19.2,11,91.0205135527512
6109,40,"CN 108369 AGL","1","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,10,49,49,63,NA,"Ro17",3.78260869565217,0.020408,39,NA,17.5,16.4,50.4951681121577
6722,40,"CN 108369 AGL","2","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,9,49,49,66,NA,"Ro17",3.78260869565217,0.020408,40,NA,17.5,16.4,50.4951681121577
6886,40,"CN 108369 AGL","3","Rosthern, Canada 2017","Rosthern, Canada","2017",2017-05-19,10,49,49,71,NA,"Ro17",3.78260869565217,0.020408,39,NA,17.5,16.4,50.4951681121577
5697,40,"CN 108369 AGL","2","Sutherland, Canada 2017","Sutherland, Canada","2017",2017-05-04,12,56,56,75,NA,"Su17",4.04,0.017857,44,NA,15.7,16.1,53.7135618548213
316,40,"CN 108369 AGL","1","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,7,85,85,NA,NA,"Ba17",3.62295081967213,0.011765,78,NA,21.7,11,83.9912649084496
600,40,"CN 108369 AGL","2","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,7,83,83,NA,NA,"Ba17",3.49180327868852,0.012048,76,NA,21.7,11,83.9912649084496
773,40,"CN 108369 AGL","3","Jessore, Bangladesh 2017","Jessore, Bangladesh","2017",2017-12-03,7,84,84,NA,NA,"Ba17",3.55737704918033,0.011905,77,NA,21.7,11,83.9912649084496
1014,40,"CN 108369 AGL","1","Bhopal, India 2017","Bhopal, India","2017",2017-11-09,6,75,75,NA,NA,"In17",4.14893617021277,0.013333,69,NA,20.6,10.7,91.1008375385241
1645,40,"CN 108369 AGL","2","Bhopal, India 2017","Bhopal, India","2017",2017-11-09,5,71,71,NA,NA,"In17",3.80851063829787,0.014085,66,NA,20.6,10.7,91.1008375385241
1709,40,"CN 108369 AGL","3","Bhopal, India 2017","Bhopal, India","2017",2017-11-09,8,73,73,NA,NA,"In17",3.97872340425532,0.013699,65,NA,20.6,10.7,91.1008375385241
5133,40,"CN 108369 AGL","1","Bhopal, India 2016","Bhopal, India","2016",2016-12-04,6,NA,86,NA,NA,"In16",5,0.011628,NA,NA,17.6,10.9,97.8165983957231
5587,40,"CN 108369 AGL","2","Bhopal, India 2016","Bhopal, India","2016",2016-12-04,7,NA,86,NA,NA,"In16",5,0.011628,NA,NA,17.6,10.9,97.8165983957231
6046,40,"CN 108369 AGL","3","Bhopal, India 2016","Bhopal, India","2016",2016-12-04,6,NA,86,NA,NA,"In16",5,0.011628,NA,NA,17.6,10.9,97.8165983957231
5168,41,"CN 108370 AGL","1","Sutherland, Canada 2018","Sutherland, Canada","2018",2018-05-09,12,50,50,72,95,"Su18",3.36363636363636,0.02,38,45,17.6,16.1,53.8143757104677
