"Expt","DTF","RDTF","T_mean","P_mean","Predicted_DTF"
"Bhopal, India 2016",NA,0.011628,17.6,10.9,108.251313881093
"Bhopal, India 2017",NA,0.011765,20.6,10.7,102.902939760892
"Marchouch, Morocco 2016",129.333333333333,0.007732,12,10.8,136.677494306511
"Marchouch, Morocco 2017",125.666666666667,0.007958,11.8,11.5,111.202525392345
"Jessore, Bangladesh 2016",87.6666666666667,0.0114073333333333,18.6,10.8,104.736539090633
"Jessore, Bangladesh 2017",84,0.0119083333333333,21.7,11,89.5194590057018
"Central Ferry, USA 2018",54.5,0.0183505,15.8,14.3,57.1337848075806
"Sutherland, Canada 2016",47.3333333333333,0.0211413333333333,16.7,15.9,45.6693534342396
"Sutherland, Canada 2017",47.3333333333333,0.021129,15.7,16.1,45.5400898389055
"Sutherland, Canada 2018",44,0.022735,17.6,16.1,43.9555734583132
"Metaponto, Italy 2016",143,0.006994,10.6,10.9,131.872913514451
"Metaponto, Italy 2017",140.666666666667,0.00711,11.2,10.8,131.7764566444
"Rosthern, Canada 2016",44.3333333333333,0.0225586666666667,17.2,16.1,44.8584918825573
"Rosthern, Canada 2017",43.6666666666667,0.0229033333333333,17.5,16.4,43.2537664869682
"Bardiya, Nepal 2016",122.333333333333,0.00818066666666667,19.2,11,79.6338882164474
"Bardiya, Nepal 2017",121.666666666667,0.00822233333333333,19.4,10.8,81.6660809815154
"Cordoba, Spain 2016",120.666666666667,0.00829033333333333,12.5,10.9,121.935576753544
"Cordoba, Spain 2017",124.666666666667,0.00802233333333333,11.7,11.1,119.977840724443
"Bhopal, India 2016",58.5,0.017095,17.6,10.9,105.532372169791
"Bhopal, India 2017",NA,0.011765,20.6,10.7,100.687016433589
"Marchouch, Morocco 2016",126,0.007937,12,10.8,127.343774682795
"Marchouch, Morocco 2017",118.666666666667,0.00842766666666667,11.8,11.5,106.337972129912
"Jessore, Bangladesh 2016",75.5,0.0132455,18.6,10.8,97.4117677656822
"Jessore, Bangladesh 2017",85.3333333333333,0.0117246666666667,21.7,11,83.530383961581
"Central Ferry, USA 2018",53,0.0188726666666667,15.8,14.3,57.5660449547436
"Sutherland, Canada 2016",45,0.0222293333333333,16.7,15.9,43.9960716026734
"Sutherland, Canada 2017",44.3333333333333,0.0226226666666667,15.7,16.1,43.9133715389788
"Sutherland, Canada 2018",42.6666666666667,0.0234406666666667,17.6,16.1,42.4491435718007
"Metaponto, Italy 2016",120.666666666667,0.008287,10.6,10.9,107.896314159032
"Metaponto, Italy 2017",126.666666666667,0.00789533333333333,11.2,10.8,107.975305713373
"Rosthern, Canada 2016",43.6666666666667,0.0229196666666667,17.2,16.1,42.89511210737
"Rosthern, Canada 2017",41.3333333333333,0.0241966666666667,17.5,16.4,41.4652015931757
"Bardiya, Nepal 2016",98.3333333333333,0.0101696666666667,19.2,11,72.4361673825108
"Bardiya, Nepal 2017",106,0.009438,19.4,10.8,74.0614451870461
"Cordoba, Spain 2016",95.3333333333333,0.010496,12.5,10.9,106.131010811252
"Cordoba, Spain 2017",103,0.009709,11.7,11.1,104.935659463051
"Bhopal, India 2016",63.6666666666667,0.0160233333333333,17.6,10.9,91.4691680714893
"Bhopal, India 2017",74,0.013514,20.6,10.7,87.6125091157296
"Marchouch, Morocco 2016",108,0.009259,12,10.8,108.840835822458
"Marchouch, Morocco 2017",96.3333333333333,0.0103843333333333,11.8,11.5,93.6028054871354
"Jessore, Bangladesh 2016",83.3333333333333,0.0120016666666667,18.6,10.8,85.40261434653
"Jessore, Bangladesh 2017",71,0.014085,21.7,11,74.8437720241665
"Central Ferry, USA 2018",51.3333333333333,0.0194823333333333,15.8,14.3,53.9499114948331
"Sutherland, Canada 2016",55,0.018186,16.7,15.9,52.0897880293094
"Sutherland, Canada 2017",54.6666666666667,0.0183023333333333,15.7,16.1,51.9555612256784
"Sutherland, Canada 2018",48.3333333333333,0.0206976666666667,17.6,16.1,50.2013917212689
"Metaponto, Italy 2016",147.666666666667,0.00677233333333333,10.6,10.9,143.537089129415
"Metaponto, Italy 2017",145,0.00689666666666667,11.2,10.8,143.188362426136
"Rosthern, Canada 2016",49.5,0.020204,17.2,16.1,51.3571435196928
"Rosthern, Canada 2017",49.6666666666667,0.0201413333333333,17.5,16.4,49.5867674454842
"Bardiya, Nepal 2016",144,0.006944,19.2,11,88.2119839520176
"Bardiya, Nepal 2017",141.666666666667,0.00705966666666667,19.4,10.8,90.3017722301996
"Cordoba, Spain 2016",122.5,0.0081745,12.5,10.9,132.486761135849
"Cordoba, Spain 2017",131.666666666667,0.00759566666666667,11.7,11.1,130.752879346582
"Bhopal, India 2016",NA,0.011628,17.6,10.9,118.440496575841
"Bhopal, India 2017",NA,0.011765,20.6,10.7,115.74148180911
"Marchouch, Morocco 2016",130.666666666667,0.00765333333333333,12,10.8,137.792728919024
"Marchouch, Morocco 2017",126.666666666667,0.00789733333333333,11.8,11.5,116.720305439735
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,103.907911249341
"Jessore, Bangladesh 2017",90,0.011111,21.7,11,89.7021989730193
"Central Ferry, USA 2018",62.6666666666667,0.015969,15.8,14.3,64.7046367336427
"Sutherland, Canada 2016",48.3333333333333,0.0206913333333333,16.7,15.9,46.6010452370188
"Sutherland, Canada 2017",48,0.020833,15.7,16.1,46.5071411200672
"Sutherland, Canada 2018",43.3333333333333,0.0230796666666667,17.6,16.1,44.8242156356687
"Metaponto, Italy 2016",141.333333333333,0.007083,10.6,10.9,138.620605298016
"Metaponto, Italy 2017",144.333333333333,0.00692866666666667,11.2,10.8,138.189033665309
"Rosthern, Canada 2016",45,0.0222436666666667,17.2,16.1,45.2321331974823
"Rosthern, Canada 2017",44.6666666666667,0.0223903333333333,17.5,16.4,43.5955816263024
"Bardiya, Nepal 2016",121.333333333333,0.00824566666666667,19.2,11,78.332961307531
"Bardiya, Nepal 2017",125,0.00800533333333333,19.4,10.8,80.131128933573
"Cordoba, Spain 2016",119,0.008403,12.5,10.9,127.00348391666
"Cordoba, Spain 2017",124.666666666667,0.00802233333333333,11.7,11.1,125.221571114665
"Bhopal, India 2016",74.5,0.0136,17.6,10.9,106.0037910753
"Bhopal, India 2017",62,0.016129,20.6,10.7,100.661626626927
"Marchouch, Morocco 2016",130,0.007692,12,10.8,131.029301714398
"Marchouch, Morocco 2017",122,0.00819766666666667,11.8,11.5,109.092431531482
"Jessore, Bangladesh 2016",79.5,0.012579,18.6,10.8,100.513594662599
"Jessore, Bangladesh 2017",82.6666666666667,0.0121076666666667,21.7,11,86.1968986600663
"Central Ferry, USA 2018",54.3333333333333,0.0184146666666667,15.8,14.3,58.3451462337096
"Sutherland, Canada 2016",43.3333333333333,0.0230796666666667,16.7,15.9,43.8134180181449
"Sutherland, Canada 2017",44.3333333333333,0.0225666666666667,15.7,16.1,43.9538708004915
"Sutherland, Canada 2018",42,0.0238186666666667,17.6,16.1,42.1904364004992
"Metaponto, Italy 2016",114,0.008772,10.6,10.9,106.108713066795
"Metaponto, Italy 2017",119.333333333333,0.00838066666666667,11.2,10.8,105.379334438839
"Rosthern, Canada 2016",43.3333333333333,0.023113,17.2,16.1,42.1929611915861
"Rosthern, Canada 2017",41.3333333333333,0.0242066666666667,17.5,16.4,40.8086039351044
"Bardiya, Nepal 2016",100,0.010014,19.2,11,65.440119777241
"Bardiya, Nepal 2017",107.666666666667,0.00929033333333333,19.4,10.8,66.4818047489249
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,100.331507285068
"Cordoba, Spain 2017",99,0.010109,11.7,11.1,100.106270652336
"Bhopal, India 2016",53,0.018868,17.6,10.9,88.2005182261581
"Bhopal, India 2017",59.6666666666667,0.0168836666666667,20.6,10.7,84.510357912994
"Marchouch, Morocco 2016",101,0.009901,12,10.8,105.1407013733
"Marchouch, Morocco 2017",92,0.01087,11.8,11.5,91.6276951569107
"Jessore, Bangladesh 2016",76.6666666666667,0.013044,18.6,10.8,78.0158154667115
"Jessore, Bangladesh 2017",67,0.0149323333333333,21.7,11,67.6626171178502
"Central Ferry, USA 2018",50.3333333333333,0.0198693333333333,15.8,14.3,52.9453662768057
"Sutherland, Canada 2016",48.3333333333333,0.0206976666666667,16.7,15.9,47.5122984627858
"Sutherland, Canada 2017",48,0.020833,15.7,16.1,48.3942853071324
"Sutherland, Canada 2018",44.3333333333333,0.022574,17.6,16.1,45.5347847133235
"Metaponto, Italy 2016",108,0.009259,10.6,10.9,103.366639694535
"Metaponto, Italy 2017",113,0.00886266666666667,11.2,10.8,100.84191826464
"Rosthern, Canada 2016",46,0.021746,17.2,16.1,45.4435178228398
"Rosthern, Canada 2017",46,0.021759,17.5,16.4,44.0929310864101
"Bardiya, Nepal 2016",88,0.011364,19.2,11,59.1043943240471
"Bardiya, Nepal 2017",96.6666666666667,0.0103923333333333,19.4,10.8,59.4026276602327
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,93.0594119663287
"Cordoba, Spain 2017",95.3333333333333,0.010491,11.7,11.1,95.20062016868
"Bhopal, India 2016",53,0.018868,17.6,10.9,76.9799875681906
"Bhopal, India 2017",54.3333333333333,0.0184066666666667,20.6,10.7,70.497111854716
"Marchouch, Morocco 2016",101,0.009901,12,10.8,98.7167969809266
"Marchouch, Morocco 2017",85.3333333333333,0.0117203333333333,11.8,11.5,90.4988379352759
"Jessore, Bangladesh 2016",56.5,0.0177005,18.6,10.8,69.1912864954059
"Jessore, Bangladesh 2017",61,0.0164023333333333,21.7,11,59.4936062766159
"Central Ferry, USA 2018",53,0.0188726666666667,15.8,14.3,55.543576137456
"Sutherland, Canada 2016",44.3333333333333,0.0225586666666667,16.7,15.9,44.9692273824535
"Sutherland, Canada 2017",43.3333333333333,0.023113,15.7,16.1,45.4673677785245
"Sutherland, Canada 2018",42.6666666666667,0.0234406666666667,17.6,16.1,43.1748563687954
"Metaponto, Italy 2016",116,0.00862866666666667,10.6,10.9,101.768122008428
"Metaponto, Italy 2017",120,0.00833333333333333,11.2,10.8,100.374487782668
"Rosthern, Canada 2016",44.5,0.0224745,17.2,16.1,42.4693800872562
"Rosthern, Canada 2017",42.3333333333333,0.0236253333333333,17.5,16.4,41.1113118490054
"Bardiya, Nepal 2016",98,0.0102326666666667,19.2,11,61.4337076249205
"Bardiya, Nepal 2017",104.5,0.0095695,19.4,10.8,62.111969763746
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,96.1166527155582
"Cordoba, Spain 2017",97,0.010309,11.7,11.1,97.0715908343196
"Bhopal, India 2016",54.6666666666667,0.0183436666666667,17.6,10.9,82.9212618413694
"Bhopal, India 2017",55.3333333333333,0.0180736666666667,20.6,10.7,77.8367560019013
"Marchouch, Morocco 2016",101,0.009901,12,10.8,102.78249399882
"Marchouch, Morocco 2017",84.3333333333333,0.0118626666666667,11.8,11.5,91.2849069337925
"Jessore, Bangladesh 2016",66.6666666666667,0.0150006666666667,18.6,10.8,72.0912008046739
"Jessore, Bangladesh 2017",64.3333333333333,0.01555,21.7,11,61.9120598346631
"Central Ferry, USA 2018",51,0.019608,15.8,14.3,52.9256105135449
"Sutherland, Canada 2016",46.3333333333333,0.021585,16.7,15.9,43.4420298512339
"Sutherland, Canada 2017",44.3333333333333,0.0225903333333333,15.7,16.1,44.009095043955
"Sutherland, Canada 2018",41.6666666666667,0.0240033333333333,17.6,16.1,41.5959857705405
"Metaponto, Italy 2016",114,0.008772,10.6,10.9,109.26237470099
"Metaponto, Italy 2017",121.666666666667,0.00822233333333333,11.2,10.8,106.863042387615
"Rosthern, Canada 2016",43,0.023256,17.2,16.1,43.0819764061711
"Rosthern, Canada 2017",39.6666666666667,0.0252556666666667,17.5,16.4,41.6973230422556
"Bardiya, Nepal 2016",87.5,0.011447,19.2,11,60.048104816703
"Bardiya, Nepal 2017",102,0.009824,19.4,10.8,60.6320050564747
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,98.7454598439413
"Cordoba, Spain 2017",99,0.010109,11.7,11.1,100.465048031886
"Bhopal, India 2016",56,0.0179085,17.6,10.9,80.3940043280164
"Bhopal, India 2017",52,0.019326,20.6,10.7,74.0182353238146
"Marchouch, Morocco 2016",101,0.009901,12,10.8,104.487605451101
"Marchouch, Morocco 2017",92,0.01087,11.8,11.5,92.722514530744
"Jessore, Bangladesh 2016",61,0.0163963333333333,18.6,10.8,70.9746748979243
"Jessore, Bangladesh 2017",64.3333333333333,0.015545,21.7,11,60.1538193739147
"Central Ferry, USA 2018",52.5,0.0190635,15.8,14.3,52.562172086319
"Sutherland, Canada 2016",45.3333333333333,0.0220753333333333,16.7,15.9,44.6015083515804
"Sutherland, Canada 2017",45.6666666666667,0.021907,15.7,16.1,44.703259811644
"Sutherland, Canada 2018",42.6666666666667,0.0234406666666667,17.6,16.1,42.9907303279832
"Metaponto, Italy 2016",114,0.008772,10.6,10.9,104.491096606805
"Metaponto, Italy 2017",124.666666666667,0.00802533333333333,11.2,10.8,103.980467452523
"Rosthern, Canada 2016",44.6666666666667,0.0223976666666667,17.2,16.1,43.1640057800706
"Rosthern, Canada 2017",42.3333333333333,0.0236253333333333,17.5,16.4,41.7676426716415
"Bardiya, Nepal 2016",99.3333333333333,0.0100896666666667,19.2,11,66.078207977631
"Bardiya, Nepal 2017",100,0.010014,19.4,10.8,67.0732615005555
"Cordoba, Spain 2016",95.3333333333333,0.010496,12.5,10.9,100.369594258367
"Cordoba, Spain 2017",103,0.009709,11.7,11.1,100.026332449334
"Bhopal, India 2016",52.5,0.0190635,17.6,10.9,86.6564790018413
"Bhopal, India 2017",60,0.016667,20.6,10.7,82.0677529850537
"Marchouch, Morocco 2016",108,0.009259,12,10.8,105.472267697582
"Marchouch, Morocco 2017",86.6666666666667,0.0115386666666667,11.8,11.5,92.3203622952963
"Jessore, Bangladesh 2016",73,0.0137006666666667,18.6,10.8,81.461677873938
"Jessore, Bangladesh 2017",67.6666666666667,0.0147876666666667,21.7,11,71.4409036579159
"Central Ferry, USA 2018",48.5,0.0206735,15.8,14.3,54.2189528826769
"Sutherland, Canada 2016",44.3333333333333,0.0225586666666667,16.7,15.9,44.5527009716826
"Sutherland, Canada 2017",44,0.0227836666666667,15.7,16.1,45.0912578509559
"Sutherland, Canada 2018",42.6666666666667,0.0234406666666667,17.6,16.1,42.7398219825206
"Metaponto, Italy 2016",116.333333333333,0.00860266666666667,10.6,10.9,101.924691464624
"Metaponto, Italy 2017",124.666666666667,0.00802533333333333,11.2,10.8,100.342217656731
"Rosthern, Canada 2016",43.6666666666667,0.0229033333333333,17.2,16.1,42.6202690334751
"Rosthern, Canada 2017",42,0.02381,17.5,16.4,41.2611791815986
"Bardiya, Nepal 2016",92.3333333333333,0.0108383333333333,19.2,11,60.2752499335787
"Bardiya, Nepal 2017",95.3333333333333,0.010515,19.4,10.8,60.8643500026941
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,96.2435193622761
"Cordoba, Spain 2017",96,0.0104186666666667,11.7,11.1,97.4925239625054
"Bhopal, India 2016",49,0.0204793333333333,17.6,10.9,81.3113944895473
"Bhopal, India 2017",58.6666666666667,0.0170663333333333,20.6,10.7,75.404700118864
"Marchouch, Morocco 2016",101,0.009901,12,10.8,102.219850406203
"Marchouch, Morocco 2017",86,0.011628,11.8,11.5,91.0338741932397
"Jessore, Bangladesh 2016",67.3333333333333,0.0148566666666667,18.6,10.8,71.5373115338804
"Jessore, Bangladesh 2017",61,0.016393,21.7,11,61.3705372750761
"Central Ferry, USA 2018",51.6666666666667,0.0193566666666667,15.8,14.3,52.8311979295107
"Sutherland, Canada 2016",45.3333333333333,0.0220683333333333,16.7,15.9,44.2758975493396
"Sutherland, Canada 2017",45,0.0222516666666667,15.7,16.1,44.9038503890631
"Sutherland, Canada 2018",42.3333333333333,0.023634,17.6,16.1,42.4131969965533
"Metaponto, Italy 2016",113.666666666667,0.008798,10.6,10.9,104.802184846253
"Metaponto, Italy 2017",123.333333333333,0.008114,11.2,10.8,102.655534038767
"Rosthern, Canada 2016",44,0.022727,17.2,16.1,43.0617349506617
"Rosthern, Canada 2017",41,0.0244203333333333,17.5,16.4,41.6963035068889
"Bardiya, Nepal 2016",89.6666666666667,0.0111726666666667,19.2,11,58.9079360315516
"Bardiya, Nepal 2017",95.6666666666667,0.010456,19.4,10.8,59.3845792261993
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,96.3954554793884
"Cordoba, Spain 2017",97,0.010309,11.7,11.1,98.1243697692817
"Bhopal, India 2016",54,0.0186103333333333,17.6,10.9,79.3785851782532
"Bhopal, India 2017",53.6666666666667,0.018644,20.6,10.7,72.9765532733621
"Marchouch, Morocco 2016",101,0.009901,12,10.8,102.726544460747
"Marchouch, Morocco 2017",86.6666666666667,0.0115386666666667,11.8,11.5,91.8262716827696
"Jessore, Bangladesh 2016",61.3333333333333,0.016305,18.6,10.8,70.7020552049272
"Jessore, Bangladesh 2017",61,0.0163963333333333,21.7,11,60.3387814069944
"Central Ferry, USA 2018",51,0.019608,15.8,14.3,52.9473722808623
"Sutherland, Canada 2016",44,0.022727,16.7,15.9,44.1958680393197
"Sutherland, Canada 2017",43.3333333333333,0.023096,15.7,16.1,44.7432311083367
"Sutherland, Canada 2018",42,0.0238186666666667,17.6,16.1,42.3686345907309
"Metaponto, Italy 2016",112,0.00893433333333333,10.6,10.9,106.218373523984
"Metaponto, Italy 2017",121.333333333333,0.008253,11.2,10.8,104.26295237795
"Rosthern, Canada 2016",44,0.022727,17.2,16.1,42.4595795523893
"Rosthern, Canada 2017",40,0.0250306666666667,17.5,16.4,41.0933579671843
"Bardiya, Nepal 2016",86.6666666666667,0.0115663333333333,19.2,11,60.3412644027183
"Bardiya, Nepal 2017",96.3333333333333,0.010388,19.4,10.8,60.9676885370736
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,97.7551443152532
"Cordoba, Spain 2017",95,0.0105293333333333,11.7,11.1,99.1232802858435
"Bhopal, India 2016",58,0.0173705,17.6,10.9,78.3875993692165
"Bhopal, India 2017",56,0.0178833333333333,20.6,10.7,71.9020153899881
"Marchouch, Morocco 2016",101,0.009901,12,10.8,104.075532685793
"Marchouch, Morocco 2017",85.3333333333333,0.0117203333333333,11.8,11.5,92.2016474359248
"Jessore, Bangladesh 2016",61.6666666666667,0.016223,18.6,10.8,74.1329050005041
"Jessore, Bangladesh 2017",58.6666666666667,0.0170496666666667,21.7,11,63.803153709788
"Central Ferry, USA 2018",55.5,0.0181375,15.8,14.3,52.1763388698644
"Sutherland, Canada 2016",48,0.0208393333333333,16.7,15.9,46.8279299300984
"Sutherland, Canada 2017",47,0.021283,15.7,16.1,46.8054130954792
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,45.0007395690616
"Metaponto, Italy 2016",144.666666666667,0.006913,10.6,10.9,140.763961049776
"Metaponto, Italy 2017",142,0.007045,11.2,10.8,140.023328427024
"Rosthern, Canada 2016",46,0.021739,17.2,16.1,45.2744915087377
"Rosthern, Canada 2017",42.6666666666667,0.023449,17.5,16.4,43.6337284284506
"Bardiya, Nepal 2016",123.666666666667,0.008088,19.2,11,79.711484352302
"Bardiya, Nepal 2017",122.333333333333,0.008176,19.4,10.8,81.6729561659797
"Cordoba, Spain 2016",118.666666666667,0.008427,12.5,10.9,128.075051098247
"Cordoba, Spain 2017",124,0.008065,11.7,11.1,126.590508046927
"Bhopal, India 2016",NA,0.011628,17.6,10.9,103.029324853665
"Bhopal, India 2017",73.5,0.013611,20.6,10.7,96.6003403542731
"Marchouch, Morocco 2016",128.666666666667,0.007772,12,10.8,132.788654262604
"Marchouch, Morocco 2017",121,0.00826533333333333,11.8,11.5,110.304193432892
"Jessore, Bangladesh 2016",76.6666666666667,0.013044,18.6,10.8,101.707194559493
"Jessore, Bangladesh 2017",80.6666666666667,0.0123996666666667,21.7,11,87.1520853683217
"Central Ferry, USA 2018",58.6666666666667,0.0171016666666667,15.8,14.3,57.7039130624469
"Sutherland, Canada 2016",45.6666666666667,0.0219143333333333,16.7,15.9,45.3247142241842
"Sutherland, Canada 2017",46.6666666666667,0.021437,15.7,16.1,45.4043747328134
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,43.5116655633464
"Metaponto, Italy 2016",134.333333333333,0.007462,10.6,10.9,136.357249796122
"Metaponto, Italy 2017",138,0.007247,11.2,10.8,134.993268049681
"Rosthern, Canada 2016",44.6666666666667,0.0224056666666667,17.2,16.1,44.3113969105163
"Rosthern, Canada 2017",41.3333333333333,0.0242066666666667,17.5,16.4,42.7262603494999
"Bardiya, Nepal 2016",103.5,0.0096675,19.2,11,77.2054460342066
"Bardiya, Nepal 2017",114.666666666667,0.00873266666666667,19.4,10.8,79.0757715659867
"Cordoba, Spain 2016",115.666666666667,0.008649,12.5,10.9,121.337589981411
"Cordoba, Spain 2017",120.666666666667,0.00829033333333333,11.7,11.1,120.584680195521
"Bhopal, India 2016",62,0.016129,17.6,10.9,98.2997168674341
"Bhopal, India 2017",71.3333333333333,0.0140213333333333,20.6,10.7,91.8260622648445
"Marchouch, Morocco 2016",126.666666666667,0.00789533333333333,12,10.8,126.314994287238
"Marchouch, Morocco 2017",114.666666666667,0.00872133333333333,11.8,11.5,106.032099852413
"Jessore, Bangladesh 2016",79.6666666666667,0.0125526666666667,18.6,10.8,90.4430759245817
"Jessore, Bangladesh 2017",80,0.0125053333333333,21.7,11,76.4540008293404
"Central Ferry, USA 2018",56.5,0.017734,15.8,14.3,56.0747172888546
"Sutherland, Canada 2016",49,0.0204136666666667,16.7,15.9,48.0915108243139
"Sutherland, Canada 2017",51.6666666666667,0.0193813333333333,15.7,16.1,47.6482705214554
"Sutherland, Canada 2018",46.6666666666667,0.021431,17.6,16.1,46.4574285642486
"Metaponto, Italy 2016",141.333333333333,0.007083,10.6,10.9,139.487354248349
"Metaponto, Italy 2017",144.333333333333,0.00692866666666667,11.2,10.8,140.646438593433
"Rosthern, Canada 2016",45,0.0222293333333333,17.2,16.1,48.1273969858154
"Rosthern, Canada 2017",46.6666666666667,0.021431,17.5,16.4,46.4207350359661
"Bardiya, Nepal 2016",132,0.007578,19.2,11,93.2534404460452
"Bardiya, Nepal 2017",132,0.00757933333333333,19.4,10.8,96.4629955795135
"Cordoba, Spain 2016",126,0.00793766666666667,12.5,10.9,130.526743522632
"Cordoba, Spain 2017",130,0.007692,11.7,11.1,126.752489474369
"Bhopal, India 2016",NA,0.011628,17.6,10.9,119.665821818352
"Bhopal, India 2017",NA,0.011765,20.6,10.7,119.144145280172
"Marchouch, Morocco 2016",130,0.007692,12,10.8,135.944156143292
"Marchouch, Morocco 2017",123,0.00813,11.8,11.5,112.190119671031
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,106.446665371572
"Jessore, Bangladesh 2017",NA,0.009662,21.7,11,92.1275679125233
"Central Ferry, USA 2018",58,0.017262,15.8,14.3,60.9014988238275
"Sutherland, Canada 2016",47.6666666666667,0.020981,16.7,15.9,45.0418422011712
"Sutherland, Canada 2017",47,0.021283,15.7,16.1,44.8474776828391
"Sutherland, Canada 2018",44,0.0227586666666667,17.6,16.1,43.4912382190553
"Metaponto, Italy 2016",120.666666666667,0.008287,10.6,10.9,116.069371305786
"Metaponto, Italy 2017",127.666666666667,0.00783266666666667,11.2,10.8,116.244441515924
"Rosthern, Canada 2016",44.3333333333333,0.0225586666666667,17.2,16.1,44.770335747782
"Rosthern, Canada 2017",43,0.0232643333333333,17.5,16.4,43.2712506705863
"Bardiya, Nepal 2016",99.6666666666667,0.010042,19.2,11,77.1764897206801
"Bardiya, Nepal 2017",107,0.00938333333333333,19.4,10.8,79.0629325774081
"Cordoba, Spain 2016",109,0.009174,12.5,10.9,109.862812999554
"Cordoba, Spain 2017",109,0.00918933333333333,11.7,11.1,108.108890052127
"Bhopal, India 2016",68,0.014706,17.6,10.9,92.8335367879158
"Bhopal, India 2017",81,0.012346,20.6,10.7,88.1090848726574
"Marchouch, Morocco 2016",108.666666666667,0.009203,12,10.8,116.633755228458
"Marchouch, Morocco 2017",97.6666666666667,0.0102396666666667,11.8,11.5,99.403729689046
"Jessore, Bangladesh 2016",82.6666666666667,0.012097,18.6,10.8,96.2736327621303
"Jessore, Bangladesh 2017",72.3333333333333,0.0138256666666667,21.7,11,85.7543809137909
"Central Ferry, USA 2018",52,0.019245,15.8,14.3,56.3225740195444
"Sutherland, Canada 2016",46.3333333333333,0.021585,16.7,15.9,44.5975529829759
"Sutherland, Canada 2017",45,0.0222293333333333,15.7,16.1,44.2333822811455
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,43.0413143440448
"Metaponto, Italy 2016",133.666666666667,0.00748166666666667,10.6,10.9,130.496774497156
"Metaponto, Italy 2017",138.666666666667,0.00721133333333333,11.2,10.8,131.541271859004
"Rosthern, Canada 2016",44,0.022727,17.2,16.1,43.8705917861768
"Rosthern, Canada 2017",41.3333333333333,0.0242066666666667,17.5,16.4,42.2898301416508
"Bardiya, Nepal 2016",125.5,0.0079745,19.2,11,86.826236006028
"Bardiya, Nepal 2017",147.5,0.006786,19.4,10.8,89.8985943433554
"Cordoba, Spain 2016",114,0.008772,12.5,10.9,123.822242888068
"Cordoba, Spain 2017",119,0.008403,11.7,11.1,120.352920943421
"Bhopal, India 2016",NA,0.011628,17.6,10.9,108.138088817615
"Bhopal, India 2017",NA,0.011765,20.6,10.7,105.901652112354
"Marchouch, Morocco 2016",126.333333333333,0.007918,12,10.8,127.342115480127
"Marchouch, Morocco 2017",113,0.008855,11.8,11.5,104.637477481145
"Jessore, Bangladesh 2016",92,0.0108706666666667,18.6,10.8,102.728401049046
"Jessore, Bangladesh 2017",87.3333333333333,0.0114506666666667,21.7,11,89.3658416676268
"Central Ferry, USA 2018",54.3333333333333,0.0184146666666667,15.8,14.3,56.1098482228387
"Sutherland, Canada 2016",49.3333333333333,0.020272,16.7,15.9,44.6192371572574
"Sutherland, Canada 2017",48.3333333333333,0.0207033333333333,15.7,16.1,44.0085401101112
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,43.2152839128193
"Metaponto, Italy 2016",129.333333333333,0.007735,10.6,10.9,126.9177735562
"Metaponto, Italy 2017",137.666666666667,0.00726433333333333,11.2,10.8,128.854803117817
"Rosthern, Canada 2016",44,0.022727,17.2,16.1,45.9535611434703
"Rosthern, Canada 2017",41,0.0244203333333333,17.5,16.4,44.3503787140106
"Bardiya, Nepal 2016",125,0.00800066666666667,19.2,11,89.8873135183061
"Bardiya, Nepal 2017",125.333333333333,0.00797966666666667,19.4,10.8,93.1911765008037
"Cordoba, Spain 2016",112.666666666667,0.00887666666666667,12.5,10.9,124.018945929314
"Cordoba, Spain 2017",117,0.008552,11.7,11.1,119.520394681023
"Bhopal, India 2016",NA,0.011628,17.6,10.9,113.281399644157
"Bhopal, India 2017",82,0.012195,20.6,10.7,113.9729026622
"Marchouch, Morocco 2016",121,0.008264,12,10.8,127.054620153544
"Marchouch, Morocco 2017",112.666666666667,0.00888066666666667,11.8,11.5,104.390573575946
"Jessore, Bangladesh 2016",103.333333333333,0.009679,18.6,10.8,107.64142594127
"Jessore, Bangladesh 2017",94.5,0.0105895,21.7,11,95.3761240109683
"Central Ferry, USA 2018",56.5,0.017812,15.8,14.3,57.2722453517559
"Sutherland, Canada 2016",50,0.02,16.7,15.9,48.672432501336
"Sutherland, Canada 2017",50,0.020008,15.7,16.1,49.3118126386208
"Sutherland, Canada 2018",46,0.021739,17.6,16.1,46.5040087677894
"Metaponto, Italy 2016",131,0.00763733333333333,10.6,10.9,141.769047409653
"Metaponto, Italy 2017",140,0.00715266666666667,11.2,10.8,137.716909464093
"Rosthern, Canada 2016",45.3333333333333,0.0220683333333333,17.2,16.1,48.3504026837999
"Rosthern, Canada 2017",44.6666666666667,0.0223903333333333,17.5,16.4,46.7101773378684
