"Plot","Entry","Name","Rep","Expt","ExptShort","T_mean","P_mean","RDTF","DTF","Predicted_RDTF","Predicted_DTF"
5922,47,"IG 1706 AGL","3","Sutherland, Canada 2017","Su17",15.7,16.1,0.021739,46,0.0220296906514713,45.393283810511
330,47,"IG 1706 AGL","2","Jessore, Bangladesh 2017","Ba17",21.7,11,0.012195,82,0.0116874387871947,85.5619454534078
921,47,"IG 1706 AGL","3","Jessore, Bangladesh 2017","Ba17",21.7,11,0.011765,85,0.0116874387871947,85.5619454534078
2312,47,"IG 1706 AGL","1","Cordoba, Spain 2017","Sp17",11.7,11.1,0.007692,130,0.00785974755196263,127.230549504137
2382,47,"IG 1706 AGL","2","Cordoba, Spain 2017","Sp17",11.7,11.1,0.007692,130,0.00785974755196263,127.230549504137
2730,47,"IG 1706 AGL","3","Cordoba, Spain 2017","Sp17",11.7,11.1,0.007692,130,0.00785974755196263,127.230549504137
2129,47,"IG 1706 AGL","1","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.008,125,0.0102478501100343,97.581442864864
2487,47,"IG 1706 AGL","2","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.007937,126,0.0102478501100343,97.581442864864
1320,47,"IG 1706 AGL","1","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.008,125,0.00890361682716649,112.313907865939
1544,47,"IG 1706 AGL","2","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.007874,127,0.00890361682716649,112.313907865939
1965,47,"IG 1706 AGL","3","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.008,125,0.00890361682716649,112.313907865939
71,47,"IG 1706 AGL","1","Metaponto, Italy 2017","It17",11.2,10.8,0.007042,142,0.00690351094364312,144.853829908218
445,47,"IG 1706 AGL","2","Metaponto, Italy 2017","It17",11.2,10.8,0.006849,146,0.00690351094364312,144.853829908218
2497,47,"IG 1706 AGL","2","Central Ferry, USA 2018","Us18",15.8,14.3,0.018519,54,0.017556594344946,56.9586549846933
2763,47,"IG 1706 AGL","3","Central Ferry, USA 2018","Us18",15.8,14.3,0.018182,55,0.017556594344946,56.9586549846933
213,47,"IG 1706 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.011494,87,0.00992157311819123,100.790468213805
535,47,"IG 1706 AGL","2","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.011364,88,0.00992157311819123,100.790468213805
925,47,"IG 1706 AGL","3","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.011364,88,0.00992157311819123,100.790468213805
3661,47,"IG 1706 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.007874,127,0.0106678231876852,93.7398363664653
3797,47,"IG 1706 AGL","3","Bardiya, Nepal 2016","Ne16",19.2,11,0.008197,122,0.0106678231876852,93.7398363664653
7,47,"IG 1706 AGL","1","Jessore, Bangladesh 2017","Ba17",21.7,11,0.011765,85,0.0116874387871947,85.5619454534078
2787,47,"IG 1706 AGL","3","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.007143,140,0.0102478501100343,97.581442864864
860,47,"IG 1706 AGL","3","Metaponto, Italy 2017","It17",11.2,10.8,0.006897,145,0.00690351094364312,144.853829908218
5798,47,"IG 1706 AGL","3","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.00976449804119331,102.411818383425
5266,47,"IG 1706 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.00976449804119331,102.411818383425
5436,47,"IG 1706 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.00976449804119331,102.411818383425
1017,47,"IG 1706 AGL","1","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.010486494434993,95.3607524610937
1396,47,"IG 1706 AGL","2","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.010486494434993,95.3607524610937
1971,47,"IG 1706 AGL","3","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.010486494434993,95.3607524610937
5219,48,"IG 1959 AGL","1","Sutherland, Canada 2018","Su18",17.6,16.1,0.022727,44,0.0224675293403663,44.5086767152164
5409,48,"IG 1959 AGL","2","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0224675293403663,44.5086767152164
5777,48,"IG 1959 AGL","3","Sutherland, Canada 2018","Su18",17.6,16.1,0.022222,45,0.0224675293403663,44.5086767152164
1224,48,"IG 1959 AGL","1","Metaponto, Italy 2016","It16",10.6,10.9,0.007092,141,0.00736871919308291,135.70879467611
1539,48,"IG 1959 AGL","2","Metaponto, Italy 2016","It16",10.6,10.9,0.006993,143,0.00736871919308291,135.70879467611
1997,48,"IG 1959 AGL","3","Metaponto, Italy 2016","It16",10.6,10.9,0.006897,145,0.00736871919308291,135.70879467611
1294,48,"IG 1959 AGL","1","Rosthern, Canada 2016","Ro16",17.2,16.1,0.022727,44,0.022299112738355,44.8448335919651
1451,48,"IG 1959 AGL","2","Rosthern, Canada 2016","Ro16",17.2,16.1,0.022222,45,0.022299112738355,44.8448335919651
1976,48,"IG 1959 AGL","3","Rosthern, Canada 2016","Ro16",17.2,16.1,0.022727,44,0.022299112738355,44.8448335919651
308,48,"IG 1959 AGL","1","Sutherland, Canada 2016","Su16",16.7,15.9,0.021739,46,0.0216212258469145,46.2508466023311
543,48,"IG 1959 AGL","2","Sutherland, Canada 2016","Su16",16.7,15.9,0.020408,49,0.0216212258469145,46.2508466023311
877,48,"IG 1959 AGL","3","Sutherland, Canada 2016","Su16",16.7,15.9,0.021277,47,0.0216212258469145,46.2508466023311
4371,48,"IG 1959 AGL","1","Cordoba, Spain 2016","Sp16",12.5,10.9,0.008065,124,0.00816869805263641,122.418529067463
4696,48,"IG 1959 AGL","2","Cordoba, Spain 2016","Sp16",12.5,10.9,0.008403,119,0.00816869805263641,122.418529067463
4977,48,"IG 1959 AGL","3","Cordoba, Spain 2016","Sp16",12.5,10.9,0.008403,119,0.00816869805263641,122.418529067463
2195,48,"IG 1959 AGL","1","Marchouch, Morocco 2016","Mo16",12,10.8,0.007937,126,0.00772449423065913,129.458314051284
2678,48,"IG 1959 AGL","2","Marchouch, Morocco 2016","Mo16",12,10.8,0.007937,126,0.00772449423065913,129.458314051284
2763,48,"IG 1959 AGL","3","Marchouch, Morocco 2016","Mo16",12,10.8,0.007937,126,0.00772449423065913,129.458314051284
235,48,"IG 1959 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.013158,76,0.010503368163845,95.2075547958257
884,48,"IG 1959 AGL","3","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.013333,75,0.010503368163845,95.2075547958257
3225,48,"IG 1959 AGL","1","Bardiya, Nepal 2016","Ne16",19.2,11,0.008475,118,0.0112233592057882,89.099883703648
3615,48,"IG 1959 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.00813,123,0.0112233592057882,89.099883703648
6215,48,"IG 1959 AGL","1","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022727,44,0.023126474398253,43.2404863265946
6643,48,"IG 1959 AGL","2","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022727,44,0.023126474398253,43.2404863265946
6971,48,"IG 1959 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.023256,43,0.023126474398253,43.2404863265946
5223,48,"IG 1959 AGL","1","Sutherland, Canada 2017","Su17",15.7,16.1,0.021277,47,0.0216675504808128,46.151963549619
5455,48,"IG 1959 AGL","2","Sutherland, Canada 2017","Su17",15.7,16.1,0.021277,47,0.0216675504808128,46.151963549619
5848,48,"IG 1959 AGL","3","Sutherland, Canada 2017","Su17",15.7,16.1,0.020833,48,0.0216675504808128,46.151963549619
159,48,"IG 1959 AGL","1","Jessore, Bangladesh 2017","Ba17",21.7,11,0.011364,88,0.0122759629683586,81.4600046104331
351,48,"IG 1959 AGL","2","Jessore, Bangladesh 2017","Ba17",21.7,11,0.011905,84,0.0122759629683586,81.4600046104331
785,48,"IG 1959 AGL","3","Jessore, Bangladesh 2017","Ba17",21.7,11,0.011905,84,0.0122759629683586,81.4600046104331
2271,48,"IG 1959 AGL","1","Cordoba, Spain 2017","Sp17",11.7,11.1,0.008065,124,0.00829923098754028,120.493091649252
2386,48,"IG 1959 AGL","2","Cordoba, Spain 2017","Sp17",11.7,11.1,0.008065,124,0.00829923098754028,120.493091649252
2925,48,"IG 1959 AGL","3","Cordoba, Spain 2017","Sp17",11.7,11.1,0.007937,126,0.00829923098754028,120.493091649252
2180,48,"IG 1959 AGL","1","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.008,125,0.0108402013678675,92.2492088536473
2617,48,"IG 1959 AGL","2","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.008264,121,0.0108402013678675,92.2492088536473
2908,48,"IG 1959 AGL","3","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.008403,119,0.0108402013678675,92.2492088536473
1259,48,"IG 1959 AGL","1","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.008333,120,0.00927606741589588,107.804304902566
1349,48,"IG 1959 AGL","2","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.008475,118,0.00927606741589588,107.804304902566
1658,48,"IG 1959 AGL","3","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.008475,118,0.00927606741589588,107.804304902566
64,48,"IG 1959 AGL","1","Metaponto, Italy 2017","It17",11.2,10.8,0.007042,142,0.00738766102663661,135.360839702099
640,48,"IG 1959 AGL","2","Metaponto, Italy 2017","It17",11.2,10.8,0.007042,142,0.00738766102663661,135.360839702099
724,48,"IG 1959 AGL","3","Metaponto, Italy 2017","It17",11.2,10.8,0.007246,138,0.00738766102663661,135.360839702099
2216,48,"IG 1959 AGL","1","Central Ferry, USA 2018","Us18",15.8,14.3,0.019231,52,0.017503359380978,57.131889840916
2357,48,"IG 1959 AGL","2","Central Ferry, USA 2018","Us18",15.8,14.3,0.018868,53,0.017503359380978,57.131889840916
2807,48,"IG 1959 AGL","3","Central Ferry, USA 2018","Us18",15.8,14.3,0.018519,54,0.017503359380978,57.131889840916
4069,48,"IG 1959 AGL","3","Bardiya, Nepal 2016","Ne16",19.2,11,0.007937,126,0.0112233592057882,89.099883703648
5419,48,"IG 1959 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.016949,59,0.01031600972828,96.9367057941628
5647,48,"IG 1959 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.017241,58,0.01031600972828,96.9367057941628
1133,48,"IG 1959 AGL","1","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.0111117681044381,89.9946786686988
1409,48,"IG 1959 AGL","2","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.0111117681044381,89.9946786686988
1853,48,"IG 1959 AGL","3","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.0111117681044381,89.9946786686988
5287,49,"IG 4258 AGL","1","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0234217215707662,42.6954097707381
5606,49,"IG 4258 AGL","2","Sutherland, Canada 2018","Su18",17.6,16.1,0.02381,42,0.0234217215707662,42.6954097707381
5669,49,"IG 4258 AGL","3","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0234217215707662,42.6954097707381
1221,49,"IG 4258 AGL","1","Metaponto, Italy 2016","It16",10.6,10.9,0.008264,121,0.00880159016074767,113.615833245643
1581,49,"IG 4258 AGL","2","Metaponto, Italy 2016","It16",10.6,10.9,0.008264,121,0.00880159016074767,113.615833245643
1920,49,"IG 4258 AGL","3","Metaponto, Italy 2016","It16",10.6,10.9,0.008333,120,0.00880159016074767,113.615833245643
612,49,"IG 4258 AGL","2","Sutherland, Canada 2016","Su16",16.7,15.9,0.021739,46,0.0225983978687876,44.2509245923657
1319,49,"IG 4258 AGL","1","Rosthern, Canada 2016","Ro16",17.2,16.1,0.02381,42,0.0232562024282925,42.9992817220857
1425,49,"IG 4258 AGL","2","Rosthern, Canada 2016","Ro16",17.2,16.1,0.022222,45,0.0232562024282925,42.9992817220857
1913,49,"IG 4258 AGL","3","Rosthern, Canada 2016","Ro16",17.2,16.1,0.022727,44,0.0232562024282925,42.9992817220857
325,49,"IG 4258 AGL","1","Sutherland, Canada 2016","Su16",16.7,15.9,0.022727,44,0.0225983978687876,44.2509245923657
866,49,"IG 4258 AGL","3","Sutherland, Canada 2016","Su16",16.7,15.9,0.022222,45,0.0225983978687876,44.2509245923657
4308,49,"IG 4258 AGL","1","Cordoba, Spain 2016","Sp16",12.5,10.9,0.01087,92,0.00958780608749817,104.299147362182
4695,49,"IG 4258 AGL","2","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.00958780608749817,104.299147362182
4923,49,"IG 4258 AGL","3","Cordoba, Spain 2016","Sp16",12.5,10.9,0.010309,97,0.00958780608749817,104.299147362182
2250,49,"IG 4258 AGL","1","Marchouch, Morocco 2016","Mo16",12,10.8,0.009259,108,0.00915545434369964,109.224508414282
2428,49,"IG 4258 AGL","2","Marchouch, Morocco 2016","Mo16",12,10.8,0.009259,108,0.00915545434369964,109.224508414282
2799,49,"IG 4258 AGL","3","Marchouch, Morocco 2016","Mo16",12,10.8,0.009259,108,0.00915545434369964,109.224508414282
105,49,"IG 4258 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.011905,84,0.0118865201945172,84.1289110383428
592,49,"IG 4258 AGL","2","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.011905,84,0.0118865201945172,84.1289110383428
1056,49,"IG 4258 AGL","3","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.012195,82,0.0118865201945172,84.1289110383428
3395,49,"IG 4258 AGL","1","Bardiya, Nepal 2016","Ne16",19.2,11,0.010204,98,0.0125857045396404,79.4552261139105
3518,49,"IG 4258 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.010204,98,0.0125857045396404,79.4552261139105
3978,49,"IG 4258 AGL","3","Bardiya, Nepal 2016","Ne16",19.2,11,0.010101,99,0.0125857045396404,79.4552261139105
6114,49,"IG 4258 AGL","1","Rosthern, Canada 2017","Ro17",17.5,16.4,0.02381,42,0.0240567002322667,41.5684607757935
6748,49,"IG 4258 AGL","2","Rosthern, Canada 2017","Ro17",17.5,16.4,0.02439,41,0.0240567002322667,41.5684607757935
6819,49,"IG 4258 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.02439,41,0.0240567002322667,41.5684607757935
5118,49,"IG 4258 AGL","1","Sutherland, Canada 2017","Su17",15.7,16.1,0.021739,46,0.0226355056440157,44.1783813327084
5691,49,"IG 4258 AGL","2","Sutherland, Canada 2017","Su17",15.7,16.1,0.021739,46,0.0226355056440157,44.1783813327084
6060,49,"IG 4258 AGL","3","Sutherland, Canada 2017","Su17",15.7,16.1,0.02439,41,0.0226355056440157,44.1783813327084
1037,49,"IG 4258 AGL","1","Bhopal, India 2017","In17",20.6,10.7,0.013514,74,0.0124886630911798,80.0726220812423
1600,49,"IG 4258 AGL","2","Bhopal, India 2017","In17",20.6,10.7,0.013514,74,0.0124886630911798,80.0726220812423
174,49,"IG 4258 AGL","1","Jessore, Bangladesh 2017","Ba17",21.7,11,0.014085,71,0.0136201991801016,73.4203653541974
377,49,"IG 4258 AGL","2","Jessore, Bangladesh 2017","Ba17",21.7,11,0.014085,71,0.0136201991801016,73.4203653541974
753,49,"IG 4258 AGL","3","Jessore, Bangladesh 2017","Ba17",21.7,11,0.014085,71,0.0136201991801016,73.4203653541974
2064,49,"IG 4258 AGL","1","Cordoba, Spain 2017","Sp17",11.7,11.1,0.009709,103,0.00970767343396317,103.011293777293
2442,49,"IG 4258 AGL","2","Cordoba, Spain 2017","Sp17",11.7,11.1,0.009709,103,0.00970767343396317,103.011293777293
2715,49,"IG 4258 AGL","3","Cordoba, Spain 2017","Sp17",11.7,11.1,0.009709,103,0.00970767343396317,103.011293777293
2167,49,"IG 4258 AGL","1","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.009259,108,0.0122175584794647,81.849413831806
2436,49,"IG 4258 AGL","2","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.009346,107,0.0122175584794647,81.849413831806
2747,49,"IG 4258 AGL","3","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.009709,103,0.0122175584794647,81.849413831806
1159,49,"IG 4258 AGL","1","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.010526,95,0.0106508644824068,93.8890924442621
1431,49,"IG 4258 AGL","2","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.010101,99,0.0106508644824068,93.8890924442621
1909,49,"IG 4258 AGL","3","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.010526,95,0.0106508644824068,93.8890924442621
239,49,"IG 4258 AGL","1","Metaponto, Italy 2017","It17",11.2,10.8,0.007812,128,0.00882441605875206,113.321945989639
477,49,"IG 4258 AGL","2","Metaponto, Italy 2017","It17",11.2,10.8,0.007874,127,0.00882441605875206,113.321945989639
897,49,"IG 4258 AGL","3","Metaponto, Italy 2017","It17",11.2,10.8,0.008,125,0.00882441605875206,113.321945989639
2273,49,"IG 4258 AGL","1","Central Ferry, USA 2018","Us18",15.8,14.3,0.019231,52,0.0186187347469209,53.7093424227109
2344,49,"IG 4258 AGL","2","Central Ferry, USA 2018","Us18",15.8,14.3,0.019608,51,0.0186187347469209,53.7093424227109
2840,49,"IG 4258 AGL","3","Central Ferry, USA 2018","Us18",15.8,14.3,0.019608,51,0.0186187347469209,53.7093424227109
5270,49,"IG 4258 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.018519,54,0.011698175154039,85.4834182966336
5680,49,"IG 4258 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.013158,76,0.011698175154039,85.4834182966336
5757,49,"IG 4258 AGL","3","Bhopal, India 2016","In16",17.6,10.9,0.016393,61,0.011698175154039,85.4834182966336
5247,50,"IG 4781 AGL","1","Sutherland, Canada 2018","Su18",17.6,16.1,0.021277,47,0.0197072343961847,50.7427871357535
5412,50,"IG 4781 AGL","2","Sutherland, Canada 2018","Su18",17.6,16.1,0.020408,49,0.0197072343961847,50.7427871357535
5683,50,"IG 4781 AGL","3","Sutherland, Canada 2018","Su18",17.6,16.1,0.020408,49,0.0197072343961847,50.7427871357535
1414,50,"IG 4781 AGL","1","Metaponto, Italy 2016","It16",10.6,10.9,0.006757,148,0.00690642649869465,144.792679714901
1481,50,"IG 4781 AGL","2","Metaponto, Italy 2016","It16",10.6,10.9,0.006849,146,0.00690642649869465,144.792679714901
1951,50,"IG 4781 AGL","3","Metaponto, Italy 2016","It16",10.6,10.9,0.006711,149,0.00690642649869465,144.792679714901
585,50,"IG 4781 AGL","2","Metaponto, Italy 2017","It17",11.2,10.8,0.006944,144,0.00692748858610269,144.352457253572
1311,50,"IG 4781 AGL","1","Rosthern, Canada 2016","Ro16",17.2,16.1,0.020408,49,0.0195617261611825,51.120233038757
1486,50,"IG 4781 AGL","2","Rosthern, Canada 2016","Ro16",17.2,16.1,0.02,50,0.0195617261611825,51.120233038757
223,50,"IG 4781 AGL","1","Sutherland, Canada 2016","Su16",16.7,15.9,0.017857,56,0.0189854403372393,52.6719413527919
463,50,"IG 4781 AGL","2","Sutherland, Canada 2016","Su16",16.7,15.9,0.018519,54,0.0189854403372393,52.6719413527919
907,50,"IG 4781 AGL","3","Sutherland, Canada 2016","Su16",16.7,15.9,0.018182,55,0.0189854403372393,52.6719413527919
4185,50,"IG 4781 AGL","1","Cordoba, Spain 2016","Sp16",12.5,10.9,0.008475,118,0.00759759061495502,131.620674326886
4877,50,"IG 4781 AGL","3","Cordoba, Spain 2016","Sp16",12.5,10.9,0.007874,127,0.00759759061495502,131.620674326886
2356,50,"IG 4781 AGL","1","Marchouch, Morocco 2016","Mo16",12,10.8,0.007692,130,0.00721850505610706,138.532839172007
2646,50,"IG 4781 AGL","2","Marchouch, Morocco 2016","Mo16",12,10.8,0.007634,131,0.00721850505610706,138.532839172007
2810,50,"IG 4781 AGL","3","Marchouch, Morocco 2016","Mo16",12,10.8,0.007634,131,0.00721850505610706,138.532839172007
6351,50,"IG 4781 AGL","1","Rosthern, Canada 2017","Ro17",17.5,16.4,0.020408,49,0.0202624581327198,49.3523536705154
5518,50,"IG 4781 AGL","2","Sutherland, Canada 2017","Su17",15.7,16.1,0.017857,56,0.0190160702799243,52.5871005565078
2169,50,"IG 4781 AGL","1","Cordoba, Spain 2017","Sp17",11.7,11.1,0.007576,132,0.00770097467514111,129.853692835534
2327,50,"IG 4781 AGL","2","Cordoba, Spain 2017","Sp17",11.7,11.1,0.007519,133,0.00770097467514111,129.853692835534
2863,50,"IG 4781 AGL","3","Cordoba, Spain 2017","Sp17",11.7,11.1,0.007692,130,0.00770097467514111,129.853692835534
2745,50,"IG 4781 AGL","3","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.007143,140,0.00991040740364743,100.904025361456
1063,50,"IG 4781 AGL","1","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.008,125,0.00852615279427256,117.286192744722
1633,50,"IG 4781 AGL","2","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.008,125,0.00852615279427256,117.286192744722
1769,50,"IG 4781 AGL","3","Marchouch, Morocco 2017","Mo17",11.8,11.5,0.007692,130,0.00852615279427256,117.286192744722
142,50,"IG 4781 AGL","1","Metaponto, Italy 2017","It17",11.2,10.8,0.006849,146,0.00692748858610269,144.352457253572
938,50,"IG 4781 AGL","3","Metaponto, Italy 2017","It17",11.2,10.8,0.006897,145,0.00692748858610269,144.352457253572
2141,50,"IG 4781 AGL","1","Central Ferry, USA 2018","Us18",15.8,14.3,0.016129,62,0.0155028425669608,64.504299497382
2546,50,"IG 4781 AGL","2","Central Ferry, USA 2018","Us18",15.8,14.3,0.015385,65,0.0155028425669608,64.504299497382
2919,50,"IG 4781 AGL","3","Central Ferry, USA 2018","Us18",15.8,14.3,0.016393,61,0.0155028425669608,64.504299497382
3495,50,"IG 4781 AGL","2","Bardiya, Nepal 2016","Ne16",19.2,11,0.006944,144,0.0102320538163368,97.7320895638147
6663,50,"IG 4781 AGL","2","Rosthern, Canada 2017","Ro17",17.5,16.4,0.020408,49,0.0202624581327198,49.3523536705154
6990,50,"IG 4781 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.019608,51,0.0202624581327198,49.3523536705154
5276,50,"IG 4781 AGL","1","Sutherland, Canada 2017","Su17",15.7,16.1,0.018868,53,0.0190160702799243,52.5871005565078
5808,50,"IG 4781 AGL","3","Sutherland, Canada 2017","Su17",15.7,16.1,0.018182,55,0.0190160702799243,52.5871005565078
2184,50,"IG 4781 AGL","1","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.006944,144,0.00991040740364743,100.904025361456
2400,50,"IG 4781 AGL","2","Bardiya, Nepal 2017","Ne17",19.4,10.8,0.007092,141,0.00991040740364743,100.904025361456
10,50,"IG 4781 AGL","1","Jessore, Bangladesh 2017","Ba17",21.7,11,0.011111,90,0.0111414802851004,89.7546802050447
5213,50,"IG 4781 AGL","1","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.00945282061123284,105.788530336828
5540,50,"IG 4781 AGL","2","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.00945282061123284,105.788530336828
5999,50,"IG 4781 AGL","3","Bhopal, India 2016","In16",17.6,10.9,0.011628,NA,0.00945282061123284,105.788530336828
313,50,"IG 4781 AGL","1","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.009615,NA,0.00961939093364307,103.956685708923
602,50,"IG 4781 AGL","2","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.009615,NA,0.00961939093364307,103.956685708923
789,50,"IG 4781 AGL","3","Jessore, Bangladesh 2016","Ba16",18.6,10.8,0.009615,NA,0.00961939093364307,103.956685708923
1107,50,"IG 4781 AGL","1","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.0101497318435588,98.524770448455
1459,50,"IG 4781 AGL","2","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.0101497318435588,98.524770448455
1837,50,"IG 4781 AGL","3","Bhopal, India 2017","In17",20.6,10.7,0.011765,NA,0.0101497318435588,98.524770448455
5093,51,"IG 858 AGL","1","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0221994572309701,45.0461463807734
5443,51,"IG 858 AGL","2","Sutherland, Canada 2018","Su18",17.6,16.1,0.023256,43,0.0221994572309701,45.0461463807734
5920,51,"IG 858 AGL","3","Sutherland, Canada 2018","Su18",17.6,16.1,0.022727,44,0.0221994572309701,45.0461463807734
1203,51,"IG 858 AGL","1","Metaponto, Italy 2016","It16",10.6,10.9,0.006993,143,0.00712708920445818,140.309735336899
1439,51,"IG 858 AGL","2","Metaponto, Italy 2016","It16",10.6,10.9,0.006849,146,0.00712708920445818,140.309735336899
1878,51,"IG 858 AGL","3","Metaponto, Italy 2016","It16",10.6,10.9,0.007407,135,0.00712708920445818,140.309735336899
1105,51,"IG 858 AGL","1","Rosthern, Canada 2016","Ro16",17.2,16.1,0.021277,47,0.0220264170263162,45.4000302820584
1612,51,"IG 858 AGL","2","Rosthern, Canada 2016","Ro16",17.2,16.1,0.022727,44,0.0220264170263162,45.4000302820584
1997,51,"IG 858 AGL","3","Rosthern, Canada 2016","Ro16",17.2,16.1,0.022727,44,0.0220264170263162,45.4000302820584
317,51,"IG 858 AGL","1","Sutherland, Canada 2016","Su16",16.7,15.9,0.020833,48,0.0213468796764577,46.8452539741837
554,51,"IG 858 AGL","2","Sutherland, Canada 2016","Su16",16.7,15.9,0.020833,48,0.0213468796764577,46.8452539741837
814,51,"IG 858 AGL","3","Sutherland, Canada 2016","Su16",16.7,15.9,0.020408,49,0.0213468796764577,46.8452539741837
4363,51,"IG 858 AGL","1","Cordoba, Spain 2016","Sp16",12.5,10.9,0.008403,119,0.00794903017656447,125.801510094681
4587,51,"IG 858 AGL","2","Cordoba, Spain 2016","Sp16",12.5,10.9,0.008403,119,0.00794903017656447,125.801510094681
4864,51,"IG 858 AGL","3","Cordoba, Spain 2016","Sp16",12.5,10.9,0.008403,119,0.00794903017656447,125.801510094681
2376,51,"IG 858 AGL","1","Marchouch, Morocco 2016","Mo16",12,10.8,0.007692,130,0.00750111137372649,133.313578505529
2609,51,"IG 858 AGL","2","Marchouch, Morocco 2016","Mo16",12,10.8,0.007692,130,0.00750111137372649,133.313578505529
2941,51,"IG 858 AGL","3","Marchouch, Morocco 2016","Mo16",12,10.8,0.007692,130,0.00750111137372649,133.313578505529
3146,51,"IG 858 AGL","1","Bardiya, Nepal 2016","Ne16",19.2,11,0.008065,124,0.0110790721515388,90.2602660513506
6212,51,"IG 858 AGL","1","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022222,45,0.0228510528208682,43.7616598166878
6621,51,"IG 858 AGL","2","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022222,45,0.0228510528208682,43.7616598166878
7018,51,"IG 858 AGL","3","Rosthern, Canada 2017","Ro17",17.5,16.4,0.022727,44,0.0228510528208682,43.7616598166878
5143,51,"IG 858 AGL","1","Sutherland, Canada 2017","Su17",15.7,16.1,0.020833,48,0.0213775162588638,46.7781190242513
5541,51,"IG 858 AGL","2","Sutherland, Canada 2017","Su17",15.7,16.1,0.020833,48,0.0213775162588638,46.7781190242513
5959,51,"IG 858 AGL","3","Sutherland, Canada 2017","Su17",15.7,16.1,0.020833,48,0.0213775162588638,46.7781190242513
15,51,"IG 858 AGL","1","Jessore, Bangladesh 2017","Ba17",21.7,11,0.011628,86,0.012160573430626,82.2329642351842
345,51,"IG 858 AGL","2","Jessore, Bangladesh 2017","Ba17",21.7,11,0.012195,82,0.012160573430626,82.2329642351842
951,51,"IG 858 AGL","3","Jessore, Bangladesh 2017","Ba17",21.7,11,0.0125,80,0.012160573430626,82.2329642351842
