"Location","Year","Expt","Date","DaysAfterPlanting","Temp_min","Temp_mean","Temp_max","DayLength","SunRise","MacroEnv"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-11-29,0,5.078,9.007,12.8,9.38,"07:00:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-11-30,1,5.067,8.69425,12.41,9.35,"07:01:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-01,2,1.48,9.025,16.02,9.33,"07:02:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-02,3,-1.2,9.0125,18.55,9.31,"07:03:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-03,4,2.228,9.372,16.4,9.29,"07:04:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-04,5,5.28,11.005,16.44,9.27,"07:04:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-05,6,3.38,10.535,17.76,9.26,"07:06:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-06,7,2.37,9.23,16.05,9.24,"07:07:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-07,8,4.219,11.63475,17.82,9.22,"07:07:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-08,9,2.886,9.799,16.91,9.21,"07:09:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-09,10,0.67,8.435,15.9,9.19,"07:09:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-10,11,1.004,9.2435,17.67,9.18,"07:10:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-11,12,-0.036,8.101,15.94,9.17,"07:11:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-12,13,2.239,9.53475,16.3,9.16,"07:12:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-13,14,2.43,9.5225,15.46,9.15,"07:12:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-14,15,-0.38,7.3175,14.55,9.14,"07:13:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-15,16,-1.392,7.517,15.76,9.13,"07:14:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-16,17,3.997,8.61175,12.85,9.13,"07:15:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-17,18,-0.624,6.209,12.96,9.12,"07:15:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-18,19,-1.363,6.67675,14.37,9.12,"07:16:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-19,20,-1.515,6.99625,15.2,9.12,"07:16:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-20,21,12.3,14.1475,15.81,9.12,"07:17:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-21,22,5.32,11.3225,17.67,9.11,"07:18:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-22,23,3.9,9.5765,15.34,9.12,"07:18:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-23,24,6.966,11.4365,15.88,9.12,"07:18:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-24,25,3.078,10.5245,18.12,9.12,"07:19:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-25,26,0.165,7.89125,15.2,9.12,"07:19:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-26,27,3.603,11.85575,19.52,9.13,"07:19:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-27,28,1.147,10.72175,19.84,9.14,"07:19:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-28,29,5.18,9.9825,14.55,9.14,"07:20:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-29,30,3.572,6.208,9.2,9.15,"07:20:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-30,31,-0.442,4.8495,9.24,9.16,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2016-12-31,32,-0.016,6.5335,12.45,9.17,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-01,33,-0.684,6.84,14.47,9.18,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-02,34,-3.054,6.295,15.25,9.2,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-03,35,-1.515,6.6165,14.2,9.21,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-04,36,-0.412,5.98475,11.84,9.23,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-05,37,-1.009,3.02575,6.765,9.24,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-06,38,-1.98,0.44825,2.836,9.26,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-07,39,-3.094,-1.8545,-0.603,9.28,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-08,40,-1.778,1.257,4.33,9.3,"07:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-09,41,-1.292,2.3565,5.966,9.32,"07:20:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-10,42,-0.725,1.16975,3.128,9.34,"07:20:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-11,43,-2.912,1.15025,5.038,9.36,"07:20:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-12,44,-5.832,2.751,11.03,9.38,"07:19:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-13,45,0.012,7.595,14.78,9.4,"07:19:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-14,46,-0.219,5.96675,11.91,9.43,"07:19:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-15,47,-2.335,4.24625,10.78,9.45,"07:18:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-16,48,1.753,6.55,11.11,9.48,"07:18:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-17,49,-0.37,6.11825,12.13,9.51,"07:18:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-18,50,5.29,9.14,13.36,9.54,"07:17:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-19,51,3.422,8.2815,13.11,9.56,"07:16:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-20,52,4.25,8.359,12.12,9.59,"07:16:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-21,53,2.572,8.27,13.04,9.62,"07:15:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-22,54,8.17,11.77,15.72,9.65,"07:15:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-23,55,8.9,11.02,12.8,9.69,"07:14:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-24,56,7.63,9.88,12.18,9.72,"07:13:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-25,57,7.18,9.9375,12.56,9.75,"07:12:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-26,58,5.108,8.81625,12.56,9.78,"07:12:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-27,59,1.116,7.0045,12.77,9.82,"07:11:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-28,60,-0.482,5.94,12.11,9.85,"07:10:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-29,61,5.592,9.49,13.23,9.89,"07:09:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-30,62,2.46,8.63375,14.68,9.92,"07:08:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-01-31,63,-1.332,6.434,13.78,9.96,"07:07:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-01,64,1.601,8.55725,15.85,9.99,"07:06:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-02,65,4.835,9.64575,14.78,10.03,"07:05:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-03,66,3.623,10.2395,17.19,10.07,"07:04:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-04,67,11.26,15.01,18.39,10.11,"07:03:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-05,68,10.21,14.3875,18.66,10.15,"07:02:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-06,69,5.866,10.262,14.37,10.18,"07:01:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-07,70,3.138,10.04075,17.16,10.22,"07:00:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-08,71,4.604,10.22725,15.16,10.26,"06:59:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-09,72,7.82,11.4375,15.25,10.3,"06:58:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-10,73,9.04,11.9325,14.99,10.34,"06:57:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-11,74,4.118,10.92025,17.36,10.38,"06:55:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-12,75,4.138,9.65075,15.46,10.42,"06:54:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-13,76,5.491,11.04875,16.22,10.47,"06:53:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-14,77,4.422,10.17975,15.82,10.51,"06:51:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-15,78,4.25,10.3085,15.91,10.55,"06:50:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-16,79,3.058,10.6255,17.85,10.59,"06:49:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-17,80,0.832,9.545,18.22,10.63,"06:48:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-18,81,1.116,8.9365,16.78,10.68,"06:46:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-19,82,3.058,9.28025,14.73,10.72,"06:45:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-20,83,0.205,7.80325,15.22,10.76,"06:43:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-21,84,3.32,10.5535,17.56,10.8,"06:42:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-22,85,0.852,9.5195,17.92,10.85,"06:40:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-23,86,2.228,9.5735,16.99,10.89,"06:39:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-24,87,2.966,9.8725,17.12,10.93,"06:37:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-25,88,8.9,13.1325,17.33,10.98,"06:36:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-26,89,8.84,10.73,12.38,11.02,"06:34:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-27,90,7.77,13.085,18.65,11.07,"06:33:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-02-28,91,6.361,12.84625,19.26,11.11,"06:31:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-01,92,7.41,13.8175,20.33,11.15,"06:30:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-02,93,3.603,11.3545,19.59,11.2,"06:28:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-03,94,3.956,11.60625,19.18,11.24,"06:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-04,95,3.866,10.92525,17.32,11.29,"06:25:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-05,96,6.986,12.7515,18.2,11.33,"06:24:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-06,97,5.2,13.0425,19.92,11.38,"06:22:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-07,98,8.5,12.745,16.85,11.42,"06:21:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-08,99,8.5,11.9775,15.2,11.46,"06:19:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-09,100,8.77,13.6,18.37,11.51,"06:18:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-10,101,9.24,14.7,19.99,11.55,"06:16:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-11,102,8.17,11.895,15.59,11.6,"06:15:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-12,103,5.219,11.059,16.81,11.64,"06:13:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-13,104,3.31,9.67575,15.79,11.69,"06:11:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-14,105,5.906,11.2625,16.6,11.73,"06:10:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-15,106,5.219,11.7385,18.05,11.78,"06:08:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-16,107,6.118,12.41675,18.67,11.82,"06:06:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-17,108,4.047,13.5275,22.46,11.87,"06:04:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-18,109,1.966,12.8665,23.66,11.91,"06:03:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-19,110,4.472,13.63575,22.26,11.96,"06:01:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-20,111,6.047,13.80175,21.72,12,"06:00:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-21,112,6.028,12.347,18.52,12.05,"05:58:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-22,113,4.633,11.68625,18.45,12.09,"05:57:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-23,114,6.764,14.4935,22.52,12.14,"05:55:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-24,115,6.067,14.52175,23.25,12.18,"05:53:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-25,116,6.128,14.272,22.65,12.23,"05:52:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-26,117,5.604,14.33825,22.66,12.27,"05:50:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-27,118,9.03,12.9475,16.93,12.32,"05:48:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-28,119,5.462,12.8255,19.62,12.36,"05:46:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-29,120,5.18,14.4125,22.85,12.4,"05:45:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-30,121,9.31,17.335,25.16,12.45,"05:43:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-03-31,122,8.17,16.995,25.52,12.49,"05:42:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-01,123,5.653,13.58325,21.92,12.54,"05:40:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-02,124,10.64,14.855,18.99,12.58,"05:39:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-03,125,9.24,13.66,18.06,12.63,"05:37:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-04,126,8.7,13.555,18.78,12.67,"05:36:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-05,127,8.81,13.9975,19.72,12.71,"05:34:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-06,128,7.58,14.6325,21.67,12.76,"05:32:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-07,129,6.269,13.16725,19.58,12.8,"05:31:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-08,130,3.34,12.877,22.02,12.84,"05:29:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-09,131,6.259,14.46725,22.86,12.89,"05:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-10,132,5.624,13.42175,21.32,12.93,"05:26:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-11,133,4.31,13.59875,22.52,12.97,"05:24:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-12,134,7.08,16.495,25.74,13.02,"05:23:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-13,135,6.532,15.8505,24.59,13.06,"05:21:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-14,136,8.9,17.2375,25.79,13.1,"05:19:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-15,137,7.32,14.72,22.12,13.14,"05:18:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-16,138,8,15.76,23.59,13.18,"05:16:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-17,139,8.31,14.08,19.91,13.23,"05:15:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-18,140,8.1,13.595,19.05,13.27,"05:14:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-19,141,7.12,10.52,13.99,13.31,"05:12:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-20,142,5.09,10.145,15.26,13.35,"05:11:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-21,143,4.724,9.71625,14.73,13.39,"05:09:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-22,144,3.482,10.89675,18.23,13.43,"05:08:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-23,145,0.358,11.05425,21.12,13.47,"05:07:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-24,146,6.39,13.4625,20.45,13.51,"05:05:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-25,147,9.07,14.3,19.59,13.55,"05:04:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-26,148,6.481,13.44025,19.99,13.59,"05:03:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-27,149,12.03,16.0375,19.93,13.63,"05:01:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-28,150,13.95,17.4375,21.52,13.67,"05:00:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-29,151,13,14.87,16.73,13.71,"04:58:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-04-30,152,10.04,16.5475,22.93,13.75,"04:57:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-01,153,7.83,15.84,23.79,13.78,"04:56:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-02,154,6.532,15.9455,25.32,13.82,"04:55:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-03,155,9.98,17.8025,25.25,13.86,"04:54:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-04,156,7.02,15.1525,23.19,13.9,"04:52:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-05,157,7.48,16.14,25.19,13.93,"04:51:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-06,158,8.71,16.0625,23.32,13.97,"04:50:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-07,159,9.9,18.8075,27.8,14,"04:49:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-08,160,8.15,15.64,22.51,14.04,"04:48:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-09,161,11.04,16.675,22.46,14.07,"04:47:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-10,162,9.49,15.92,22.46,14.11,"04:46:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-11,163,13.41,16.8825,20.14,14.14,"04:45:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-12,164,15.92,19.5575,23.33,14.17,"04:43:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-13,165,14.26,22.4275,29.86,14.2,"04:43:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-14,166,11.88,21.2375,30.66,14.24,"04:42:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-15,167,12.26,20.77,29.92,14.27,"04:41:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-16,168,16.11,21.4175,26.7,14.3,"04:40:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-17,169,16.28,22.1575,28.16,14.33,"04:39:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-18,170,12.06,20.0975,27.66,14.36,"04:38:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-19,171,9.3,17.565,26.33,14.39,"04:37:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-20,172,11.73,20.4625,28.54,14.42,"04:37:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-21,173,12.31,18.6325,24.31,14.44,"04:36:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-22,174,13.9,22.185,29.52,14.47,"04:35:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-23,175,12.22,20.6275,28.86,14.5,"04:34:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-24,176,14.82,21.2,28.12,14.52,"04:34:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-25,177,12.86,17.7125,22.07,14.55,"04:33:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-26,178,11.85,18.2275,24.55,14.57,"04:33:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-27,179,15.59,21.5675,27.7,14.59,"04:32:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-28,180,14.8,21.575,28.45,14.62,"04:31:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-29,181,12.69,20.9375,29.26,14.64,"04:31:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-30,182,11.54,19.3775,27.46,14.66,"04:30:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-05-31,183,12.47,20.315,28.53,14.68,"04:30:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-01,184,14.13,22.5425,31.25,14.7,"04:30:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-02,185,15.08,22.61,30.26,14.71,"04:29:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-03,186,16.4,23.2175,30.19,14.73,"04:29:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-04,187,13.2,21.5325,29.65,14.75,"04:28:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-05,188,14.07,21.71,29.19,14.76,"04:28:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-06,189,18.47,23.09,27.79,14.78,"04:28:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-07,190,14.88,22.785,30.46,14.79,"04:28:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-08,191,19.9,25.435,30.98,14.81,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-09,192,15.81,23.185,30.32,14.82,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-10,193,14.05,20.6875,27.46,14.83,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-11,194,15.62,23.4975,30.84,14.84,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-12,195,16.72,24.39,32.39,14.85,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-13,196,13.82,22.95,31.66,14.86,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-14,197,16.42,25.3525,33.92,14.86,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-15,198,19.01,26.4175,34.52,14.87,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-16,199,17.99,24.735,31.12,14.87,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-17,200,18.13,25.2425,31.92,14.88,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-18,201,17.94,22.57,27.27,14.88,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-19,202,18.01,24.685,30.74,14.88,"04:27:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-20,203,15.51,24.4125,33.26,14.89,"04:28:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-21,204,16.18,24.34,32.32,14.89,"04:28:12","Mediterranean"
