"Location","Year","Expt","Date","DaysAfterPlanting","Temp_min","Temp_mean","Temp_max","DayLength","SunRise","MacroEnv"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-17,3,1.7,7.8,13.9,9.38,"08:34:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-18,4,0.6,7.5,14.4,9.38,"08:34:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-19,5,0.1,8.05,16,9.37,"08:35:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-20,6,1.4,8.9,16.4,9.37,"08:36:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-21,7,1.2,9.25,17.3,9.37,"08:36:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-22,8,0.4,8.4,16.4,9.37,"08:36:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-23,9,2.2,9.85,17.5,9.37,"08:37:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-24,10,2,9.75,17.5,9.37,"08:37:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-25,11,1.9,6.85,11.8,9.38,"08:37:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-26,12,8.8,11.3,13.8,9.38,"08:38:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-27,13,9.3,12.45,15.6,9.39,"08:39:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-28,14,10.1,14.6,19.1,9.39,"08:39:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-29,15,13.1,15.5,17.9,9.4,"08:39:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-30,16,8.7,14.6,20.5,9.41,"08:39:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2017-12-31,17,6.2,10.05,13.9,9.42,"08:39:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-01,18,1.8,9.2,16.6,9.43,"08:39:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-02,19,0.9,8.75,16.6,9.44,"08:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-03,20,8.6,12.35,16.1,9.45,"08:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-04,21,12.1,13.65,15.2,9.47,"08:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-05,22,12.1,13.2,14.3,9.48,"08:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-06,23,4.2,8.9,13.6,9.5,"08:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-07,24,1.2,4.35,7.5,9.51,"08:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-08,25,2.6,7.2,11.8,9.53,"08:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-09,26,-0.4,3.75,7.9,9.55,"08:39:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-10,27,7.9,11.7,15.5,9.57,"08:39:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-11,28,3.7,8.5,13.3,9.59,"08:39:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-12,29,0.2,6.9,13.6,9.61,"08:39:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-13,30,2.9,5.55,8.2,9.63,"08:39:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-14,31,3.7,7.75,11.8,9.65,"08:39:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-15,32,-0.2,6.8,13.8,9.67,"08:38:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-16,33,0.6,7.9,15.2,9.7,"08:37:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-17,34,3.7,10.9,18.1,9.72,"08:37:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-18,35,2.8,9.85,16.9,9.74,"08:37:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-19,36,3.1,10.55,18,9.77,"08:36:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-20,37,1.5,8.95,16.4,9.8,"08:36:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-21,38,1.2,9.1,17,9.82,"08:36:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-22,39,2.6,10.85,19.1,9.85,"08:35:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-23,40,1.8,11.7,21.6,9.88,"08:34:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-24,41,3.5,12.15,20.8,9.91,"08:34:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-25,42,5.8,9.95,14.1,9.94,"08:33:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-26,43,2.7,8.8,14.9,9.97,"08:32:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-27,44,0.6,7.65,14.7,10,"08:31:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-28,45,0.7,8.45,16.2,10.03,"08:31:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-29,46,6.3,12.8,19.3,10.06,"08:30:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-30,47,4.9,11.25,17.6,10.09,"08:29:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-01-31,48,4.3,10.95,17.6,10.13,"08:28:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-01,49,1.9,8.4,14.9,10.16,"08:28:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-02,50,0.6,7.35,14.1,10.19,"08:27:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-03,51,-2.9,5.8,14.5,10.23,"08:26:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-04,52,3.4,8.3,13.2,10.26,"08:25:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-05,53,3.8,6.25,8.7,10.3,"08:24:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-06,54,2.8,7.1,11.4,10.33,"08:23:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-07,55,2,7.1,12.2,10.37,"08:22:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-08,56,-0.5,7.05,14.6,10.4,"08:21:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-09,57,-3.1,4.95,13,10.44,"08:20:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-10,58,0.3,8.1,15.9,10.48,"08:19:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-11,59,-0.2,8.35,16.9,10.51,"08:18:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-12,60,5.6,11.5,17.4,10.55,"08:16:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-13,61,-0.9,7,14.9,10.59,"08:15:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-14,62,0,8.8,17.6,10.63,"08:14:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-15,63,2,11.75,21.5,10.66,"08:13:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-16,64,3.2,13.05,22.9,10.7,"08:12:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-17,65,3.4,9.65,15.9,10.74,"08:10:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-18,66,3,10.7,18.4,10.78,"08:09:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-19,67,3.4,10.45,17.5,10.82,"08:08:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-20,68,1.8,12.05,22.3,10.86,"08:07:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-21,69,4.5,11.65,18.8,10.9,"08:06:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-22,70,-0.9,8.2,17.3,10.94,"08:04:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-23,71,-0.6,8.2,17,10.98,"08:03:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-24,72,-0.2,8.85,17.9,11.02,"08:01:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-25,73,6.1,13.3,20.5,11.06,"08:00:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-26,74,4.4,12.4,20.4,11.1,"07:59:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-27,75,11.2,14.65,18.1,11.14,"07:57:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-02-28,76,12.1,13.95,15.8,11.18,"07:56:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-01,77,11.1,14.1,17.1,11.22,"07:55:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-02,78,9.6,13.2,16.8,11.26,"07:53:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-03,79,10.8,13.6,16.4,11.3,"07:52:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-04,80,10.5,14,17.5,11.34,"07:51:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-05,81,9.4,12.65,15.9,11.38,"07:49:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-06,82,7.7,10.9,14.1,11.42,"07:48:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-07,83,5.3,10.45,15.6,11.46,"07:46:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-08,84,9.1,13.85,18.6,11.5,"07:45:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-09,85,12.3,15.05,17.8,11.54,"07:43:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-10,86,10.6,14.65,18.7,11.58,"07:42:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-11,87,9.8,12.55,15.3,11.62,"07:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-12,88,6.9,12.35,17.8,11.66,"07:39:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-13,89,11.7,16.45,21.2,11.71,"07:37:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-14,90,13.4,15.65,17.9,11.75,"07:36:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-15,91,8.5,12.5,16.5,11.79,"07:34:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-16,92,4,9.6,15.2,11.83,"07:33:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-17,93,4.9,8.9,12.9,11.87,"07:31:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-18,94,8.1,12,15.9,11.91,"07:30:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-19,95,6.2,9.95,13.7,11.95,"07:28:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-20,96,2.1,8.45,14.8,11.99,"07:27:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-21,97,2.9,9.85,16.8,12.03,"07:25:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-22,98,0.5,8.35,16.2,12.07,"07:24:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-23,99,4.2,9.1,14,12.12,"07:22:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-24,100,7.4,12.1,16.8,12.16,"07:21:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-25,101,7.1,11.8,16.5,12.2,"07:19:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-26,102,2.3,10.95,19.6,12.24,"07:18:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-27,103,4.2,13.95,23.7,12.28,"07:16:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-28,104,6,15.7,25.4,12.32,"07:14:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-29,105,6.6,13.05,19.5,12.36,"07:13:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-30,106,6.4,11.9,17.4,12.4,"07:11:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-03-31,107,5,12.15,19.3,12.44,"07:10:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-01,108,5.5,14.8,24.1,12.48,"07:08:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-02,109,7.5,14.5,21.5,12.52,"07:07:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-03,110,12.7,17,21.3,12.56,"07:05:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-04,111,9.6,15,20.4,12.6,"07:04:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-05,112,6.7,15.75,24.8,12.64,"07:02:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-06,113,9.2,16.5,23.8,12.68,"07:01:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-07,114,10.1,13.95,17.8,12.72,"06:59:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-08,115,9.4,13.65,17.9,12.76,"06:58:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-09,116,6,10.8,15.6,12.8,"06:57:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-10,117,7.1,10.3,13.5,12.84,"06:55:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-11,118,7.1,12.45,17.8,12.88,"06:54:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-12,119,6.6,10.55,14.5,12.92,"06:52:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-13,120,7,12.1,17.2,12.96,"06:51:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-14,121,4.6,13.05,21.5,13,"06:49:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-15,122,10.9,15.55,20.2,13.04,"06:48:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-16,123,7.5,14.1,20.7,13.07,"06:46:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-17,124,7.2,16.75,26.3,13.11,"06:45:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-18,125,8.4,18.45,28.5,13.15,"06:43:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-19,126,9.1,18.6,28.1,13.19,"06:42:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-20,127,10.5,18.95,27.4,13.23,"06:41:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-21,128,14.1,19.5,24.9,13.26,"06:40:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-22,129,12.8,20.6,28.4,13.3,"06:39:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-23,130,14.8,21.65,28.5,13.34,"06:37:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-24,131,16.1,22.95,29.8,13.37,"06:36:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-25,132,12.6,20.35,28.1,13.41,"06:34:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-26,133,15.1,22.45,29.8,13.45,"06:33:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-27,134,15,20.7,26.4,13.48,"06:32:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-28,135,11.3,16.35,21.4,13.52,"06:31:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-29,136,7.8,14.15,20.5,13.55,"06:30:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-04-30,137,5.3,12.8,20.3,13.59,"06:28:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-01,138,5.5,11.5,17.5,13.62,"06:27:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-02,139,5,14.05,23.1,13.66,"06:26:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-03,140,6.8,16.1,25.4,13.69,"06:25:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-04,141,10.2,18.75,27.3,13.72,"06:24:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-05,142,9.8,19.5,29.2,13.76,"06:23:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-06,143,13.7,21.6,29.5,13.79,"06:22:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-07,144,10.8,19,27.2,13.82,"06:21:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-08,145,13.5,20.55,27.6,13.85,"06:20:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-09,146,16.2,19.7,23.2,13.88,"06:19:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-10,147,16,21.25,26.5,13.92,"06:18:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-11,148,10.8,18.85,26.9,13.95,"06:17:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-12,149,12.8,19.15,25.5,13.98,"06:16:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-13,150,8.7,16.6,24.5,14.01,"06:15:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-14,151,7.6,17.95,28.3,14.03,"06:14:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-15,152,11.4,20.6,29.8,14.06,"06:13:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-16,153,11,21.05,31.1,14.09,"06:12:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-17,154,11.3,20.95,30.6,14.12,"06:12:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-18,155,13.8,20.35,26.9,14.15,"06:11:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-19,156,15.5,22.35,29.2,14.17,"06:10:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-20,157,12.5,19.2,25.9,14.2,"06:09:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-21,158,12.3,19.7,27.1,14.22,"06:09:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-22,159,15.1,21.8,28.5,14.25,"06:08:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-23,160,12.7,21.05,29.4,14.27,"06:07:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-24,161,16.3,22.15,28,14.29,"06:07:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-25,162,13.9,19.65,25.4,14.32,"06:06:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-26,163,12.3,19.8,27.3,14.34,"06:06:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-27,164,14.5,20.6,26.7,14.36,"06:05:24","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-28,165,16,21.35,26.7,14.38,"06:04:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-29,166,14.2,19.85,25.5,14.4,"06:04:48","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-30,167,13.7,19.95,26.2,14.42,"06:04:12","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-05-31,168,11.7,20.3,28.9,14.44,"06:03:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-06-01,169,12.9,21.4,29.9,14.45,"06:03:36","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-06-02,170,14.3,20.3,26.3,14.47,"06:03:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-06-03,171,16.3,22.85,29.4,14.49,"06:03:00","Mediterranean"
"Cordoba, Spain","2017","Cordoba, Spain 2017",2018-06-04,172,13.2,19.85,26.5,14.5,"06:02:24","Mediterranean"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-15,0,15.2,19.7,24.2,10.89,"06:21:00","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-16,1,15.1,20.5,25.9,10.87,"06:21:36","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-17,2,16.2,20.9,25.6,10.86,"06:22:12","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-18,3,15.3,19.95,24.6,10.84,"06:23:24","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-19,4,15.6,20.3,25,10.83,"06:24:00","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-20,5,15.3,20.2,25.1,10.81,"06:24:36","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-21,6,15.2,19.75,24.3,10.8,"06:25:12","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-22,7,15.3,19.75,24.2,10.79,"06:25:48","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-23,8,15.2,19.9,24.6,10.77,"06:26:24","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-24,9,14,19.35,24.7,10.76,"06:27:00","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-25,10,14.3,19.65,25,10.75,"06:28:12","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-26,11,14.2,19.5,24.8,10.73,"06:28:48","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-27,12,14,19.1,24.2,10.72,"06:29:24","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-28,13,13.8,19.25,24.7,10.71,"06:30:00","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-29,14,13.6,19.3,25,10.7,"06:30:36","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-11-30,15,19,24.5,30,10.69,"06:31:12","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-01,16,15,19.2,23.4,10.68,"06:32:24","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-02,17,15,19.1,23.2,10.67,"06:33:00","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-03,18,14,18.95,23.9,10.66,"06:33:36","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-04,19,14.2,19.1,24,10.65,"06:34:12","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-05,20,14,18.75,23.5,10.64,"06:34:48","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-06,21,14.3,18.75,23.2,10.63,"06:35:24","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-07,22,13.2,18.15,23.1,10.62,"06:36:00","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-08,23,13.4,17.95,22.5,10.62,"06:36:36","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-09,24,14,18.1,22.2,10.61,"06:37:12","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-10,25,13.5,17.9,22.3,10.61,"06:37:48","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-11,26,13.4,18.2,23,10.6,"06:39:00","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-12,27,14.5,18.45,22.4,10.59,"06:39:36","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-13,28,13.1,17.85,22.6,10.59,"06:40:12","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-14,29,13.2,17.75,22.3,10.59,"06:40:48","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-15,30,13.5,17.8,22.1,10.58,"06:41:24","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-16,31,13,17.8,22.6,10.58,"06:41:24","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-17,32,12.3,17.35,22.4,10.58,"06:42:00","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-18,33,12.5,17.4,22.3,10.58,"06:42:36","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-19,34,13,17.6,22.2,10.57,"06:43:12","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-20,35,13.2,17.45,21.7,10.57,"06:43:48","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-21,36,12.8,17.9,23,10.57,"06:44:24","South Asia"
"Jessore, Bangladesh","2016","Jessore, Bangladesh 2016",2016-12-22,37,12.2,17.4,22.6,10.57,"06:45:00","South Asia"
