"Entry","Name","a","b","c","d","RR","Environments","aP","bP","cP","dP"
146,"PI 207492 LSP AGL",0.0105808357446335,-0.00142962341031003,-0.000652126260471949,0.00016476645483925,0.90693100507,16,0.443491591643901,0.0829294926611522,0.601205424820725,0.0288499329203393
147,"PI 518731 LSP AGL",-0.00995834480719084,-0.000188326919600924,0.00115088902602643,5.71217002973145e-05,0.837176308181331,17,0.571915207364465,0.856056275396771,0.470698881481899,0.544124100173424
148,"PI 209858 LSP AGL",-0.00831202489383637,-0.000101097028716113,0.00118120177148618,3.28066300318575e-05,0.856051346271576,13,0.57101247908153,0.906891117095505,0.37461460567484,0.675373415584033
149,"PI 211052 LSP AGL",-0.0047912030877415,-0.00067728261950691,0.000753879690039686,9.31495281877388e-05,0.930921387369384,15,0.732482433913333,0.414176844056597,0.552696741055342,0.217039280929611
150,"PI 212100 LSP AGL",-0.00504913522833361,-0.000566410514856412,0.000794075740627229,8.29354164557454e-05,0.9246123847299,15,0.696927612444599,0.457964126228425,0.499539658212074,0.232780328537163
151,"PI 212610 LSP AGL",0.0155469202666933,-0.00168983044351065,-0.00108422047873962,0.000186647957963003,0.920927452658894,16,0.196017188939917,0.0194552096901701,0.31747259519891,0.00492744660333062
152,"PI 217949 LSP AGL",-0.0178733231262971,7.0954418996373e-05,0.00207892319170514,2.35655328893168e-05,0.873219023156194,17,0.300422340280189,0.94413825017578,0.18468157173165,0.797265725842182
153,"PI 238758 LSP AGL",-0.0145470120244728,0.0003025068600728,0.00139552461017452,2.8412058344522e-05,0.787554170713642,18,0.542053151737344,0.829576174695255,0.518041794200092,0.823352894562828
154,"PI 244046 AGL",-0.0190756716044374,0.000696858741392514,0.00188622359695859,5.7506602417385e-06,0.815414135520393,18,0.461171837598728,0.647678770535822,0.420805144369159,0.966747188135595
155,"PI 250156 LSP AGL",0.00581407505036861,-0.0013336095684391,-8.65729583727791e-05,0.000148215073443307,0.890353776814563,16,0.684935595533792,0.119149655709253,0.946714432045106,0.0573475630751544
156,"PI 250158 LSP AGL",-0.0163194863773908,0.000351131564101226,0.0018743606115816,1.28864857419966e-05,0.761648821427258,18,0.520840881111504,0.814375938428067,0.415848222871956,0.924204178911764
157,"PI 251248 LSP AGL",-0.0395333051115165,0.00185148938052499,0.00368797190342022,-9.38070438502918e-05,0.852399793322024,18,0.216136447976344,0.32349567140401,0.202360169466517,0.579174942174975
158,"PI 273664 LSP AGL",0.00216573975732927,-0.00111030721206045,0.000166703410073366,0.000128665261444326,0.902501245334279,14,0.88380537130928,0.207574421382145,0.90103897608519,0.108604216406451
159,"PI 280686 AGL",-0.0276573547764391,0.00103739694867403,0.00280646902091856,-4.41991790350538e-05,0.788200059447625,18,0.283150907798409,0.493540210315944,0.229373949942026,0.746895563888126
160,"PI 283604 LSP AGL",0.00681410726827218,-0.00123900969349274,-0.00015554842520948,0.000135502711076137,0.915005092772017,16,0.61288120668683,0.124244283931053,0.8981579559532,0.0643290802005671
161,"PI 289066 AGL",-0.0234130594856673,0.000789477765024929,0.00254928982116045,-4.77046980219894e-05,0.828934430849749,14,0.146805596993757,0.404776804142324,0.0824163533889649,0.577638702400487
162,"PI 289073 LSP AGL",0.00852170044495933,-0.00125813435263868,-0.000440400900599877,0.000146712267625032,0.920387596855189,17,0.479039057669182,0.0810938257991033,0.685078259559508,0.0259109024396949
163,"PI 289079 LSP AGL",0.0233755123865299,-0.00213241544716931,-0.00176143125063442,0.000222528160309914,0.951559832829839,16,0.06939311668685,0.00612000737103268,0.128126417925056,0.00178030796985394
164,"PI 290716 LSP AGL",-0.000361540007291835,-0.000802132257535725,0.000362761666246387,0.000105789087043824,0.908595294085419,16,0.980152457717966,0.351800220683269,0.782686749340948,0.17717335506426
165,"PI 297285 LSP AGL",0.0149917256716411,-0.00158039247912013,-0.00101010242479861,0.000176439398235307,0.931235746048206,17,0.186722700618634,0.0209135368092091,0.322987030709551,0.00492561114390176
166,"PI 297287 AGL",0.012551046115835,-0.00162610132224943,-0.000723205776037445,0.000174493050800558,0.930391749781531,17,0.286065388305759,0.0222350228838088,0.494757664797247,0.00724329730941181
167,"PI 297754 LSP AGL",-0.00545784416147097,-0.000534406014527428,0.000745084348083388,8.62348102240869e-05,0.911668133579546,17,0.708087320518332,0.533776898304374,0.572473622827909,0.269426174884152
168,"PI 297767 AGL",-0.00106514840541953,-0.00075586861727386,0.000512746547334071,9.3963569928014e-05,0.903853795175607,14,0.944607842880214,0.402981858467237,0.712107426491469,0.253016282146093
169,"PI 297772 LSP AGL",-0.012880597121229,-0.000133804301953273,0.00169287294220381,3.18872611044082e-05,0.882551455640861,14,0.424744117806184,0.887901155596386,0.247871354765153,0.710831767377648
170,"PI 297783 AGL",-0.0230607338379448,0.000650885663754305,0.00244197934675272,-1.17912245536854e-05,0.790867535353511,18,0.319075032032128,0.632297053902674,0.244408928004102,0.923657151830002
171,"PI 297787 LSP AGL",0.00144047451637514,-0.00102106565745733,0.000155467477301597,0.000128970289634547,0.917199052164118,17,0.914502800358657,0.201400297638804,0.898022449404928,0.0766918008927924
172,"PI 298023 LSP AGL",-0.00943426225454284,-0.000349192537329699,0.001066185743031,7.56758606766752e-05,0.896415536838001,17,0.555841123201799,0.711482713638665,0.462279806121015,0.377620741962392
173,"PI 298121 LSP AGL",-0.0128709241530814,0.000119540757132451,0.00134377688945531,3.98059812399021e-05,0.753458087843258,18,0.642700820109979,0.941460478388143,0.592957067397425,0.787473157022051
174,"PI 298122 LSP AGL",0.0103586326120019,-0.00134009693535691,-0.000633212698921414,0.000156319091245414,0.906578248311344,17,0.43932080652827,0.0943339596115243,0.600252036617059,0.0324608491448567
175,"PI 298357 LSP AGL",-0.0127941461750032,-6.21033489893217e-05,0.0013226843988802,5.44436286721477e-05,0.836128942372451,18,0.623890583272433,0.967809920507484,0.57521787416105,0.696026477622364
176,"PI 298631 LSP AGL",-0.0011520463789608,-0.000599493797763355,0.000398632011437163,8.81856885130392e-05,0.881300835952318,16,0.939482653552937,0.504053321859453,0.771549786886697,0.279455824878268
177,"PI 298644 LSP AGL",-0.00434864876868973,-0.000336678124681579,0.000722295440282023,6.28232104060207e-05,0.809838662723773,16,0.795591232512368,0.733683558465107,0.633934067776885,0.483423498175703
178,"PI 298645 AGL",0.000976361801247054,-0.000810417338850625,0.000267636679553003,0.000105337229446154,0.872032317066665,18,0.95119221376998,0.391946347172075,0.852728742117104,0.220246127013246
179,"PI 298921 AGL",-0.0252646330425642,0.000625459960100142,0.00282121301167865,-3.61294203026523e-05,0.918068725917781,14,0.0667896560114747,0.435136382297192,0.0249472048634499,0.617981005462918
180,"PI 298922 LSP AGL",-0.00922737445407816,-0.000326153383000936,0.00117613759381038,5.96114475500885e-05,0.917678816216338,16,0.523570150669166,0.702004831088699,0.36991755200553,0.44107179339391
181,"PI 298923 LSP AGL",-0.0184076612931487,0.00012930068974189,0.00192853046233376,2.66233901253878e-05,0.892312173650436,16,0.226145422861008,0.884546249418224,0.161857526394308,0.741287462525232
182,"PI 299116 LSP AGL",-0.011659756806598,-0.000184778489100544,0.0013905233542531,5.28160855772521e-05,0.891912781756688,17,0.470833341750264,0.846007543919404,0.342858517916464,0.540641816421298
183,"PI 299120 LSP AGL",-0.0185045355215102,0.000439142504741274,0.00193249938792378,6.81083497881141e-06,0.782442231729107,18,0.457705314332117,0.764636287159781,0.391775165907912,0.959088474379272
184,"PI 299121 LSP AGL",-0.0146948525957508,0.000108831550403784,0.00171253718764262,2.85401882138412e-05,0.80481666504572,18,0.509312490842713,0.933840314435935,0.395982493865118,0.81007408560042
185,"PI 299126 LSP AGL",-0.0200042401936304,0.00016397096110449,0.00232084196583511,1.06701744597225e-05,0.922807873103687,17,0.136753896551851,0.834671164950139,0.0579210339677209,0.880522199634965
186,"PI 299163 LSP AGL",-0.0114390485318758,-0.000193054920423598,0.00145368865158765,4.36456730942252e-05,0.847505867086532,15,0.49197115577229,0.843155816371098,0.336091795467734,0.622123822246355
187,"PI 299164 LSP AGL",-0.0193662272421498,0.000249412582571362,0.00215165645426003,6.97771497886977e-06,0.888223986445032,18,0.191502174421564,0.772942553713046,0.110441621591688,0.928909792400581
188,"PI 299165 AGL",-0.00593147218903123,-0.000571636050052685,0.00100739702536216,7.44499539519053e-05,0.908925866552656,14,0.684950304423861,0.508154283348239,0.447202869822973,0.342383556394609
189,"PI 299177 LSP AGL",-0.00370584294697833,-0.000770396792844449,0.000753776574573385,9.56628488025486e-05,0.929213969286271,16,0.769612565667962,0.305775958705022,0.510509613738686,0.161334153721969
190,"PI 299237 LSP AGL",-0.0268721348286821,0.000825167601860162,0.00272882335398021,-3.56358151601904e-05,0.841451691579023,18,0.196851525331985,0.495969151548742,0.149335413089989,0.745453390539099
191,"PI 299289 AGL",-0.00863933562557036,-0.000166720222180364,0.00104788470111536,5.40170593290624e-05,0.883224738562538,18,0.617180888095168,0.869236434762626,0.503987568468653,0.557216115424884
192,"PI 299312 AGL",-0.00278539986227984,-0.000539535552476892,0.000611213686666287,8.01968745257474e-05,0.841976537545292,18,0.873047680735217,0.601035114942063,0.69820988059444,0.391035520366081
193,"PI 299345 AGL",0.0117127862907215,-0.00149202104214593,-0.000587174696803831,0.000158327769153622,0.877514463502709,15,0.422819487697416,0.0873607447121744,0.656248441428027,0.0463546988101113
194,"PI 299351 LSP AGL",-0.00842639295821231,-0.000347519702356246,0.00106831437534983,6.73608346263893e-05,0.858055769662786,17,0.627318899177835,0.733921299767737,0.497006103308905,0.468008663330854
195,"PI 299366 LSP AGL",-0.0105875378485124,-0.000219161260282621,0.00154337790296919,3.75006103938456e-05,0.832511227712342,14,0.497087360441935,0.811333224108675,0.275623082254426,0.652196455048778
196,"PI 299375 LSP AGL",-0.00837217686940732,-0.000446443607450609,0.00118380021172272,6.69041761063361e-05,0.882302688514024,16,0.597333406121439,0.633670480251515,0.409480968064581,0.430323053671265
197,"PI 300250 LSP AGL",-0.0338358797452782,0.00106926294543499,0.00353491446230971,-7.23954999179124e-05,0.902233139438817,15,0.0277198462455151,0.227498985920959,0.0118431441065757,0.365928947724219
198,"PI 302398 LSP AGL",-0.0291002646903616,0.000879088197143337,0.00302890917894759,-4.3398737736565e-05,0.789107800539438,18,0.153846770069825,0.461966864399451,0.101964925516346,0.687833014571589
199,"PI 308614 LSP AGL",-0.00136906320678858,-0.000778193083099061,0.000615675198753022,9.24901662616028e-05,0.892912733404691,14,0.924949008237579,0.365702553584055,0.640162527582649,0.236778129097204
200,"PI 311107 LSP AGL",0.00242734418841492,-0.00100203133727171,0.000256010422597009,0.000112619122905077,0.859717620371075,14,0.870514454399223,0.25715874279954,0.849288604487255,0.161062374334267
201,"PI 312175 LSP AGL",0.0147402260180952,-0.0016200630740261,-0.000975308272199223,0.000176185295445771,0.902872490131382,15,0.313856521492279,0.0640190359440672,0.461232339170575,0.0276159539359114
202,"PI 320935 LSP AGL",-0.0149118019575383,-0.000209048176392195,0.00165465231623994,5.47554127465923e-05,0.905047187984968,16,0.288161909443176,0.79972300870522,0.1939083618699,0.464119630899722
203,"PI 320936 LSP AGL",0.00858215031188934,-0.000897091629683178,-0.000437041769086613,0.000124661072525105,0.744896134831428,18,0.728549018032033,0.538808211573099,0.845127318957104,0.347041315799602
204,"PI 320937 LSP AGL",0.00843888549252468,-0.000870618190515328,-0.00058884912003816,0.000125576565583341,0.775930798026366,18,0.750581316888583,0.578697761617833,0.806283860396001,0.377450310056842
205,"CN 105866 AGL",0.0106164835913206,-0.00143945956990526,-0.000572438497948284,0.000157670765483116,0.849171243163221,15,0.5427586502489,0.165269564552206,0.716325693560005,0.0946544570779424
206,"PI 320941 LSP AGL",0.00111849260683858,-0.00106683547743049,0.000232856754620124,0.000126521973355296,0.894593091352068,16,0.946333308577471,0.281208265182356,0.876950640964445,0.159751608958523
207,"PI 320945 LSP AGL",-0.00769690948954336,-0.000489304118950988,0.00115850808515628,6.59290508000239e-05,0.901749208476495,15,0.608686889439867,0.581615856761089,0.395217778552489,0.412506736616998
208,"PI 320946 LSP AGL",-0.00431454966299667,-0.000784990121100392,0.000908197797863762,9.29809916708555e-05,0.914866770645559,16,0.753156045967311,0.335490920720948,0.464862727261878,0.208312439410064
209,"PI 320952 LSP AGL",0.00903032618739247,-0.00098004092457496,-0.000534550047642573,0.000123776303250695,0.873265619668624,16,0.496083754293107,0.212710124231312,0.655779564573846,0.0846019877945052
210,"PI 320953 LSP AGL",0.0244442574670349,-0.00210165321616512,-0.00191937105487955,0.000222010468249412,0.897618149272105,15,0.0889618189929212,0.0146293816634009,0.138640483305637,0.00484075019461023
211,"PI 320954 LSP AGL",0.016556688015821,-0.00161028601941483,-0.00118344897094704,0.000180501647882855,0.879243843175851,17,0.233574458755257,0.0526059617897362,0.34504811334319,0.017432544487649
212,"PI 329157 LSP AGL",-0.0206240966637089,0.000300307470733333,0.00214629563389334,1.24167317451209e-05,0.871772494496885,18,0.200928468985602,0.750582573642707,0.142425708482564,0.884578132227926
213,"PI 329167 LSP AGL",-0.0150575425341762,2.8890312774893e-05,0.00166477529692542,3.56774661236326e-05,0.878190149216615,18,0.334015899841991,0.974814367870563,0.238904949397721,0.667128731642717
214,"PI 339266 LSP AGL",-0.0346072475453238,0.00109931620563208,0.00330714287907835,-5.21229207273332e-05,0.898848030784827,18,0.0485570380885114,0.280269969388605,0.0378046249476578,0.570229137616576
215,"PI 339283 LSP AGL",-0.00515457798521889,-0.000654360949824689,0.000980301654519083,7.98651536076633e-05,0.860827064013668,14,0.746079932055517,0.486705002821429,0.496401154016794,0.349079125644377
216,"PI 339285 AGL",-0.0114001426587103,-0.000313416812443762,0.00149197670696397,5.21779403035872e-05,0.862331135661166,14,0.480883252584151,0.74206076719464,0.309318694324093,0.545719438556096
217,"PI 339289 LSP AGL",-0.0274635728970396,0.000589743685544237,0.00272317539354663,-1.24850880269966e-05,0.853333962787908,18,0.161070509968315,0.606860766943375,0.125882422517881,0.904240800123618
218,"PI 339292 LSP AGL",-0.00939241757106772,-0.000389070729007528,0.00106054901936134,7.81952771009663e-05,0.890183653286532,18,0.571894411864956,0.691209136820542,0.480920430704968,0.379577801812183
219,"PI 339296 AGL",-0.001049101071253,-0.000833033172626653,0.000199334018817358,0.000127376580205,0.869741004602261,18,0.959953118512137,0.499394878850032,0.916121810371777,0.256669777845173
220,"PI 343026 LSP AGL",-0.00712384912495397,-0.00041595028427174,0.000871534848188378,8.06865914390998e-05,0.889172984851435,17,0.652558253167772,0.655963448712309,0.54298052088526,0.341655753307854
221,"PI 345627 LSP AGL",0.0156712122506671,-0.00150057271810119,-0.00110151645730546,0.000168935376764551,0.900556294186646,18,0.185617324692412,0.0345524030472909,0.301594648700196,0.00939000428543002
222,"PI 358602 LSP AGL",0.0165563161908036,-0.00172315564734002,-0.00123583866225374,0.000192786168111139,0.893931534903409,17,0.303697620964899,0.0716262437346541,0.395793567346054,0.0274907463618625
223,"PI 368647 LSP AGL",0.0065822948077408,-0.00121853771371303,-0.000262186716668637,0.000141586252017423,0.883829642827444,18,0.644700661084125,0.152487413156156,0.838859832049017,0.0679468960071447
224,"PI 368651 LSP AGL",0.0100281707217112,-0.00136437804067758,-0.000623981863853649,0.000157827971479996,0.895091407745804,17,0.483736423414888,0.1097139257211,0.629967109761511,0.0430105831144149
225,"PI 370481 LSP AGL",0.00069476919613503,-0.000846446718017327,0.000394092769989984,0.000100148127291024,0.883502372849536,14,0.960534755563383,0.309488679064037,0.756501215169753,0.185885052806703
226,"PI 374116 LSP AGL",0.0118442957880042,-0.00140376079463248,-0.000787746884387959,0.000163441767372926,0.912256754407288,17,0.386038816983166,0.0853566660229081,0.523426646288218,0.0285561382151239
227,"PI 374117 LSP AGL",0.000879163843719565,-0.00104931012320374,0.000314100281158949,0.000125095477717923,0.935844547483292,16,0.940504655501578,0.135673230305874,0.768327038886752,0.0514205561213869
228,"PI 374118 AGL",-0.0171739955848766,3.90114584874328e-05,0.00205944355132187,2.08903699364022e-05,0.930277593003296,15,0.162262403082612,0.956660108479561,0.0659761506566041,0.748073654442491
229,"PI 374120 LSP AGL",0.0101601500195759,-0.00129936852738683,-0.000450206644330382,0.000141894604451645,0.941951551343726,14,0.403262138422454,0.0736764736544746,0.68145637490408,0.0322192273701336
230,"PI 374121 AGL",0.00114606806057691,-0.000891498944442927,0.000257337930092906,0.000114365378652912,0.857858323899124,18,0.949791663073041,0.40900999154417,0.875681621675903,0.243006406770369
231,"PI 379368 LSP AGL",0.00240587324088318,-0.00101181429746317,0.000171018425654672,0.000122042698308899,0.88418875553811,18,0.861744422393236,0.21860048175023,0.891083830327166,0.102935639249985
232,"PI 383682 LSP AGL",0.000599652850416902,-0.000998726108219699,0.000268241233024211,0.000123065767334294,0.878770791633867,16,0.96858046692264,0.26963274788374,0.84552697607933,0.134781463552214
233,"PI 420818 AGL",-0.00436949862770983,-0.000613756771251625,0.000894934814867035,7.66856457587198e-05,0.890748002036611,14,0.763214315243888,0.473797036663343,0.496263989966802,0.324310641166177
234,"PI 420924 LSP AGL",-0.0171768055513032,5.48823397353514e-05,0.00210407492467426,1.55850320388769e-05,0.876274347328754,15,0.205223510127191,0.944925724106197,0.0884566179146068,0.828560474237051
235,"PI 420925 LSP AGL",-0.0386086583613965,0.00139720706361117,0.00412173641061088,-0.000111444405731622,0.915390700325164,14,0.0110442956435662,0.109516379031082,0.00310693758478721,0.158088577853678
236,"PI 420929 LSP AGL",-0.0201834957099504,0.000324398675686465,0.00238730236403086,-9.44492381806777e-06,0.898086843559777,15,0.159716339316417,0.698934119901402,0.0681143956604456,0.900973025228051
237,"PI 426202 LSP AGL",-0.0263538570622161,0.000614274890382363,0.0027469657171461,-2.62861913474774e-05,0.922313597113393,15,0.0533353209131542,0.437784125321605,0.0269670737333053,0.713187692110553
238,"PI 426778 LSP AGL",-0.0125252903079581,-0.000127557683429058,0.00142983638173094,4.63961857640724e-05,0.914390940742633,18,0.331109243352206,0.866354561438788,0.220961634848861,0.499276520011796
239,"PI 426784 LSP AGL",-0.014045108184202,0.000202894218462475,0.00163717555671933,2.58472161036931e-05,0.81740181871388,18,0.500827131832877,0.868818410091383,0.386441225452026,0.816296027649254
240,"PI 426797 LSP AGL",-0.0199438932901738,0.000427452901364833,0.00222206942942461,6.03358617131088e-07,0.836135504405085,18,0.336010348969303,0.726103130693916,0.236709762904144,0.99563233398127
241,"PI 426807 LSP AGL",-0.0180360773159292,4.91285064151353e-05,0.00209727061684445,2.2180488564689e-05,0.901374501246081,16,0.170892106732883,0.94910687315681,0.0802652128396165,0.75044886239076
242,"PI 431618 LSP AGL",-0.0141506479827362,5.99121693738729e-05,0.00153604784728378,3.74686457110618e-05,0.821123261205937,18,0.542807222850876,0.965162221288082,0.465150282180373,0.762611796164667
243,"PI 431622 LSP AGL",-0.00732077055735118,-0.000467775149852473,0.00102070752700489,7.28110593457285e-05,0.903392060263875,17,0.613791309390673,0.585648955164306,0.437019642634215,0.349121631453425
244,"PI 431630 LSP AGL",-0.000379759976470184,-0.0010523938318443,0.000363801448073234,0.000124373257818924,0.86370558060258,18,0.980843883205628,0.263750312634395,0.799148732380974,0.145818619961742
245,"PI 431633 LSP AGL",-0.0294545069174199,0.000922167918950214,0.00291488029547552,-4.04103367150506e-05,0.908658775374543,18,0.0589156021886258,0.309436424253359,0.0395685408881774,0.621322383898002
246,"PI 431636 LSP AGL",-0.0178092599693948,7.90272754236035e-05,0.00191025978386562,2.9778527815499e-05,0.890834234258113,18,0.236493905567981,0.928532830868167,0.16170831160517,0.709198690879651
247,"PI 431643 LSP AGL",-0.0207567419467097,0.000274773586995133,0.00213405808109047,1.53947028277763e-05,0.893776708795691,17,0.175501692621575,0.759141308390897,0.124655186152813,0.849502496785246
248,"PI 431662 LSP AGL",-0.00833428878063494,-0.00036803851832173,0.00105027711354507,6.91087744403453e-05,0.915487097075272,17,0.542908871431075,0.648888314327784,0.397285727337323,0.34607142403832
249,"PI 431663 LSP AGL",-0.0204579805862555,0.000277569913848504,0.00214170817069999,9.90262245213629e-06,0.920641635426718,16,0.130373184991583,0.723875974054121,0.0815756919412964,0.889381625672737
250,"PI 431679 LSP AGL",-0.00203339512170782,-0.000690152648996845,0.000362978563290131,0.000104027700478035,0.942996985469602,17,0.866381747903651,0.336267223878349,0.73970991672703,0.111840761620369
251,"PI 431684 LSP AGL",-0.00128026780381165,-0.000908681994053962,0.000398954836693995,0.000116758253319271,0.940996832657745,15,0.920329990493405,0.232123956359692,0.730827591604458,0.0926164344375099
252,"PI 431705 LSP AGL",-0.0231436171778186,0.000476569619203376,0.00238135530561095,-5.96285808328406e-06,0.90228444380541,17,0.161271287799027,0.620516092700236,0.112408153081627,0.945414397044262
253,"PI 431710 LSP AGL",-0.00699295137863002,-0.000461262729192016,0.000891776251579536,8.03054645225558e-05,0.908321078984795,17,0.634760590082457,0.59585167885571,0.503391129528113,0.309333881816611
254,"PI 431714 LSP AGL",-0.00364120199305618,-0.00067022835792551,0.000646186797699987,9.46962755979097e-05,0.926247120049561,18,0.765811823540187,0.355242172255834,0.559344032722558,0.151334763532767
255,"PI 431717 LSP AGL",0.00253436287893148,-0.00108978873276097,5.34623813061496e-05,0.000134451627229672,0.9154388604762,16,0.853205646416848,0.181032826750292,0.965598453046667,0.070648333494622
256,"PI 431728 LSP AGL",-0.00331697132030786,-0.000632908285114853,0.000524211009260773,9.83019240902279e-05,0.913696288190936,18,0.813731189485584,0.44684478252204,0.680998177838916,0.194712863359809
257,"PI 431731 LSP AGL",-0.011519655157505,-0.000177240083170052,0.00136322791252077,5.04787998917568e-05,0.898807316723674,18,0.424299371914538,0.834541648523337,0.296935477944139,0.51149072263504
258,"PI 431739 LSP AGL",-0.0265547958292688,0.000773678182116785,0.00266671192525871,-2.94292137273144e-05,0.870973941128271,18,0.104381382714853,0.418995247485647,0.0724820370654202,0.73369532521997
259,"PI 431753 LSP AGL",-0.0178160943675963,0.000144436010735136,0.00186834817975155,2.62287743579674e-05,0.872190206098154,18,0.346167160131926,0.896096424225153,0.275974268495496,0.793458077246543
260,"PI 431756 LSP AGL",-0.00957580497316686,-0.000387737195249379,0.00115543945260748,6.93744452878155e-05,0.937212083631148,17,0.408687004878192,0.56979535513216,0.271693796993744,0.263734157846557
261,"PI 431809 LSP AGL",-0.00485849731176383,-0.000669931246736684,0.000718743229190921,9.85400087310181e-05,0.819786141076874,17,0.800881235369455,0.554815251348699,0.680401454374781,0.33906370587216
262,"PI 431824 LSP AGL",-0.023031757110405,0.000332316435859975,0.00237782415295021,6.88301805823639e-06,0.900152073197431,17,0.141209902244583,0.716405101461123,0.0940579493692507,0.933682900062994
263,"PI 431863 LSP AGL",-0.0176067472079164,0.000233313394681921,0.00190310691494634,1.35643465422751e-05,0.892753552023515,16,0.206392110481012,0.774927862744514,0.132434373881601,0.854313773587184
264,"PI 431873 LSP AGL",0.000871809044677117,-0.00108959991747193,0.000246168682398708,0.000129488876685396,0.897857762146374,16,0.954731932647284,0.23231487169186,0.859460122488414,0.119046494236288
265,"PI 431884 LSP AGL",-0.0145127891696391,-0.000167701183755062,0.0015748036022418,5.41286518307596e-05,0.881410098631599,17,0.39459613516118,0.867279223420413,0.307262688424872,0.551225645897944
266,"PI 431888 LSP AGL",0.00691857006437929,-0.00141837038546326,-0.000307557616891488,0.000160171145090077,0.923660484560258,15,0.620933996116489,0.0902016698029366,0.807863934127063,0.0360924892661246
267,"PI 431923 LSP AGL",0.00124987919128883,-0.000991912024378569,0.000252586654147236,0.000118213026554571,0.908183660194827,15,0.933109064603601,0.261680737979284,0.851368226222664,0.141619998916983
268,"PI 431980 LSP AGL",-0.0138678678033035,-0.000105740228597897,0.00148034119997586,5.13985209034268e-05,0.916587551782424,17,0.327869156391035,0.899063445964865,0.248736784608801,0.49617651248931
269,"PI 432000 LSP AGL",-0.0019471822538192,-0.000955275800498495,0.000477984526924174,0.000119004899346894,0.917575015629968,15,0.901608862181205,0.303723505290845,0.737606076490986,0.159598183046028
270,"PI 432001 LSP AGL",-0.0183052850949491,0.000130512097583806,0.00198633944416318,2.17432351988842e-05,0.92679279324887,16,0.195770687961213,0.873992138685522,0.122799259922604,0.770889333571469
271,"PI 432002 LSP AGL",-0.00383038767496736,-0.00076505757279177,0.000695861948438662,9.78847663439204e-05,0.906793551933731,15,0.790865932339912,0.371152020290976,0.594759122709178,0.208192929841509
272,"PI 432005 LSP AGL",-0.0232305883996001,0.000456636113798841,0.00250647673959537,-1.07540606361939e-05,0.889228655320805,16,0.0899287111997226,0.567034056933299,0.0444246745511242,0.881479118137194
273,"PI 432028 LSP AGL",-0.0112488500758782,-0.00020633704278396,0.00131445199789098,5.30001593266683e-05,0.916488225084682,16,0.421356484559324,0.801544385884114,0.300401440671891,0.477101937254174
274,"PI 432033 LSP AGL",-0.00706079449941665,-0.000403883818445871,0.000870179759662092,7.685026117796e-05,0.922255579465088,17,0.585315074176683,0.597106456399311,0.45769021019329,0.268705988051521
275,"PI 432085 LSP AGL",-0.0132073938041884,-0.00027264942872008,0.00161263921505594,5.43000985589467e-05,0.896783338419973,17,0.319320504833517,0.727067817488237,0.180417495888678,0.443097013239912
276,"PI 432106 LSP AGL",-0.00970195345661992,-0.000325882409001188,0.00117151740954446,6.61793100780413e-05,0.880473750440251,18,0.55442336426387,0.736147977105402,0.430767594896298,0.450700964255865
277,"PI 432124 LSP AGL",-0.00177686818322936,-0.000906907220391058,0.000431271444759674,0.000119759611549978,0.897133107823962,17,0.901243050308399,0.286290178885959,0.73918295472786,0.122061175870583
278,"PI 432145 LSP AGL",0.00773308950339426,-0.00135844277249099,-0.000442056647269697,0.000158703377248216,0.937651711118721,16,0.600180990726199,0.122025799903422,0.740552936019049,0.0479955364641025
279,"PI 432147 LSP AGL",-0.0193383231779523,0.000271877210922972,0.0019584437322901,1.66623976926124e-05,0.931715487280202,17,0.146083519260975,0.72685391319486,0.10489526692397,0.813039587876251
280,"PI 432184 LSP AGL",-0.00879776408978665,-0.00049285193893811,0.00104446784910935,8.44900185754407e-05,0.880168650218275,17,0.573872011810424,0.593659056014741,0.460817122717276,0.313882740823595
281,"PI 432188 LSP AGL",-0.0209531988674078,0.000371194863921636,0.00214337325848502,9.26116997424309e-06,0.850240021754437,18,0.270230672849463,0.739196311665372,0.213326256069833,0.926881174931286
282,"PI 432190 LSP AGL",-0.000249148079621537,-0.000676993974461787,0.00028985175406876,0.000100502310072539,0.878574595159501,18,0.987119278278703,0.458863776346177,0.835490153508471,0.226478881215489
283,"PI 432201 LSP AGL",0.00874196348133064,-0.00127967814255547,-0.000582411446081017,0.000158342352680353,0.859994789020901,18,0.628140524570163,0.231936757044549,0.721643776898351,0.105305422160274
284,"PI 432212 LSP AGL",-0.0223451467975335,0.000389901429752417,0.0022843991411977,1.70873853565379e-06,0.930787998926754,17,0.0923941267819482,0.613032678709518,0.0581805302155836,0.980436990007662
285,"PI 432236 LSP AGL",-0.0184608254018203,0.000186989369570925,0.00194948091605634,1.91834578191809e-05,0.930334683127886,16,0.178547073075283,0.815917986892611,0.117660508715994,0.79203958520135
286,"PI 432245 LSP AGL",-0.024482225799103,0.000550772724770252,0.00250349442303186,-8.99635298068245e-06,0.897027039281176,17,0.102611037562537,0.529404479162248,0.0660602565070231,0.909516912708923
287,"PI 432271 LSP AGL",0.00813353464497456,-0.00110150495974262,-0.000553467231361286,0.000142212878512693,0.866074334653208,17,0.615833991312237,0.252459939295989,0.705559601979373,0.10483565287248
288,"PI 432286 LSP AGL",-0.0088308989543085,-0.000269005635340144,0.00122279756172653,5.03512575546818e-05,0.914310775770528,14,0.527735798277345,0.7439258820224,0.334995830808199,0.500242111710715
