"Entry","Name","Expt","ExptShort","MacroEnv","DTF","Tb","Pc","Tf_0","Tf_5","Tf","Pf_0","Pf_7","Pf","PTT","PTT_0","predicted_DTF_Tf","predicted_DTF_Pf","predicted_Pf","predicted_Tf"
213,"PI 329167 LSP AGL","Marchouch, Morocco 2017","Mo17","Mediterranean",114.666666666667,-10.3452017093935,7.37795422424005,1279.5,701.166666666667,2476.1,1276.4,466.733333333333,423,9167.3,14231.6,110,118,440.933500833882,2368.86290147884
213,"PI 329167 LSP AGL","Metaponto, Italy 2016","It16","Mediterranean",133.333333333333,-7.1217729197929,7.60131886077952,1356.56666666667,683.233333333333,2315.63333333333,1408.5,465.833333333333,384.833333333333,7032.93333333333,14603.5,136,144,440.933500833882,2368.86290147884
213,"PI 329167 LSP AGL","Metaponto, Italy 2017","It17","Mediterranean",138.666666666667,-6.5845347881928,7.48963654250979,1457.8,757.8,2379.6,1473.8,493.8,425.3,7475.3,15593.1,139,142,440.933500833882,2368.86290147884
214,"PI 339266 LSP AGL","Rosthern, Canada 2016","Ro16","Temperate",44.6666666666667,-26.9759916337092,6.53410180781238,760.333333333333,527,2019.2,749.1,422.433333333333,444.2,19283,12268.7666666667,48,48,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Rosthern, Canada 2017","Ro17","Temperate",41.3333333333333,-28.3614127644647,6.4691396111185,702.866666666667,491.2,1903.46666666667,693.433333333333,397.1,419.566666666667,18865.1,11512.7,42,41,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Sutherland, Canada 2016","Su16","Temperate",46,-26.0523775465388,6.64237213563551,753.2,518.2,1977.7,736,407,423.8,17880.6,11842.4,45,45,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Sutherland, Canada 2017","Su17","Temperate",43,-26.9759916337092,6.85891279128179,675.6,455.6,1862.5,698.9,390.9,397.1,16849.5,10772.2,45,45,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Sutherland, Canada 2018","Su18","Temperate",42,-26.9759916337092,6.44748554555387,730.333333333333,515.333333333333,1890.26666666667,689.466666666667,388.466666666667,412.233333333333,18159.4666666667,11747.7,43,43,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Central Ferry, USA 2018","Us18","Temperate",53.5,-18.663464849176,6.83725872571716,789.2,516.7,1806.35,739.366666666667,382.366666666667,383.45,12845.8,11438.4,51.3333333333333,51.6666666666667,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Bhopal, India 2016","In16","South Asia",77,-2.96202536728017,6.44748554555387,1336.5,946.5,1567.6,751.666666666667,364.333333333333,340.1,6858.1,12918.4666666667,58.3333333333333,58,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Bhopal, India 2017","In17","South Asia",69.3333333333333,-2.03841128010982,5.79786357861505,1474,1122.33333333333,1617.36666666667,752.3,259.966666666667,344.533333333333,7935.03333333333,15778.8666666667,84,83,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Jessore, Bangladesh 2016","Ba16","South Asia",76,-2.500218323695,6.2309448899076,1411.3,1026.3,1603.8,823.9,284.9,344.1,7171,15104.2333333333,91,91,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Jessore, Bangladesh 2017","Ba17","South Asia",82.6666666666667,-3.42383241086534,5.55966885740415,1695.2,1276.86666666667,1981.63333333333,906.4,320.733333333333,441.233333333333,10485.4666666667,18399.3666666667,81,78,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Bardiya, Nepal 2016","Ne16","South Asia",106,-3.42383241086534,6.10102049651983,1870.2,1330.2,2240,851.033333333333,393.7,482.2,10041.3,14695.8666666667,59,58.6666666666667,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Bardiya, Nepal 2017","Ne17","South Asia",120.666666666667,-2.500218323695,6.05771236539058,2270.66666666667,1667.33333333333,2572.33333333333,1278.66666666667,434,547.7,11696,24081.6666666667,90,96,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Cordoba, Spain 2016","Sp16","Mediterranean",118.333333333333,-2.96202536728017,7.55184288934986,1419.86666666667,823.2,1773.36666666667,1276.6,441.266666666667,375.466666666667,5927.43333333333,15538.1666666667,125,126,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Cordoba, Spain 2017","Sp17","Mediterranean",126,-3.88563945445051,7.72507541386688,1394.6,759.6,1888.1,1379.3,490.4,398.3,6186,15411.9,127,129,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Marchouch, Morocco 2016","Mo16","Mediterranean",130,-2.500218323695,7.66011321717299,1514.6,859.6,1842.1,1388.5,471.5,385,5496.9,16136.5,134,136,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Marchouch, Morocco 2017","Mo17","Mediterranean",120.666666666667,-5.7328676287912,7.70342134830225,1375.96666666667,767.633333333333,2073.46666666667,1354.33333333333,502.666666666667,417.1,7276.33333333333,15484.9666666667,113,120,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Metaponto, Italy 2016","It16","Mediterranean",134.666666666667,-2.96202536728017,7.96327013507778,1378.1,698.1,1780.9,1425.9,473.9,342.9,4926.1,14884.7,143,148,412.410282667827,1904.53973382954
214,"PI 339266 LSP AGL","Metaponto, Italy 2017","It17","Mediterranean",141.333333333333,-2.500218323695,7.83334574169001,1508.93333333333,795.6,1865.63333333333,1509.23333333333,510.566666666667,391.7,5432.33333333333,16272.9,144,146,412.410282667827,1904.53973382954
215,"PI 339283 LSP AGL","Rosthern, Canada 2016","Ro16","Temperate",45,-76.9746565843408,6.93850862673084,768,533,4385.86666666667,754.633333333333,425.633333333333,428.566666666667,40054.2666666667,12396.3666666667,52,52,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Rosthern, Canada 2017","Ro17","Temperate",44.3333333333333,-80.058477310051,6.90932405084105,756.9,530.233333333333,4386.2,743,425.666666666667,429.8,41584.1333333333,12406,45,45,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Sutherland, Canada 2016","Su16","Temperate",50.3333333333333,-74.9187761005341,6.98714958654716,836.2,579.533333333333,4682.03333333333,807.5,448.166666666667,448.833333333333,40994.7,13211.9333333333,48,49,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Sutherland, Canada 2017","Su17","Temperate",50,-76.9746565843408,7.0844315061798,780.133333333333,525.133333333333,4705.9,814.466666666667,457.466666666667,453.133333333333,41854.3666666667,12499.4333333333,47,48,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Sutherland, Canada 2018","Su18","Temperate",46.6666666666667,-76.9746565843408,6.89959585887778,836.866666666667,598.533333333333,4506,766.566666666667,432.933333333333,437.7,41424.2666666667,13508.4666666667,46,46,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Central Ferry, USA 2018","Us18","Temperate",56,-58.4717322300799,7.07470331421653,842.3,557.3,4175.2,794.1,395.1,390.866666666667,28788.0666666667,11893.9333333333,59,61,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Bhopal, India 2016","In16","South Asia",NA,-23.5217640053648,6.89959585887778,1530.4,1095.4,3576.8,946.2,337.2,345.9,14268.1,16690.5,105,104,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Bhopal, India 2017","In17","South Asia",NA,-21.465883521558,6.60775009997987,1769.8,1339.8,3615.9,923,321,354.7,14921.1,19001.4,104,102,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Jessore, Bangladesh 2016","Ba16","South Asia",NA,-22.4938237634614,6.80231393924514,1949,1424,4310.8,1138.8,403.8,424.5,17446.5,21154.9,107,105,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Jessore, Bangladesh 2017","Ba17","South Asia",NA,-24.5497042472682,6.50073998838397,2259.8,1739.8,4813,1144.1,416.1,468,21798.6,25000.4,96,96,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Bardiya, Nepal 2016","Ne16","South Asia",135.666666666667,-24.5497042472682,6.74394478746556,2548.13333333333,1858.1,5936.03333333333,1498.66666666667,532.633333333333,568,24662.1,27902.6333333333,105,111,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Bardiya, Nepal 2017","Ne17","South Asia",128.333333333333,-22.4938237634614,6.72448840353904,2435.16666666667,1793.5,5321.86666666667,1368.26666666667,469.933333333333,505.266666666667,20994.3333333333,26003.9666666667,109,114,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Cordoba, Spain 2016","Sp16","Mediterranean",113.333333333333,-23.5217640053648,7.39573364900424,1333.76666666667,762.1,4023.06666666667,1212.73333333333,412.4,367.166666666667,13208.6333333333,14437.0666666667,123,125,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Cordoba, Spain 2017","Sp17","Mediterranean",121.333333333333,-25.5776444891715,7.47355918471035,1322.2,710.533333333333,4451.2,1318.3,462,404.066666666667,14918.2,14464.5,121,126,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Marchouch, Morocco 2016","Mo16","Mediterranean",113.333333333333,-22.4938237634614,7.44437460882056,1302.73333333333,731.066666666667,3874.56666666667,1186.8,386.5,335.733333333333,11425.8,13572.5666666667,129,134,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Marchouch, Morocco 2017","Mo17","Mediterranean",119.333333333333,-29.6894054567851,7.46383099274709,1355.06666666667,753.4,4927.66666666667,1336.9,494.566666666667,438.7,18123.1333333333,15211.1333333333,108,118,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Metaponto, Italy 2016","It16","Mediterranean",134.5,-23.5217640053648,7.58056929630625,1378.1,698.1,4577.1,1185.93333333333,448.6,394.9,13727.6,13971,101.333333333333,108.333333333333,429.068951949224,4410.57242259917
215,"PI 339283 LSP AGL","Metaponto, Italy 2017","It17","Mediterranean",141.666666666667,-22.4938237634614,7.52220014452667,1514.8,799.8,4731.5,1513.6,512.6,437.9,14806,16350.1,135,141,429.068951949224,4410.57242259917
216,"PI 339285 AGL","Rosthern, Canada 2016","Ro16","Temperate",46.3333333333333,-65.3110500545099,7.00648396018626,799.3,557.633333333333,3956.03333333333,776.8,438.466666666667,438.166666666667,35932.3666666667,12916.2666666667,51,51,421.21322264818,3821.92599049479
216,"PI 339285 AGL","Rosthern, Canada 2017","Ro17","Temperate",45.3333333333333,-68.0331341095637,6.97342105757937,778.966666666667,547.3,3931.13333333333,759.5,435.166666666667,436.366666666667,37025.8,12769.3666666667,45,44,421.21322264818,3821.92599049479
216,"PI 339285 AGL","Sutherland, Canada 2016","Su16","Temperate",51,-63.4963273511407,7.0615887978644,850.466666666667,590.466666666667,4152.26666666667,818.5,454.5,451.266666666667,36096.6666666667,13446.9666666667,48,48,421.21322264818,3821.92599049479
