"Entry","Name","a","b","c","RR","Environments","aP","bP","cP"
164,"PI 290716 LSP AGL",-0.0200966661117619,0.000364110460759808,0.00215084602131296,0.909528913829564,16,6.93084634763051e-23,4.55188445289802e-09,8.52895016874564e-33
165,"PI 297285 LSP AGL",-0.0179547764585425,0.000368058382939823,0.00197201574171101,0.929946340364374,17,5.03764770040437e-24,6.03681186884609e-11,1.73619339439807e-33
166,"PI 297287 AGL",-0.02000495385446,0.000301001975757437,0.00222269874822735,0.93144149450354,17,2.53624165616506e-25,3.48283134084638e-08,2.21471879418903e-35
167,"PI 297754 LSP AGL",-0.021606232020591,0.000416758404199709,0.00220793740659819,0.908541479240445,17,3.29198298793066e-25,3.95683757352373e-11,1.83260163434605e-33
168,"PI 297767 AGL",-0.0186588314401134,0.000278911810606936,0.0021083361803794,0.904219031998122,14,5.87900436098328e-22,8.14524595608935e-07,1.03893714389355e-32
169,"PI 297772 LSP AGL",-0.0188293634433874,0.000217702058274883,0.00223187956847754,0.883970381576619,14,2.358723313671e-20,0.000265763248746593,2.21035491625023e-32
170,"PI 297783 AGL",-0.0208609319334038,0.000520911606904525,0.00224265575259041,0.789784504468004,18,8.03797960821354e-16,3.15870992444587e-08,7.34687624821215e-25
171,"PI 297787 LSP AGL",-0.0226427162933721,0.000402670674914306,0.00233585294665574,0.916263780623004,17,2.48259353499368e-26,8.62675231435348e-11,4.54719173640719e-35
172,"PI 298023 LSP AGL",-0.0235520634015196,0.000485013519330147,0.00234537338539821,0.897400647946047,17,1.49170808893548e-24,1.08183321402401e-11,2.08907104239643e-33
173,"PI 298121 LSP AGL",-0.0203244887734743,0.000557884412499998,0.00201976359081746,0.756522654695524,18,1.4100066096159e-13,8.29710494761954e-08,2.62633823338678e-20
174,"PI 298122 LSP AGL",-0.018807786926827,0.000386014268979355,0.0020062417496772,0.903043236955625,17,1.56693527098532e-22,6.27334236260404e-10,6.8613615777333e-32
175,"PI 298357 LSP AGL",-0.0229516460812199,0.00053848432624815,0.00224255267486591,0.836864868505407,18,2.78861908426883e-15,4.83405979878232e-07,4.38880226247515e-22
176,"PI 298631 LSP AGL",-0.0176135544216575,0.000372743826616048,0.00188976592516891,0.882882840500065,16,3.66587477596465e-19,3.75432165725237e-08,1.84666448289455e-28
177,"PI 298644 LSP AGL",-0.0161000467555376,0.000356925805894411,0.00178508180415297,0.814924358449779,16,4.06512720318245e-16,1.8702109629077e-07,2.38130393080379e-26
178,"PI 298645 AGL",-0.0186780595637616,0.000352709649074115,0.00204631355053636,0.873533885552656,18,2.35096540959561e-19,2.76877854563937e-07,2.37267510911456e-28
179,"PI 298921 AGL",-0.0185243666819379,0.000227269366792418,0.00221041073152091,0.917702820157672,14,9.31459961135412e-23,1.82038542145241e-05,1.44777219148173e-34
180,"PI 298922 LSP AGL",-0.0203479719629292,0.000330824362396125,0.00218391207258324,0.919451871288177,16,3.24341122507776e-23,7.5582176114104e-08,6.7647306546529e-33
181,"PI 298923 LSP AGL",-0.0233777401220667,0.000422889427105487,0.00237865460032664,0.892703754961044,16,3.91165741833748e-25,1.31254350582823e-10,1.3937538837038e-34
182,"PI 299116 LSP AGL",-0.0215137414583074,0.000397322888169298,0.00228346922588771,0.89218630957028,17,5.43710287999131e-22,7.56546491982154e-09,3.84892186418366e-31
183,"PI 299120 LSP AGL",-0.0197751478843949,0.00051421407531561,0.00204763430598212,0.782731169180323,18,7.58134384696389e-14,2.73578325463311e-07,1.03662855675332e-21
184,"PI 299121 LSP AGL",-0.0200193852685803,0.00042342856520237,0.00219499198841,0.807226651020556,18,9.99025910180045e-16,1.26802182919993e-06,3.99283251715086e-25
185,"PI 299126 LSP AGL",-0.0219950254873715,0.00028181249288642,0.002500982751221,0.923031510275722,17,3.67728624101192e-26,4.39151152821899e-07,9.66855938657876e-37
186,"PI 299163 LSP AGL",-0.0196112384438167,0.000287596126723589,0.00219483315652487,0.848735888533923,15,1.32536572229485e-21,1.72097509723989e-06,4.03163122615698e-32
187,"PI 299164 LSP AGL",-0.0206729270229064,0.000326371871042365,0.00227003141556169,0.888256669390989,18,7.3133658969754e-24,3.36850887607858e-08,6.93662152104305e-33
188,"PI 299165 AGL",-0.0198205728334926,0.000249056333877723,0.00226586254155864,0.908641285279404,14,5.9472249113002e-23,1.01525115962763e-05,1.49534256514766e-34
189,"PI 299177 LSP AGL",-0.0215556755537716,0.000286125404239255,0.00236889850898116,0.927800233267809,16,6.24411950535025e-26,8.65336763946131e-07,2.38972975309251e-35
190,"PI 299237 LSP AGL",-0.0201862367757591,0.000433011054925229,0.00212183896691195,0.841071821668752,18,7.2507813586361e-19,7.47217076059911e-09,4.09464682836861e-27
191,"PI 299289 AGL",-0.0187639486848802,0.000427893576259793,0.00196659015225898,0.883360705906392,18,5.50557903193354e-20,2.99446896592442e-10,2.599088414537e-28
192,"PI 299312 AGL",-0.0177489903456568,0.000345993235384314,0.00196538188146409,0.845012215879999,18,3.43125599617063e-17,1.97515459407786e-06,4.35640960468431e-26
193,"PI 299345 AGL",-0.0178222798765997,0.0002528717765067,0.00208943492759332,0.877789465853983,15,5.484356124692e-20,4.03252831182919e-05,4.6713576094829e-31
194,"PI 299351 LSP AGL",-0.0210035148428285,0.000394787443791413,0.00220842740531735,0.859900860083443,17,6.86931502583123e-21,1.8944639455005e-08,4.76487433795899e-30
195,"PI 299366 LSP AGL",-0.0175835092943151,0.000194223351920795,0.00217726983321083,0.831035748551816,14,1.03354324332201e-19,0.000691450741149904,1.50124378355832e-32
196,"PI 299375 LSP AGL",-0.0208555823076871,0.000292386883004097,0.00231343375461661,0.883117026020993,16,8.1848460618101e-22,1.09396048967364e-05,1.63483758961817e-31
197,"PI 300250 LSP AGL",-0.0202819722255075,0.000272444516367288,0.00230519446105381,0.900993140688851,15,3.20097820534714e-23,4.10347256140222e-06,3.31144117609875e-33
198,"PI 302398 LSP AGL",-0.0210039610088963,0.000400686107659163,0.00229531819616198,0.785789230682485,18,2.98967006148835e-18,5.16776929791738e-07,2.77276097398619e-28
199,"PI 308614 LSP AGL",-0.0186377658747503,0.000240987291361112,0.00218113956825896,0.894057348393166,14,9.07269093640726e-22,1.52159235814428e-05,3.90801670975672e-33
200,"PI 311107 LSP AGL",-0.0185824516474567,0.000239415454123565,0.00215966885510441,0.860824281332705,14,3.45970898025249e-21,3.11738777395427e-05,6.38349445034462e-33
201,"PI 312175 LSP AGL",-0.0180901745257858,0.000318266002025047,0.00200613904121661,0.899532553397508,15,5.72343922796382e-20,6.79143755245391e-07,8.52354991131077e-30
202,"PI 320935 LSP AGL",-0.0251267637956306,0.000394543200563173,0.00258021096482159,0.904158117053963,16,1.40600905147771e-28,8.44181972142412e-11,2.39462547600143e-38
203,"PI 320936 LSP AGL",-0.0146929985779239,0.000476703476989954,0.00167281340618324,0.753221434044265,18,4.17112990362379e-10,6.93537011196526e-07,1.7323860928115e-18
204,"PI 320937 LSP AGL",-0.0150095240400975,0.000514304117749414,0.00153553660572002,0.783727327456782,18,2.21552326966971e-09,1.26567042624008e-06,3.47784181726453e-15
205,"CN 105866 AGL",-0.0188167685522907,0.000299066558116939,0.00209345346526248,0.855963158223485,15,7.12179796540085e-18,2.4605695289999e-05,5.32051750870843e-28
206,"PI 320941 LSP AGL",-0.0224568883233348,0.000329068903929619,0.00236882457908584,0.893237093612247,16,1.12502630035898e-21,4.69299159085113e-06,5.07679491270642e-29
207,"PI 320945 LSP AGL",-0.0200081318247158,0.000238503698250544,0.00227311164834916,0.90376043051575,15,1.90402360485329e-22,4.39545821577527e-05,8.19203758366227e-33
208,"PI 320946 LSP AGL",-0.0216639716979194,0.000241913037615667,0.00247804064710352,0.917180037333275,16,1.30930174785964e-24,5.5132038949924e-05,1.00098594719084e-34
209,"PI 320952 LSP AGL",-0.0140796297020889,0.000384003811151592,0.00156033064525904,0.872291210875149,16,2.25293727933961e-18,4.70349549991266e-11,1.77647807362791e-28
210,"PI 320953 LSP AGL",-0.0170067472366316,0.000344955727054366,0.00183809650024497,0.88158413716923,15,1.34482061338905e-19,1.99068283073466e-08,2.21074007685251e-29
211,"PI 320954 LSP AGL",-0.017119209998288,0.000381024402307545,0.00186612491451053,0.878489693254039,17,3.19808729888372e-20,1.38950912281419e-09,3.82236233526975e-30
212,"PI 329157 LSP AGL",-0.0229374564063867,0.000437153527044213,0.00235593590025815,0.87201714215252,18,3.08244216694267e-23,2.93498036047158e-10,7.7444967072848e-32
213,"PI 329167 LSP AGL",-0.021713870985318,0.000422143467811377,0.0022679156791417,0.878960732434202,18,3.7968298589384e-23,3.50971945105863e-10,2.23153973308867e-32
214,"PI 339266 LSP AGL",-0.0248747461352485,0.0005250612430066,0.00242476980334034,0.899446443665732,18,2.28545798323856e-23,2.12191341484361e-11,1.7481051087711e-30
215,"PI 339283 LSP AGL",-0.020070801220386,0.000226727940091435,0.00233062773583846,0.860438432828866,14,5.39059617456814e-21,0.000194769484293033,5.84590891949759e-33
216,"PI 339285 AGL",-0.0211344039020111,0.000261648185361784,0.00237409451135691,0.862743976469514,14,6.07431771271005e-22,3.17485479673697e-05,1.91680473292563e-32
217,"PI 339289 LSP AGL",-0.0251386327854654,0.000452300650967433,0.00251219322092812,0.853000410808503,18,3.28724554161935e-21,2.86321267408958e-08,3.18234445433259e-29
218,"PI 339292 LSP AGL",-0.0239812744676989,0.000472832953343335,0.00238246827099072,0.889420841285306,18,1.25086037261002e-23,1.13884518995782e-10,6.80078485768377e-32
219,"PI 339296 AGL",-0.0248517833437965,0.000569979248013431,0.00235831453705392,0.869158783627052,18,3.42956691193781e-20,5.59075132229385e-10,1.41888537993733e-26
220,"PI 343026 LSP AGL",-0.022176433171952,0.000473491113128601,0.00223542142642773,0.889899907637797,17,1.37524497528006e-23,1.65904001778734e-11,1.28900694566225e-32
221,"PI 345627 LSP AGL",-0.0158749471673992,0.000364338013670939,0.00175454114155274,0.900385161983136,18,5.33215341551477e-21,1.88963465835407e-10,4.02534237129449e-30
222,"PI 358602 LSP AGL",-0.019616978109381,0.000401864071707317,0.00204434285377282,0.886467895861798,17,1.08470890665773e-21,8.98964183744938e-10,1.27923134453612e-29
223,"PI 368647 LSP AGL",-0.0198568238842145,0.000344460670140536,0.00213150073182716,0.881210934481337,18,3.76130790362996e-22,4.04156838162312e-08,7.94955649066626e-31
224,"PI 368651 LSP AGL",-0.0194586536104623,0.000374009134255622,0.0020507945337168,0.887451673550701,17,1.08569721513747e-21,1.69802855599288e-09,1.20656652165781e-30
225,"PI 370481 LSP AGL",-0.0179886153010083,0.000257423399112979,0.00208706381762505,0.883986528043146,14,1.70278856503781e-21,4.17470087384381e-06,6.40929864859142e-33
226,"PI 374116 LSP AGL",-0.0186632570612463,0.000398139331099286,0.00197762560823054,0.91241713397765,17,3.8140788067728e-22,8.08458344462458e-11,6.29433098232327e-31
227,"PI 374117 LSP AGL",-0.0224575695363844,0.000329367098842137,0.00242892947983078,0.935258436097091,16,2.44194732787473e-28,1.32145746604917e-09,1.56477236583552e-38
228,"PI 374118 AGL",-0.0210712508243597,0.000269272929494076,0.0024125883622472,0.930673503908713,15,1.42440911118788e-27,6.37908421716169e-08,2.85555721787964e-39
229,"PI 374120 LSP AGL",-0.0163111684638185,0.000264793906743227,0.00194831017345155,0.939330105002592,14,4.16657935849224e-22,1.70343003794582e-07,1.56755774847223e-34
230,"PI 374121 AGL",-0.0201926908965365,0.000371333708677419,0.00218842992905871,0.861423637572816,18,1.10050695632841e-18,1.14321124295093e-06,1.17914536287517e-27
231,"PI 379368 LSP AGL",-0.0203837365882161,0.000335442921504398,0.0022342915694696,0.887150347332659,18,1.29789276477386e-23,2.40743614279471e-08,4.34158165028615e-33
232,"PI 383682 LSP AGL",-0.0223605266182349,0.000358946510974801,0.00234743637976341,0.877396766861523,16,5.50116990873673e-24,3.03132522312132e-08,1.55525766492297e-33
233,"PI 420818 AGL",-0.0186872787221032,0.00023133755339557,0.00219281877571907,0.891197523714074,14,3.58159368456121e-22,2.13549213947524e-05,5.91410083420761e-34
234,"PI 420924 LSP AGL",-0.0200802427376309,0.000226661519353426,0.0023671789206294,0.876702980353765,15,1.51412222002184e-24,1.0171757972251e-05,1.39475310928335e-36
235,"PI 420925 LSP AGL",-0.0177217743102358,0.000170328903259222,0.00222653811420717,0.910825985909527,14,5.19456185642961e-22,0.000577920828574034,1.19176740097449e-34
236,"PI 420929 LSP AGL",-0.0184216030094279,0.000220322058773105,0.002227616977043,0.897649788161902,15,1.5233685072599e-21,0.000139312757000057,4.55310637062195e-33
237,"PI 426202 LSP AGL",-0.0214503306316673,0.000324581005619553,0.00230258458851959,0.922643514701039,15,1.04780230577134e-25,3.11532195719133e-08,1.47136884217429e-35
238,"PI 426778 LSP AGL",-0.0211821554023873,0.000384746048904698,0.002213261415352,0.913356023497508,18,1.11812420009105e-25,1.1749943807358e-10,2.64996244567354e-34
239,"PI 426784 LSP AGL",-0.0188670666514328,0.000487818684847071,0.00207408422394549,0.820213673098971,18,5.78347413091577e-16,1.16249006034979e-08,1.10516828410667e-25
240,"PI 426797 LSP AGL",-0.0200564694983606,0.000434115325391005,0.00223225716512214,0.836189013521361,18,6.45966004240182e-17,3.93447875143276e-07,2.23764256866813e-26
241,"PI 426807 LSP AGL",-0.0221740138645012,0.000293610147482277,0.00247222445750188,0.902227065590221,16,3.33095298843754e-27,4.33260160270765e-08,2.55707511456197e-38
242,"PI 431618 LSP AGL",-0.0211417007706987,0.000473644278071977,0.00216871660418361,0.822910135345129,18,1.04566569121852e-15,8.68579319951237e-07,3.45143917401927e-23
243,"PI 431622 LSP AGL",-0.0209066634877102,0.000336366702024844,0.00225001169773349,0.904522618768269,17,4.14544139906199e-23,4.04601254371696e-07,6.35783131303904e-32
244,"PI 431630 LSP AGL",-0.02358642783184,0.000321037070130101,0.0024638223657647,0.863081014137397,18,3.62407151152438e-23,3.94387215623371e-06,3.17085521930879e-31
245,"PI 431633 LSP AGL",-0.0219152704899047,0.000476761661533539,0.00223172084640455,0.908171827754132,18,4.85407269665498e-23,1.79545705528207e-11,3.65595848595724e-31
246,"PI 431636 LSP AGL",-0.0233650262125622,0.000407259666569501,0.00241367649474525,0.891443038289681,18,3.04544446371986e-25,3.27716513818311e-10,2.05619933302585e-34
247,"PI 431643 LSP AGL",-0.0236287192363758,0.000444475711616858,0.002394282589132,0.893836214544565,17,8.89757706573165e-26,2.53878973665441e-11,4.35754356110578e-35
248,"PI 431662 LSP AGL",-0.0212395939164434,0.000394945899603129,0.00221857913787701,0.915599871270218,17,6.70777815110646e-25,4.37016419841009e-10,1.93813054051489e-33
249,"PI 431663 LSP AGL",-0.0223121417336939,0.000386623240643281,0.00230986399680042,0.920434820141693,16,2.77129804945143e-28,3.82716149899111e-12,1.01236233625712e-37
250,"PI 431679 LSP AGL",-0.0214431519954768,0.000458545043177982,0.0021194906733379,0.942697496960241,17,2.61937269905542e-27,8.0277742365476e-14,1.84729471119932e-35
251,"PI 431684 LSP AGL",-0.0230786282637078,0.000377603789892374,0.00237541293608201,0.936951468648677,15,3.71359149950324e-27,4.72662073367715e-10,1.11312310696338e-35
252,"PI 431705 LSP AGL",-0.0220270767180678,0.000410855475760497,0.00228014804590779,0.902178291026229,17,6.92845358122951e-24,5.00124381914381e-10,1.11694658740947e-32
253,"PI 431710 LSP AGL",-0.0219752964908504,0.00042464874999847,0.00224855605757002,0.90875001818624,17,2.96065276816775e-24,3.33224165135715e-10,5.6586530375531e-33
254,"PI 431714 LSP AGL",-0.0213243176525564,0.000375142386815092,0.00224714227952262,0.926131382792403,18,1.87311039339056e-26,6.09075010324591e-11,4.64560137121101e-35
255,"PI 431717 LSP AGL",-0.0225687553508437,0.000391900649745874,0.00232902006573767,0.91523362987245,16,2.11765385947526e-26,7.69542462636025e-11,6.8230510806112e-36
256,"PI 431728 LSP AGL",-0.0216880609118,0.000450914739128685,0.00218936040959381,0.913610943405936,18,1.09326997488737e-24,3.48454447160729e-12,1.52256651164327e-32
257,"PI 431731 LSP AGL",-0.0209458248713809,0.000379999662351869,0.00221663963157183,0.89947707742498,18,3.00564355034608e-23,3.4487374826724e-09,2.082591030973e-31
258,"PI 431739 LSP AGL",-0.0210820588706425,0.000449445834686561,0.00217059934897532,0.870248317749771,18,3.75867926256672e-22,7.68609500389337e-11,5.54995926687846e-31
259,"PI 431753 LSP AGL",-0.022732509216101,0.000433640541068015,0.00231393895051746,0.872492262601447,18,9.94820528171885e-22,5.90908971799682e-09,3.38979911948007e-29
260,"PI 431756 LSP AGL",-0.0225273824491837,0.00037712028226124,0.00232857888856362,0.935659870419873,17,2.78408113262486e-28,1.07604361519402e-11,2.23774131921932e-37
261,"PI 431809 LSP AGL",-0.0233095663239528,0.000416127764097051,0.00239112991816146,0.823827458106377,17,1.67785912016196e-21,3.9505893940155e-08,1.26878890889664e-29
262,"PI 431824 LSP AGL",-0.0243159105620614,0.000408250510440639,0.00249411268754106,0.900121830330547,17,1.02355784902354e-25,1.00340682114211e-09,6.45628518168061e-35
263,"PI 431863 LSP AGL",-0.0201372601807479,0.000382838751103622,0.00213239197782522,0.893043461087325,16,1.74646593366345e-24,1.31257512711472e-10,1.27399191545084e-34
264,"PI 431873 LSP AGL",-0.0233040681321917,0.000337516942834703,0.00243756585669841,0.893360319634992,16,1.12472309049616e-24,7.64318953287251e-08,4.99338748591005e-34
265,"PI 431884 LSP AGL",-0.0246189514169399,0.000430197366943023,0.00248898234506908,0.881514735635464,17,4.02398452857525e-23,1.19423288024899e-08,2.98312983077816e-31
266,"PI 431888 LSP AGL",-0.0229603664836433,0.000346837842487389,0.00240021519384546,0.920164392996905,15,2.59306598714973e-25,5.2275249018926e-08,1.34408947537256e-34
267,"PI 431923 LSP AGL",-0.0208207703026655,0.00031093195436552,0.0022531576606167,0.90714120848096,15,3.3750152646121e-23,2.20412311554562e-07,4.05581586781435e-33
268,"PI 431980 LSP AGL",-0.0234579479612804,0.000461800194484919,0.00234822255780661,0.915713631400036,17,3.63005238992939e-26,8.70604633226447e-12,3.34523289542289e-34
269,"PI 432000 LSP AGL",-0.0242791474121194,0.000355760069879588,0.00250254349513494,0.912196616307838,15,1.77496733593151e-25,6.33106090161541e-09,1.40467004296654e-34
270,"PI 432001 LSP AGL",-0.0223803142703508,0.000369895214807672,0.00235607930284505,0.926330864532841,16,2.5409795757984e-27,4.24899309529439e-11,1.70594475777099e-36
271,"PI 432002 LSP AGL",-0.022091397912644,0.000313966361771821,0.0023504580424047,0.904776911682623,15,3.92478312008147e-25,9.78331744223439e-08,2.00843523857735e-35
272,"PI 432005 LSP AGL",-0.0212243377066867,0.000338100835154986,0.00232468289287987,0.88842458476649,16,1.0677043477429e-25,3.0757220786596e-09,2.4599826621877e-36
273,"PI 432028 LSP AGL",-0.021158737172062,0.000377751910349694,0.00221282366612097,0.916186189524949,16,5.1548906854186e-25,1.22818072257404e-10,1.6253411694526e-34
274,"PI 432033 LSP AGL",-0.0213986801206813,0.00044387965412141,0.00216862585855312,0.921252856932609,17,3.38574412795737e-26,9.81091229933464e-13,7.02374937587374e-35
275,"PI 432085 LSP AGL",-0.0233247580281741,0.00032685502469334,0.00252833986826661,0.896719083890902,17,8.08071033104607e-27,1.71509086599786e-08,3.56537376430048e-36
276,"PI 432106 LSP AGL",-0.0220586767839067,0.000404084122865157,0.00229091991098956,0.881584094479757,18,2.48476498868826e-22,6.88879482381705e-09,9.79883098883243e-31
277,"PI 432124 LSP AGL",-0.0241202235601496,0.000414291590689411,0.00245460911618293,0.898700012324359,17,1.33604671139498e-26,1.51586016960757e-10,1.07588199201048e-35
278,"PI 432145 LSP AGL",-0.0219235016055319,0.000389972617308502,0.00224753244197509,0.937663835241434,16,1.68380166541763e-24,4.65694487434872e-10,1.76548773446217e-33
279,"PI 432147 LSP AGL",-0.0224396693830757,0.000455568356746475,0.0022395270356406,0.931399674591687,17,1.16487514085685e-26,2.73275268926111e-13,2.77937379930989e-34
280,"PI 432184 LSP AGL",-0.0245609290366424,0.000439249548744609,0.00247192603163358,0.879848398208853,17,1.54958989076874e-25,2.27410182980104e-10,2.48125576605304e-34
281,"PI 432188 LSP AGL",-0.0226809871267918,0.000473280260332098,0.0022999277941916,0.850556466867974,18,1.26459374030776e-20,2.49448552136436e-09,2.99226302447773e-29
282,"PI 432190 LSP AGL",-0.0190001151674639,0.000431722626322349,0.00198789941315442,0.880373019606539,18,1.25453761010656e-20,3.83390853527448e-10,1.57404447070082e-29
283,"PI 432201 LSP AGL",-0.0208170417876106,0.000463480099284691,0.0021006870306328,0.862501578794961,18,1.43068299463248e-18,3.63144511575677e-09,2.21811287607396e-26
284,"PI 432212 LSP AGL",-0.0226645862017824,0.000408745454789751,0.00231333068301395,0.930755205376604,17,1.99669662821801e-26,7.17654104885088e-12,5.0807336200889e-35
285,"PI 432236 LSP AGL",-0.0220346611000285,0.000398410190885084,0.00227335571493947,0.930187450140622,16,7.82404209125209e-26,4.02398383938272e-11,6.44855422631689e-35
286,"PI 432245 LSP AGL",-0.0228062365730118,0.000451614370092426,0.00235161944373532,0.896861130648375,17,3.63727188610039e-25,7.11479242249099e-12,1.80137071216914e-34
287,"PI 432271 LSP AGL",-0.0183988901237702,0.000467400312907587,0.00184921820433912,0.861746566134274,17,3.20357174107266e-19,1.73166689134083e-10,2.14615702380865e-27
288,"PI 432286 LSP AGL",-0.0182306905816823,0.000286127849047395,0.00207422016692538,0.915031268600338,14,2.06700224083889e-21,5.86307280403083e-07,3.58339042829344e-32
289,"PI 451763 LSP AGL",-0.0218522399083434,0.000665215705203232,0.00205060736255981,0.761311591056974,18,6.31343735146744e-14,5.10597995117334e-09,3.24015671073472e-20
290,"PI 458503 LSP AGL",-0.0214579365970324,0.00034240474929764,0.0023187107193411,0.925072823639579,18,8.29603730495832e-26,3.10943390125855e-09,4.22945492768712e-35
291,"PI 468900 LSP AGL",-0.0199658941136804,0.000308566474937652,0.00219361841867781,0.92072019595959,17,2.57256066823986e-23,2.13228568803389e-07,5.35860946339763e-33
292,"PI 468901 AGL",-0.0158461009545087,0.000313046149865862,0.00179417836234067,0.894839678558185,14,2.92181479261026e-18,1.14618283340173e-07,3.36935407255673e-28
293,"PI 468902 LSP AGL",-0.0215851109591857,0.000395766345355485,0.00226414503211677,0.888197470674027,17,1.20764832167977e-23,1.9050683657323e-09,1.55783941784769e-32
294,"PI 472136 LSP AGL",-0.0192980091789573,0.00061193949352387,0.00199674533006947,0.793798051414047,18,2.24709694630321e-12,2.4337989025799e-08,6.99208258620091e-20
295,"PI 472205 LSP AGL",-0.017522288292633,0.000726299335830055,0.00175553139527708,0.787959581374769,18,1.24277806594666e-10,5.17406356261792e-10,5.53171806159295e-17
296,"PI 472213 LSP AGL",-0.023801918007919,0.000447233032993821,0.00238892095331591,0.880499614502007,18,3.79438546367279e-23,5.28834786316252e-10,1.00441847547981e-30
297,"PI 472327 LSP AGL",-0.0205008975293762,0.000497180373671829,0.00220209791278419,0.825609475903801,18,8.0535229744736e-16,9.74436063662743e-08,9.70184023464949e-25
298,"PI 472380 LSP AGL",-0.0198772863499378,0.000562412170372775,0.0020830085354581,0.813989605845231,18,1.35239897034461e-14,1.06388107001898e-08,4.40952259914135e-23
299,"PI 472416 LSP AGL",-0.0194471256932776,0.000366529620638303,0.00221520429863725,0.892684595332201,18,3.1866003286944e-22,5.94327780098742e-09,2.50229744350064e-32
300,"PI 472488 LSP AGL",-0.0192304154625741,0.000444816252413749,0.00216573472231736,0.776137053842404,18,6.04286600242988e-15,6.05216188074504e-07,6.66279040345043e-25
301,"PI 472559 LSP AGL",-0.0201907978757195,0.000357335931672486,0.00230416573880648,0.906012852804128,17,1.53342553228204e-25,2.20451812721659e-10,1.13354709915562e-36
302,"PI 472561 LSP AGL",-0.0192565129919574,0.000404919004632298,0.0021947296932294,0.85336257343274,18,7.2499781457886e-18,9.43551283489883e-08,1.95631519876664e-28
303,"PI 472569 LSP AGL",-0.0184198793626078,0.000450343318021213,0.00208501150669556,0.758020216063782,18,1.46544407341899e-11,2.5419104931235e-05,1.23358961701156e-19
304,"PI 472588 LSP AGL",-0.0199721439144414,0.000403650042100522,0.00211768694533351,0.881393827958324,16,9.63648454229824e-24,3.80807314112079e-11,2.85453804597537e-33
305,"PI 472590 LSP AGL",-0.02292527981173,0.000320481240986777,0.00247219546491909,0.922613087759039,15,2.59548803846635e-28,3.02172048759291e-09,4.11726798534916e-39
306,"PI 472615 LSP AGL",-0.0211068408778988,0.000384840534245966,0.00233803453896388,0.791788917952143,18,2.18743416923771e-16,8.9801241575512e-06,4.05858528931606e-26
307,"PI 472629 LSP AGL",-0.0237960244909282,0.000524015627471395,0.00233958412892731,0.863868780834114,18,1.57668924859847e-19,5.30644988077476e-09,7.9532305852797e-27
308,"PI 477921 LSP AGL",-0.0223076323430236,0.000766580286124279,0.00195833937464341,0.768002298754724,18,1.05755871872288e-12,4.46429817603687e-09,7.21091103977794e-17
309,"PI 490288 LSP AGL",-0.0187731872355672,0.000443224445910815,0.00194358160392256,0.877521005156958,18,2.45882130245667e-19,4.96111119439217e-10,1.29720924049384e-27
310,"PI 490289 LSP AGL",-0.0221289305018477,0.00034924940948898,0.00236027481385578,0.932159251903965,16,5.66119798504869e-28,1.73417861868171e-10,1.61688633424674e-38
311,"PI 508090 AGL",-0.0226501526890776,0.000558306448117522,0.00219917975207745,0.843260407033921,18,3.12195537598034e-19,2.06461770556318e-10,1.25201734859069e-26
312,"PI 518733 LSP AGL",-0.0149236658661902,0.000375070070118986,0.00166022523656058,0.905312078047011,16,5.92555214113204e-20,2.70817194062008e-11,5.37574704234055e-30
313,"PI 518734 LSP AGL",-0.0144310339688978,0.000354053462557135,0.00164333986838495,0.868632154056833,18,3.24408799712281e-16,3.48237851573085e-08,2.75306439784392e-25
314,"PI 533688 LSP AGL",-0.0190839142695979,0.000273693380868718,0.00215831400601882,0.890366064490688,14,5.93201900830751e-22,2.54189788167439e-06,6.59370447008733e-33
315,"PI 533693 LSP AGL",-0.0184012938548967,0.000397045522146898,0.00195432599549404,0.907031613396663,16,3.36971615761107e-23,1.3352920325189e-11,1.13463343997658e-32
316,"PI 612875 AGL",-0.0223812397691269,0.000231954614310718,0.00259518952180397,0.936629457336376,15,6.18382224472874e-27,7.94152049075689e-06,7.42252841420819e-39
317,"PI 643451 AGL",-0.0185583557267164,0.000356916422638596,0.00217302194367935,0.817011333705491,18,1.52825671117269e-15,1.67867709450198e-05,1.05743457226222e-25
318,"PI 643452 AGL",-0.0197516330182744,0.000321113988619006,0.00230697721463551,0.899519390921088,18,3.14076092383341e-24,2.3012355366054e-08,1.40580428470177e-35
319,"Shasta AGL",-0.0185218933705084,0.000644721384731561,0.00174502502839368,0.846157325121444,18,8.62910826944583e-15,6.29049108268961e-11,1.71776433946421e-20
320,"W6 27754 LSP AGL",-0.0161908852538183,0.000352315018261867,0.00180472176507973,0.872698371683532,18,1.28106941395728e-16,6.19334302947203e-07,6.79166469989688e-25
321,"W6 27760 LSP AGL",-0.0174664454025959,0.00046056914451343,0.00188739143704856,0.839643417543514,18,5.04639095943784e-15,2.76330736229908e-08,8.85492822055971e-24
322,"W6 27763 LSP AGL",-0.0217786571335469,0.000224275904797985,0.0025197936965793,0.9076134400175,15,4.49319341761889e-25,5.54620495751197e-05,1.8350190343596e-36
323,"W6 27766 LSP AGL",-0.0156632598695167,0.000453827270699781,0.00186844191736528,0.681776733129574,18,4.86682792375608e-10,6.31716367677693e-06,5.84624727755621e-19
324,"W6 27767 LSP AGL",-0.0196383031914129,0.000241639878229755,0.00229139070815752,0.87059809474492,15,4.5744532516642e-22,1.960557217741e-05,8.94003345326842e-34
