"Entry","Name","Expt","ExptShort","MacroEnv","DTF","Tb","Pc","Tf_0","Tf_5","Tf","Pf_0","Pf_7","Pf","PTT","PTT_0","predicted_DTF_Tf","predicted_DTF_Pf","predicted_Pf","predicted_Tf"
312,"PI 518733 LSP AGL","Sutherland, Canada 2018","Su18","Temperate",53,-31.9810627831443,4.98833321597018,954.266666666667,684.266666666667,2681.2,870.833333333333,492.833333333333,601.5,29917.6666666667,15441.5333333333,54,54,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Central Ferry, USA 2018","Us18","Temperate",69,-23.9493322836365,5.39173320557374,1096,746,2772.46666666667,993.6,503.6,616.2,24634.5,15786.3333333333,68,68,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Bhopal, India 2016","In16","South Asia",NA,-8.7782857845663,4.98833321597018,1530.4,1095.4,2294.1,946.2,337.2,512.2,13552.6,16690.5,100,100,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Bhopal, India 2017","In17","South Asia",NA,-7.88587128462099,4.31599989996426,1769.8,1339.8,2448,923,321,551.8,15714.4,19001.4,94,93,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Jessore, Bangladesh 2016","Ba16","South Asia",86,-8.33207853459364,4.76422211063487,1590.95,1155.95,2315.85,858.366666666667,349.7,520,13845.65,15442.7666666667,80.6666666666667,79.6666666666667,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Jessore, Bangladesh 2017","Ba17","South Asia",87.3333333333333,-9.22449303453895,4.06947768409542,1822.5,1380.83333333333,2637.33333333333,960.1,341.766666666667,600.633333333333,17989.0666666667,19864.9666666667,89,88,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Bardiya, Nepal 2016","Ne16","South Asia",118,-9.22449303453895,4.62975544743369,2132.36666666667,1527.36666666667,3248.56666666667,1293.06666666667,446.1,732.866666666667,19752.2666666667,22864.3,101,102,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Bardiya, Nepal 2017","Ne17","South Asia",121.666666666667,-8.33207853459364,4.58493322636663,2292.66666666667,1684.33333333333,3306.4,1290.2,438.533333333333,732.4,19926,24335.5333333333,101,104,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Cordoba, Spain 2016","Sp16","Mediterranean",120.666666666667,-8.7782857845663,6.13129985318026,1466.2,857.866666666667,2534.23333333333,1306.86666666667,455.2,560.933333333333,12073.4,16139.4666666667,127,127,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Cordoba, Spain 2017","Sp17","Mediterranean",131.333333333333,-9.67070028451161,6.3105887374485,1504.13333333333,842.466666666667,2783.9,1450.4,524.066666666667,615.3,13329.2333333333,16870.9,129,130,604.49596296344,2697.30481253488
