"Expt","ExptShort","MacroEnv","Entry","Name","Cluster","DTF_0","DTF_1","Difference","Treatment"
"Central Ferry, USA 2018","Us18","Temperate",77,"ILL 4605 AGL","1",54.6007228885581,54.1422860830864,0.458436805471692,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",77,"ILL 4605 AGL","1",62.1646536155489,61.5710932702082,0.593560345340762,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",77,"ILL 4605 AGL","1",57.7359647676088,57.2236153864483,0.512349381160497,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",77,"ILL 4605 AGL","1",64.9231761244708,64.2760433602567,0.647132764214163,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",77,"ILL 4605 AGL","1",95.3539851762362,93.9645213334662,1.38946384277,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",77,"ILL 4605 AGL","1",89.4660589456926,88.2417892266033,1.22426971908928,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",77,"ILL 4605 AGL","1",103.384738137915,101.753378305485,1.63135983243043,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",78,"ILL 4609 AGL","5",44.3628952733116,43.8936837198639,0.469211553447686,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",78,"ILL 4609 AGL","5",46.7735541469567,46.252263244527,0.521290902429669,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",78,"ILL 4609 AGL","5",58.5936828148341,57.7779281876756,0.815754627158434,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",78,"ILL 4609 AGL","5",104.576019842589,102.005606676452,2.5704131661365,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",78,"ILL 4609 AGL","5",94.7552421844565,92.640054861745,2.11518732271156,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",78,"ILL 4609 AGL","5",105.143629541146,102.54558427269,2.59804526845529,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",78,"ILL 4609 AGL","5",119.670545119009,116.316451358671,3.35409376033867,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",78,"ILL 4609 AGL","5",107.014808834919,104.324651938672,2.69015689624705,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",78,"ILL 4609 AGL","5",133.129512095026,128.991588044006,4.13792405102043,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",79,"ILL 4665 AGL","3",46.5273228919447,46.0803828046833,0.446940087261375,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",79,"ILL 4665 AGL","3",49.4626083756493,48.9578028495161,0.504805526133211,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",79,"ILL 4665 AGL","3",60.6019978842464,59.8459541749567,0.756043709289621,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",79,"ILL 4665 AGL","3",93.1963922730305,91.4202944458024,1.77609782722814,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",79,"ILL 4665 AGL","3",85.0869850752729,83.6040718723837,1.48291320288915,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",79,"ILL 4665 AGL","3",95.1917775438527,93.3395668624017,1.85221068145108,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",79,"ILL 4665 AGL","3",119.765792887487,116.848492993804,2.91729989368294,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",79,"ILL 4665 AGL","3",108.464701383335,106.066466625311,2.39823475802372,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",79,"ILL 4665 AGL","3",132.561463296942,128.996777008877,3.56468628806454,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",80,"ILL 4671 AGL","7",46.7981599772692,46.3352282048827,0.462931772386419,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",80,"ILL 4671 AGL","7",49.4561939769752,48.9394720680489,0.5167219089263,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",80,"ILL 4671 AGL","7",60.9558331894331,60.1727782373719,0.783054952061121,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",80,"ILL 4671 AGL","7",99.2624739796115,97.2026035763478,2.05987040326372,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",80,"ILL 4671 AGL","7",90.7012960152615,88.9783380309127,1.72295798434885,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",80,"ILL 4671 AGL","7",100.51121879107,98.3997463237692,2.11147246730103,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",80,"ILL 4671 AGL","7",118.812973342792,115.873794596794,2.93917874599788,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",80,"ILL 4671 AGL","7",107.541115690149,105.127501853423,2.41361383672545,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",80,"ILL 4671 AGL","7",130.975509198162,127.412802513558,3.5627066846039,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",81,"ILL 4768 AGL","2",40.1401173677664,39.7625218931001,0.377595474666279,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",81,"ILL 4768 AGL","2",42.6423144908666,42.2164254660133,0.425889024853262,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",81,"ILL 4768 AGL","2",51.9905461546256,51.358841869146,0.63170428547965,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",81,"ILL 4768 AGL","2",78.5972112426557,77.1624249272601,1.43478631539567,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",81,"ILL 4768 AGL","2",71.9815094609493,70.7762440779822,1.20526538296708,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",81,"ILL 4768 AGL","2",80.2679896990121,78.7721356276811,1.495854071331,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",81,"ILL 4768 AGL","2",100.496208084937,98.1623793982431,2.33382868669435,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",81,"ILL 4768 AGL","2",91.418374285842,89.4830729112502,1.93530137459177,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",81,"ILL 4768 AGL","2",110.717818061644,107.891766737775,2.82605132386921,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",82,"ILL 4782 AGL","2",39.7951423560885,39.4223256825436,0.372816673544925,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",82,"ILL 4782 AGL","2",42.3649969325305,41.9427301697444,0.422266762786037,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",82,"ILL 4782 AGL","2",51.6211243123449,50.995544514017,0.625579798327884,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",82,"ILL 4782 AGL","2",77.0387617664205,75.6537208308198,1.38504093560074,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",82,"ILL 4782 AGL","2",70.4759082474497,69.315018309836,1.16088993761376,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",82,"ILL 4782 AGL","2",78.8817575199893,77.4302796158586,1.45147790413067,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",82,"ILL 4782 AGL","2",100.814213107959,98.455448819392,2.35876428856659,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",82,"ILL 4782 AGL","2",91.618044582614,89.6658147703954,1.9522298122186,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",82,"ILL 4782 AGL","2",111.347068111048,108.476695637345,2.87037247370333,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",83,"ILL 4783 AGL","7",48.6688853442903,48.1966588631646,0.47222648112573,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",83,"ILL 4783 AGL","7",51.820043155921,51.2850227728287,0.535020383092338,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",83,"ILL 4783 AGL","7",63.6549606509012,62.8495517157394,0.8054089351618,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",83,"ILL 4783 AGL","7",98.1971223542204,96.2935131426223,1.90360921159807,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",83,"ILL 4783 AGL","7",89.4292405836427,87.8476584948072,1.58158208883542,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",83,"ILL 4783 AGL","7",100.456269636538,98.4649511674312,1.99131846910697,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",83,"ILL 4783 AGL","7",128.250911486233,125.022922009576,3.22798947665606,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",83,"ILL 4783 AGL","7",115.762879129568,113.126453666898,2.63642546266996,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",83,"ILL 4783 AGL","7",142.572892832082,138.594880234725,3.97801259735672,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",84,"ILL 4804 AGL","5",43.067697807631,42.6239897731602,0.443708034470767,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",84,"ILL 4804 AGL","5",45.5232906243668,45.0278333218759,0.495457302490898,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",84,"ILL 4804 AGL","5",56.6722314928603,55.9064171238477,0.765814369012546,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",84,"ILL 4804 AGL","5",96.617330094057,94.4124953438857,2.20483475017127,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",84,"ILL 4804 AGL","5",87.7384780089962,85.9164380515072,1.82203995748903,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",84,"ILL 4804 AGL","5",97.6538871860215,95.4020409204146,2.25184626560691,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",84,"ILL 4804 AGL","5",114.817662411642,111.717243002272,3.10041940937013,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",84,"ILL 4804 AGL","5",103.033384247292,100.529788132114,2.50359611517871,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",84,"ILL 4804 AGL","5",127.586028212476,123.769160570059,3.81686764241732,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",85,"ILL 4875 AGL","8",50.2337529164596,49.7555021935837,0.478250722875956,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",85,"ILL 4875 AGL","8",53.6586817908802,53.1133477956827,0.545333995197439,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",85,"ILL 4875 AGL","8",65.6564839624292,64.8418696309515,0.814614331477713,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",85,"ILL 4875 AGL","8",98.0402188346218,96.2348924340863,1.80532640053548,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",85,"ILL 4875 AGL","8",89.2887212465577,87.7888470129347,1.49987423362305,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",85,"ILL 4875 AGL","8",100.736864937288,98.831824753601,1.90504018368733,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",85,"ILL 4875 AGL","8",132.959964014858,129.661210568668,3.29875344618995,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",85,"ILL 4875 AGL","8",120.118053805095,117.419279332641,2.69877447245379,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",85,"ILL 4875 AGL","8",148.070750563056,143.991092166917,4.07965839613902,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",86,"ILL 4956 AGL","7",47.4843233977364,47.029832668392,0.454490729344414,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",86,"ILL 4956 AGL","7",50.7870175253565,50.2674512942038,0.519566231152638,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",86,"ILL 4956 AGL","7",62.2319193990692,61.4535929007136,0.778326498355604,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",86,"ILL 4956 AGL","7",92.8833597399849,91.1601260587337,1.72323368125114,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",86,"ILL 4956 AGL","7",84.4555286081084,83.0284226697123,1.42710593839602,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",86,"ILL 4956 AGL","7",95.5681608043969,93.7448447185393,1.82331608585757,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",86,"ILL 4956 AGL","7",127.752567068865,124.515189808515,3.23737726035051,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",86,"ILL 4956 AGL","7",115.156097704083,112.519071647485,2.63702605659815,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",86,"ILL 4956 AGL","7",142.729550917153,138.700585541684,4.02896537546974,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",87,"ILL 5058 AGL","7",50.1373134250095,49.6439964114691,0.493317013540413,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",87,"ILL 5058 AGL","7",53.0656482900063,52.513340184784,0.552308105222323,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",87,"ILL 5058 AGL","7",65.3375247100241,64.5022376421467,0.835287067877374,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",87,"ILL 5058 AGL","7",105.047598182485,102.905095828255,2.14250235423071,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",87,"ILL 5058 AGL","7",95.9385433073808,94.1483329969576,1.79021031042315,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",87,"ILL 5058 AGL","7",106.606110802184,104.400230928075,2.20587987410936,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",87,"ILL 5058 AGL","7",128.038512570196,124.869704015467,3.16880855472863,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",87,"ILL 5058 AGL","7",115.860702331529,113.259880774324,2.60082155720499,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",87,"ILL 5058 AGL","7",141.342994562476,137.491334807406,3.85165975507078,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",88,"ILL 5151 AGL","5",44.2116483767874,43.760151388834,0.451496987953355,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",88,"ILL 5151 AGL","5",46.5220375512124,46.02238605425,0.499651496962436,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",88,"ILL 5151 AGL","5",57.7430733973407,56.9753125760349,0.767760821305835,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",88,"ILL 5151 AGL","5",99.5483098482022,97.2881804408121,2.26012940739011,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",88,"ILL 5151 AGL","5",90.8753270856977,88.9881293845273,1.88719770117039,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",88,"ILL 5151 AGL","5",100.033825843824,97.7518492003247,2.2819766434996,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",88,"ILL 5151 AGL","5",112.531074163787,109.651512227321,2.87956193646578,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",88,"ILL 5151 AGL","5",101.590786912844,99.2380578627411,2.35272905010324,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",88,"ILL 5151 AGL","5",123.934434625712,120.450734401714,3.48370022399712,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",89,"ILL 5209 AGL","5",43.5763484872495,43.1308036674617,0.445544819787827,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",89,"ILL 5209 AGL","5",45.8341014761981,45.3414529729645,0.49264850323366,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",89,"ILL 5209 AGL","5",56.9019859055395,56.1446495390579,0.757336366481596,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",89,"ILL 5209 AGL","5",98.444591736481,96.1995828535157,2.24500888296531,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",89,"ILL 5209 AGL","5",89.8846308402798,88.0093459885557,1.8752848517241,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",89,"ILL 5209 AGL","5",98.8575866012587,96.5939182458283,2.26366835543045,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",89,"ILL 5209 AGL","5",110.701350614727,107.870552895988,2.83079771873913,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",89,"ILL 5209 AGL","5",99.9516921879997,97.6382265861475,2.31346560185229,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",89,"ILL 5209 AGL","5",121.866711305811,118.44491215431,3.42179915150136,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",90,"ILL 5480 AGL","7",49.0580762344321,48.6004354444775,0.457640789954617,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",90,"ILL 5480 AGL","7",52.4532890106873,51.9304489518962,0.522840058791076,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",90,"ILL 5480 AGL","7",63.8940731464131,63.1199654603472,0.774107686065904,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",90,"ILL 5480 AGL","7",93.2502104816149,91.610492752982,1.63971772863283,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",90,"ILL 5480 AGL","7",85.0768102014327,83.7098315909873,1.3669786104454,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",90,"ILL 5480 AGL","7",95.9688017288993,94.2329724277332,1.73582930116608,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",90,"ILL 5480 AGL","7",127.959571691943,124.892091488113,3.06748020383047,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",90,"ILL 5480 AGL","7",115.95474620831,113.430154760349,2.52459144796188,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",90,"ILL 5480 AGL","7",142.195244567532,138.417351509165,3.77789305836785,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",91,"ILL 5639 AGL","4",43.8807714022924,43.4536885512598,0.427082851032644,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",91,"ILL 5639 AGL","4",46.6689716934307,46.1861891109821,0.482782582448607,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",91,"ILL 5639 AGL","4",57.3586438217473,56.6310901636148,0.727553658132479,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",91,"ILL 5639 AGL","4",89.2084733961586,87.4609163440467,1.74755705211189,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",91,"ILL 5639 AGL","4",81.2806989155447,79.8274141431328,1.45328477241192,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",91,"ILL 5639 AGL","4",91.1247593382392,89.3020843981577,1.82267494008154,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",91,"ILL 5639 AGL","4",114.99425970085,112.106777842231,2.887481858619,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",91,"ILL 5639 AGL","4",103.838712213132,101.478534460499,2.36017775263284,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",91,"ILL 5639 AGL","4",127.6715881013,124.122188332491,3.54939976880857,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",92,"ILL 5722 AGL","2",40.8984682635845,40.5429581468934,0.35551011669115,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",92,"ILL 5722 AGL","2",44.3559910886208,43.9381381837375,0.417852904883262,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",92,"ILL 5722 AGL","2",53.3169032934456,52.7143118694342,0.602591424011436,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",92,"ILL 5722 AGL","2",69.4225501181025,68.4043947507663,1.01815536733613,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",92,"ILL 5722 AGL","2",63.2134858364925,62.3682022169595,0.845283619532999,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",92,"ILL 5722 AGL","2",72.5840473406849,71.4717898807272,1.11225745995765,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",92,"ILL 5722 AGL","2",110.88056136831,108.30580211905,2.57475924926021,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",92,"ILL 5722 AGL","2",100.538144143629,98.4167117193472,2.12143242428216,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",92,"ILL 5722 AGL","2",124.614451007025,121.371687430407,3.24276357661842,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",93,"ILL 5883 AGL","5",42.9145758607674,42.4723607753617,0.442215085405678,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",93,"ILL 5883 AGL","5",45.2574310676564,44.7658904018392,0.491540665817283,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",93,"ILL 5883 AGL","5",56.3212697647728,55.5620404792326,0.759229285540179,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",93,"ILL 5883 AGL","5",97.1168681645523,94.8812511845778,2.23561697997455,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",93,"ILL 5883 AGL","5",88.3618453419712,86.5072899404684,1.85455540150281,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",93,"ILL 5883 AGL","5",97.8422480146255,95.5735001100511,2.26874790457438,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",93,"ILL 5883 AGL","5",112.337453231044,109.356925322833,2.98052790821059,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",93,"ILL 5883 AGL","5",101.022337793948,98.6055359690649,2.41680182488302,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",93,"ILL 5883 AGL","5",124.362650838912,120.720211840316,3.64243899859623,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",94,"ILL 5888 AGL","1",39.7082069023088,39.5663002483048,0.141906654003989,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",94,"ILL 5888 AGL","1",44.7739962219145,44.593654602344,0.180341619570427,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",94,"ILL 5888 AGL","1",47.9574330442067,47.7505943666316,0.206838677575099,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",94,"ILL 5888 AGL","1",40.8566704014673,40.7064519561928,0.150218445274497,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",94,"ILL 5888 AGL","1",37.9904074659194,37.8604930758038,0.129914390115594,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",94,"ILL 5888 AGL","1",43.7689819556045,43.5966299244623,0.172352031142211,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",94,"ILL 5888 AGL","1",82.7226419015245,82.1091441674889,0.613497734035633,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",94,"ILL 5888 AGL","1",79.4084303136445,78.8429383282836,0.56549198536095,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",94,"ILL 5888 AGL","1",90.0786299541012,89.3516517354699,0.726978218631302,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",95,"ILL 5945 AGL","2",40.7973893631003,40.4325580290622,0.364831334038115,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",95,"ILL 5945 AGL","2",43.4175149605798,43.0045549865469,0.412959974032894,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",95,"ILL 5945 AGL","2",52.3658531716307,51.7663052634586,0.599547908172156,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",95,"ILL 5945 AGL","2",75.1348907882717,73.9067328964791,1.22815789179266,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",95,"ILL 5945 AGL","2",69.1019102019604,68.0616993493826,1.0402108525778,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",95,"ILL 5945 AGL","2",77.0013764370933,75.7119649194627,1.2894115176306,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",95,"ILL 5945 AGL","2",98.4155107813064,96.3189671399459,2.09654364136051,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",95,"ILL 5945 AGL","2",90.1631938413214,88.4003580851503,1.76283575617106,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",95,"ILL 5945 AGL","2",107.864290019472,105.35098708865,2.51330293082206,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",96,"ILL 6002 AGL","1",43.2973200797857,43.0062764783485,0.291043601437224,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",96,"ILL 6002 AGL","1",46.8498544588956,46.5092792338319,0.340575225063681,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",96,"ILL 6002 AGL","1",53.7559578740359,53.3080541921208,0.447903681915029,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",96,"ILL 6002 AGL","1",60.9922888751641,60.4163260666423,0.575962808521787,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",96,"ILL 6002 AGL","1",56.6632348908474,56.1657974264689,0.497437464378443,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",96,"ILL 6002 AGL","1",63.7069853936048,63.0788746977226,0.628110695882178,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",96,"ILL 6002 AGL","1",93.6344252357372,92.283826496466,1.35059873927121,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",96,"ILL 6002 AGL","1",87.9021373013559,86.7107916520041,1.19134564935173,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",96,"ILL 6002 AGL","1",101.474462833914,99.8901367739022,1.58432606001205,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",97,"ILL 618 AGL","4",43.3677609439064,42.9413775958979,0.426383348008507,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",97,"ILL 618 AGL","4",46.4500596076812,45.9612548601042,0.488804747576985,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",97,"ILL 618 AGL","4",57.2931744933635,56.5513467009448,0.741827792418647,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",97,"ILL 618 AGL","4",87.2586441583953,85.5494826241609,1.7091615342344,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",97,"ILL 618 AGL","4",78.9741833711806,77.5715477537065,1.40263561747412,"P + 0.1"
"Bardiya, Nepal 2017","Ne17","South Asia",97,"ILL 618 AGL","4",89.8715771434104,88.0595852065545,1.81199193685589,"P + 0.1"
"Cordoba, Spain 2017","Sp17","Mediterranean",97,"ILL 618 AGL","4",121.851412925403,118.544155658954,3.3072572664495,"P + 0.1"
"Marchouch, Morocco 2017","Mo17","Mediterranean",97,"ILL 618 AGL","4",109.05841831057,106.401583527354,2.65683478321591,"P + 0.1"
"Metaponto, Italy 2017","It17","Mediterranean",97,"ILL 618 AGL","4",137.256870180178,133.07483865686,4.18203152331805,"P + 0.1"
"Rosthern, Canada 2017","Ro17","Temperate",98,"ILL 6182 AGL","5",43.5268411297202,43.0944553995804,0.432385730139721,"P + 0.1"
"Sutherland, Canada 2017","Su17","Temperate",98,"ILL 6182 AGL","5",45.8966129886875,45.4161239228551,0.480489065832373,"P + 0.1"
"Central Ferry, USA 2018","Us18","Temperate",98,"ILL 6182 AGL","5",56.6047106951418,55.8756429014697,0.729067793672101,"P + 0.1"
"Bhopal, India 2017","In17","South Asia",98,"ILL 6182 AGL","5",93.5703840595858,91.5947709531628,1.97561310642304,"P + 0.1"
"Jessore, Bangladesh 2017","Ba17","South Asia",98,"ILL 6182 AGL","5",85.6091785133593,83.9524680937628,1.65671041959644,"P + 0.1"
