"Expt","ExptShort","MacroEnv","Entry","Name","Cluster","DTF_0","DTF_1","Difference","Treatment"
"Sutherland, Canada 2017","Su17","Temperate",74,"ILL 3597 AGL","2",43.7970753531559,42.8535462433848,0.943529109771127,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",74,"ILL 3597 AGL","2",54.087399312566,52.6556579561841,1.43174135638191,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",74,"ILL 3597 AGL","2",88.1655460742746,84.4236934683888,3.74185260588577,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",74,"ILL 3597 AGL","2",80.3823588043829,77.2603035652324,3.12205523915048,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",74,"ILL 3597 AGL","2",89.4188857402885,85.5722112727447,3.84667446754378,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",74,"ILL 3597 AGL","2",107.154844424276,101.677619134915,5.47722528936089,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",74,"ILL 3597 AGL","2",96.7250796366186,92.2398851875607,4.4851944490579,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",74,"ILL 3597 AGL","2",118.551755095298,111.883713697639,6.6680413976588,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",75,"ILL 4164 AGL","5",43.0420012142622,42.4278917490288,0.614109465233398,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",75,"ILL 4164 AGL","5",45.2509414578432,44.5726782903138,0.678263167529479,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",75,"ILL 4164 AGL","5",56.376679922417,55.3277549430114,1.0489249794056,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",75,"ILL 4164 AGL","5",99.5344068303818,96.3107422593259,3.22366457105592,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",75,"ILL 4164 AGL","5",90.7113493283591,88.0261578693293,2.68519145902989,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",75,"ILL 4164 AGL","5",99.7876063314178,96.5477868562922,3.23981947512561,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",75,"ILL 4164 AGL","5",110.795468973789,106.815690169404,3.97977880438462,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",75,"ILL 4164 AGL","5",99.7786259723804,96.5393801397316,3.23924583264885,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",75,"ILL 4164 AGL","5",122.205312212773,117.381486868287,4.82382534448591,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",76,"ILL 4400 AGL","5",45.5698063764241,44.6282686042354,0.941537772188724,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",76,"ILL 4400 AGL","5",48.2571583148745,47.2025819702801,1.05457634459439,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",76,"ILL 4400 AGL","5",59.6861644007348,58.0812202338816,1.60494416685321,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",76,"ILL 4400 AGL","5",97.6749135526146,93.4491153330023,4.22579821961233,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",76,"ILL 4400 AGL","5",88.9360653090955,85.4189806523471,3.51708465674837,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",76,"ILL 4400 AGL","5",99.1097056132967,94.7616094510985,4.34809616219817,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",76,"ILL 4400 AGL","5",119.335414950439,113.087508619667,6.24790633077167,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",76,"ILL 4400 AGL","5",107.535600609391,102.435784809205,5.0998158001853,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",76,"ILL 4400 AGL","5",132.293680333228,124.658628846707,7.63505148652054,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",77,"ILL 4605 AGL","1",43.9380013569436,42.003479245248,1.9345221116956,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",77,"ILL 4605 AGL","1",47.5369612842857,45.2806837080942,2.25627757619149,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",77,"ILL 4605 AGL","1",54.6007228885581,51.6449285807827,2.9557943077754,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",77,"ILL 4605 AGL","1",62.1646536155489,58.3617118528941,3.80294176265487,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",77,"ILL 4605 AGL","1",57.7359647676088,54.4412154651519,3.29474930245688,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",77,"ILL 4605 AGL","1",64.9231761244708,60.7864686891745,4.13670743529633,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",77,"ILL 4605 AGL","1",95.3539851762362,86.689305593886,8.6646795823502,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",77,"ILL 4605 AGL","1",89.4660589456926,81.7953572325931,7.67070171309948,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",77,"ILL 4605 AGL","1",103.384738137915,93.2764717839233,10.1082663539922,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",78,"ILL 4609 AGL","5",44.3628952733116,43.6546085694128,0.708286703898729,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",78,"ILL 4609 AGL","5",46.7735541469567,45.9868825855425,0.786671561414217,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",78,"ILL 4609 AGL","5",58.5936828148341,57.3643984765581,1.22928433827594,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",78,"ILL 4609 AGL","5",104.576019842589,100.723695296207,3.85232454638121,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",78,"ILL 4609 AGL","5",94.7552421844565,91.5815108567843,3.17373132767229,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",78,"ILL 4609 AGL","5",105.143629541146,101.250151279026,3.89347826211953,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",78,"ILL 4609 AGL","5",119.670545119009,114.652551528101,5.01799359090829,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",78,"ILL 4609 AGL","5",107.014808834919,102.984173777759,4.03063505716086,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",78,"ILL 4609 AGL","5",133.129512095026,126.948480600003,6.18103149502313,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",79,"ILL 4665 AGL","3",46.5273228919447,45.38342962555,1.1438932663947,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",79,"ILL 4665 AGL","3",49.4626083756493,48.1718340372055,1.29077433844381,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",79,"ILL 4665 AGL","3",60.6019978842464,58.6756918398123,1.92630604443404,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",79,"ILL 4665 AGL","3",93.1963922730305,88.7173242116152,4.47906806141528,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",79,"ILL 4665 AGL","3",85.0869850752729,81.3378098710566,3.74917520421627,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",79,"ILL 4665 AGL","3",95.1917775438527,90.5236611784207,4.66811636543206,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",79,"ILL 4665 AGL","3",119.765792887487,112.46878329231,7.2970095951775,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",79,"ILL 4665 AGL","3",108.464701383335,102.44520461583,6.01949676750513,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",79,"ILL 4665 AGL","3",132.561463296942,123.679764031292,8.88169926564959,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",80,"ILL 4671 AGL","7",46.7981599772692,45.8890802569964,0.909079720272757,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",80,"ILL 4671 AGL","7",49.4561939769752,48.4420330109342,1.01416096604105,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",80,"ILL 4671 AGL","7",60.9558331894331,59.422522393586,1.53331079584706,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",80,"ILL 4671 AGL","7",99.2624739796115,95.2597258690358,4.00274811057565,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",80,"ILL 4671 AGL","7",90.7012960152615,87.3475656943251,3.35373032093645,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",80,"ILL 4671 AGL","7",100.51121879107,96.4092071440076,4.1020116470627,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",80,"ILL 4671 AGL","7",118.812973342792,113.123394355598,5.68957898719458,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",80,"ILL 4671 AGL","7",107.541115690149,102.85860264018,4.68251304996924,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",80,"ILL 4671 AGL","7",130.975509198162,124.09518556318,6.88032363498179,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",81,"ILL 4768 AGL","2",40.1401173677664,39.1550437178451,0.985073649921254,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",81,"ILL 4768 AGL","2",42.6423144908666,41.5322988705478,1.11001562031875,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",81,"ILL 4768 AGL","2",51.9905461546256,50.3498618852664,1.64068426935929,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",81,"ILL 4768 AGL","2",78.5972112426557,74.9071565799503,3.69005466270546,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",81,"ILL 4768 AGL","2",71.9815094609493,68.8742317612866,3.1072776996627,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",81,"ILL 4768 AGL","2",80.2679896990121,76.4232222030251,3.84476749598701,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",81,"ILL 4768 AGL","2",100.496208084937,94.5413189156678,5.95488916926962,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",81,"ILL 4768 AGL","2",91.418374285842,86.464190381125,4.95418390471698,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",81,"ILL 4768 AGL","2",110.717818061644,103.533264647339,7.18455341430483,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",82,"ILL 4782 AGL","2",39.7951423560885,38.7524157672456,1.04272658884295,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",82,"ILL 4782 AGL","2",42.3649969325305,41.1852456864899,1.1797512460406,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",82,"ILL 4782 AGL","2",51.6211243123449,49.8801327580226,1.74099155432229,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",82,"ILL 4782 AGL","2",77.0387617664205,73.2245265594448,3.81423520697567,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",82,"ILL 4782 AGL","2",70.4759082474497,67.2703337932068,3.20557445424294,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",82,"ILL 4782 AGL","2",78.8817575199893,74.8875746202217,3.99418289976755,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",82,"ILL 4782 AGL","2",100.814213107959,94.3807225648913,6.43349054306722,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",82,"ILL 4782 AGL","2",91.618044582614,86.2736235813835,5.34442100123046,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",82,"ILL 4782 AGL","2",111.347068111048,103.551015642938,7.79605246811043,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",83,"ILL 4783 AGL","7",48.6688853442903,47.4272438207364,1.24164152355389,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",83,"ILL 4783 AGL","7",51.820043155921,50.4147330051629,1.40531015075811,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",83,"ILL 4783 AGL","7",63.6549606509012,61.5474993530268,2.10746129787444,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",83,"ILL 4783 AGL","7",98.1971223542204,93.2703843387611,4.92673801545926,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",83,"ILL 4783 AGL","7",89.4292405836427,85.3246395830629,4.10460100057979,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",83,"ILL 4783 AGL","7",100.456269636538,95.3061770390249,5.15009259751326,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",83,"ILL 4783 AGL","7",128.250911486233,119.974067219677,8.27684426655509,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",83,"ILL 4783 AGL","7",115.762879129568,108.976779515604,6.78609961396388,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",83,"ILL 4783 AGL","7",142.572892832082,132.417444406215,10.1554484258664,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",84,"ILL 4804 AGL","5",43.067697807631,42.267710824105,0.79998698352604,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",84,"ILL 4804 AGL","5",45.5232906243668,44.63042277674,0.892867847626789,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",84,"ILL 4804 AGL","5",56.6722314928603,55.2950873539947,1.37714413886562,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",84,"ILL 4804 AGL","5",96.617330094057,92.6820712901792,3.93525880387773,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",84,"ILL 4804 AGL","5",87.7384780089962,84.4810708772266,3.2574071317696,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",84,"ILL 4804 AGL","5",97.6538871860215,93.635492679548,4.01839450647353,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",84,"ILL 4804 AGL","5",114.817662411642,109.30246341717,5.5151989944717,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",84,"ILL 4804 AGL","5",103.033384247292,98.5701869904888,4.46319725680372,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",84,"ILL 4804 AGL","5",127.586028212476,120.812166496787,6.77386171568858,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",85,"ILL 4875 AGL","8",50.2337529164596,48.810440598238,1.42331231822156,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",85,"ILL 4875 AGL","8",53.6586817908802,52.0378020320559,1.62087975882429,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",85,"ILL 4875 AGL","8",65.6564839624292,63.2460091211388,2.41047484129047,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",85,"ILL 4875 AGL","8",98.0402188346218,92.7610933433756,5.27912549124612,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",85,"ILL 4875 AGL","8",89.2887212465577,84.8888582786246,4.39986296793317,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",85,"ILL 4875 AGL","8",100.736864937288,95.1715780561722,5.56528688111622,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",85,"ILL 4875 AGL","8",132.959964014858,123.43321375527,9.52675025958794,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",85,"ILL 4875 AGL","8",120.118053805095,112.288526806424,7.82952699867123,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",85,"ILL 4875 AGL","8",148.070750563056,136.350972870902,11.7197776921536,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",86,"ILL 4956 AGL","7",47.4843233977364,46.0998437234479,1.38447967428851,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",86,"ILL 4956 AGL","7",50.7870175253565,49.206455056925,1.58056246843149,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",86,"ILL 4956 AGL","7",62.2319193990692,59.8752565259121,2.35666287315711,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",86,"ILL 4956 AGL","7",92.8833597399849,87.7296361620386,5.15372357794631,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",86,"ILL 4956 AGL","7",84.4555286081084,80.1730671785517,4.28246142955666,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",86,"ILL 4956 AGL","7",95.5681608043969,90.1209300864847,5.44723071791215,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",86,"ILL 4956 AGL","7",127.752567068865,118.201955669243,9.5506113996224,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",86,"ILL 4956 AGL","7",115.156097704083,107.338398981259,7.81769872282355,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",86,"ILL 4956 AGL","7",142.729550917153,130.911931318583,11.8176195985702,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",87,"ILL 5058 AGL","7",50.1373134250095,49.0991940507581,1.0381193742514,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",87,"ILL 5058 AGL","7",53.0656482900063,51.904126831029,1.16152145897731,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",87,"ILL 5058 AGL","7",65.3375247100241,63.5855297782919,1.75199493173217,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",87,"ILL 5058 AGL","7",105.047598182485,100.591455449223,4.45614273326264,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",87,"ILL 5058 AGL","7",95.9385433073808,92.2079875311024,3.73055577627838,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",87,"ILL 5058 AGL","7",106.606110802184,102.019648818995,4.5864619831887,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",87,"ILL 5058 AGL","7",128.038512570196,121.479256017573,6.55925655262313,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",87,"ILL 5058 AGL","7",115.860702331529,110.463522143193,5.39718018833581,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",87,"ILL 5058 AGL","7",141.342994562476,133.39209520079,7.95089936168654,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",88,"ILL 5151 AGL","5",44.2116483767874,43.5329107666168,0.678737610170579,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",88,"ILL 5151 AGL","5",46.5220375512124,45.7711106218008,0.750926929411662,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",88,"ILL 5151 AGL","5",57.7430733973407,56.5907019798846,1.1523714174561,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",88,"ILL 5151 AGL","5",99.5483098482022,96.1720920474506,3.37621780075159,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",88,"ILL 5151 AGL","5",90.8753270856977,88.0534388459391,2.82188823975862,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",88,"ILL 5151 AGL","5",100.033825843824,96.6251586568217,3.40866718700261,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",88,"ILL 5151 AGL","5",112.531074163787,108.235799931347,4.29527423244015,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",88,"ILL 5151 AGL","5",101.590786912844,98.0770501657719,3.51373674707247,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",88,"ILL 5151 AGL","5",123.934434625712,118.744601825815,5.18983279989614,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",89,"ILL 5209 AGL","5",43.5763484872495,42.9228837797226,0.653464707526958,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",89,"ILL 5209 AGL","5",45.8341014761981,45.1117299598483,0.722371516349867,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",89,"ILL 5209 AGL","5",56.9019859055395,55.7928409481617,1.10914495737779,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",89,"ILL 5209 AGL","5",98.444591736481,95.1713323586861,3.27325937779496,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",89,"ILL 5209 AGL","5",89.8846308402798,87.1479446708934,2.73668616938642,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",89,"ILL 5209 AGL","5",98.8575866012587,95.5572660118954,3.30032058936335,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",89,"ILL 5209 AGL","5",110.701350614727,106.579346857983,4.12200375674327,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",89,"ILL 5209 AGL","5",99.9516921879997,96.5791608939673,3.37253129403243,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",89,"ILL 5209 AGL","5",121.866711305811,116.889973501543,4.97673780426844,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",90,"ILL 5480 AGL","7",49.0580762344321,47.6107440498955,1.44733218453663,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",90,"ILL 5480 AGL","7",52.4532890106873,50.8020619316448,1.65122707904249,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",90,"ILL 5480 AGL","7",63.8940731464131,61.4606886645893,2.43338448182386,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",90,"ILL 5480 AGL","7",93.2502104816149,88.1562489521066,5.09396152950831,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",90,"ILL 5480 AGL","7",85.0768102014327,80.8162879822857,4.26052221914702,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",90,"ILL 5480 AGL","7",95.9688017288993,90.5820734730631,5.38672825583612,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",90,"ILL 5480 AGL","7",127.959571691943,118.558884143702,9.40068754824081,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",90,"ILL 5480 AGL","7",115.95474620831,108.18163622286,7.77310998545047,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",90,"ILL 5480 AGL","7",142.195244567532,130.680639158874,11.5146054086587,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",91,"ILL 5639 AGL","4",43.8807714022924,42.8015023670085,1.07926903528389,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",91,"ILL 5639 AGL","4",46.6689716934307,45.4500958081291,1.21887588530154,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",91,"ILL 5639 AGL","4",57.3586438217473,55.5283937380268,1.83025008372047,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",91,"ILL 5639 AGL","4",89.2084733961586,84.8583922644438,4.3500811317148,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",91,"ILL 5639 AGL","4",81.2806989155447,77.6537111118337,3.62698780371102,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",91,"ILL 5639 AGL","4",91.1247593382392,86.5905323843422,4.53422695389706,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",91,"ILL 5639 AGL","4",114.99425970085,107.866405332912,7.12785436793764,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",91,"ILL 5639 AGL","4",103.838712213132,97.9915598016903,5.84715241144173,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",91,"ILL 5639 AGL","4",127.6715881013,118.945141827611,8.72644627368901,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",92,"ILL 5722 AGL","2",40.8984682635845,39.2109837584315,1.68748450515307,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",92,"ILL 5722 AGL","2",44.3559910886208,42.3780286065415,1.97796248207924,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",92,"ILL 5722 AGL","2",53.3169032934456,50.4845438565414,2.83235943690418,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",92,"ILL 5722 AGL","2",69.4225501181025,64.6964184768495,4.72613164125293,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",92,"ILL 5722 AGL","2",63.2134858364925,59.2709415685487,3.94254426794372,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",92,"ILL 5722 AGL","2",72.5840473406849,67.433626578208,5.15042076247683,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",92,"ILL 5722 AGL","2",110.88056136831,99.2952215365546,11.5853398317559,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",92,"ILL 5722 AGL","2",100.538144143629,90.9195188751246,9.61862526850474,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",92,"ILL 5722 AGL","2",124.614451007025,110.168361211991,14.4460897950344,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",93,"ILL 5883 AGL","5",42.9145758607674,42.1926660845007,0.721909776266706,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",93,"ILL 5883 AGL","5",45.2574310676564,44.4552832427096,0.802147824946815,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",93,"ILL 5883 AGL","5",56.3212697647728,55.0843492554097,1.23692050936308,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",93,"ILL 5883 AGL","5",97.1168681645523,93.4966732252175,3.62019493933479,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",93,"ILL 5883 AGL","5",88.3618453419712,85.354840936432,3.00700440553923,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",93,"ILL 5883 AGL","5",97.8422480146255,94.168794379605,3.67345363502048,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",93,"ILL 5883 AGL","5",112.337453231044,107.521725456422,4.81572777462169,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",93,"ILL 5883 AGL","5",101.022337793948,97.1109857473998,3.91135204654813,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",93,"ILL 5883 AGL","5",124.362650838912,118.487698284337,5.8749525545749,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",94,"ILL 5888 AGL","1",39.7082069023088,36.586700761477,3.12150614083173,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",94,"ILL 5888 AGL","1",44.7739962219145,40.8446383675974,3.92935785431708,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",94,"ILL 5888 AGL","1",47.9574330442067,43.4774098586265,4.48002318558022,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",94,"ILL 5888 AGL","1",40.8566704014673,37.5594856931118,3.29718470835551,"T + 1.5"
"Jessore, Bangladesh 2017","Ba17","South Asia",94,"ILL 5888 AGL","1",37.9904074659194,35.1233856783808,2.8670217875385,"T + 1.5"
"Bardiya, Nepal 2017","Ne17","South Asia",94,"ILL 5888 AGL","1",43.7689819556045,40.0066326593954,3.76234929620915,"T + 1.5"
"Cordoba, Spain 2017","Sp17","Mediterranean",94,"ILL 5888 AGL","1",82.7226419015245,70.2384610219448,12.4841808795798,"T + 1.5"
"Marchouch, Morocco 2017","Mo17","Mediterranean",94,"ILL 5888 AGL","1",79.4084303136445,67.8345672609624,11.5738630526821,"T + 1.5"
"Metaponto, Italy 2017","It17","Mediterranean",94,"ILL 5888 AGL","1",90.0786299541012,75.4714850647213,14.6071448893798,"T + 1.5"
"Rosthern, Canada 2017","Ro17","Temperate",95,"ILL 5945 AGL","2",40.7973893631003,39.6965516305067,1.10083773259353,"T + 1.5"
"Sutherland, Canada 2017","Su17","Temperate",95,"ILL 5945 AGL","2",43.4175149605798,42.1728956477625,1.24461931281728,"T + 1.5"
"Central Ferry, USA 2018","Us18","Temperate",95,"ILL 5945 AGL","2",52.3658531716307,50.5659685526197,1.799884619011,"T + 1.5"
"Bhopal, India 2017","In17","South Asia",95,"ILL 5945 AGL","2",75.1348907882717,71.4840814538039,3.65080933446778,"T + 1.5"
