"Expt","DTF","RDTF","T_mean","P_mean","Predicted_DTF"
"Bhopal, India 2016",NA,0.011628,17.6,10.9,97.240585149486
"Bhopal, India 2017",73.5,0.013611,20.6,10.7,89.4787915502317
"Jessore, Bangladesh 2016",76.6666666666667,0.013044,18.6,10.8,95.2284909710842
"Jessore, Bangladesh 2017",80.6666666666667,0.0123996666666667,21.7,11,80.6473292292803
"Bardiya, Nepal 2016",123.666666666667,0.008088,19.2,11,88.8419005596155
"Bardiya, Nepal 2017",122.333333333333,0.008176,19.4,10.8,92.021308319964
"Cordoba, Spain 2016",118.666666666667,0.008427,12.5,10.9,125.776826837986
"Cordoba, Spain 2017",124,0.008065,11.7,11.1,123.992560446373
"Marchouch, Morocco 2016",128.666666666667,0.007772,12,10.8,133.660404684191
"Marchouch, Morocco 2017",121,0.00826533333333333,11.8,11.5,110.234781705712
"Metaponto, Italy 2016",144.666666666667,0.006913,10.6,10.9,141.215700789284
"Metaponto, Italy 2017",142,0.007045,11.2,10.8,140.535141802791
"Rosthern, Canada 2016",44.6666666666667,0.0224056666666667,17.2,16.1,42.884620297747
"Rosthern, Canada 2017",41.3333333333333,0.0242066666666667,17.5,16.4,41.3109336271
"Sutherland, Canada 2016",45.6666666666667,0.0219143333333333,16.7,15.9,44.2630623907223
"Sutherland, Canada 2017",46.6666666666667,0.021437,15.7,16.1,44.1531934188569
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,42.5585517133691
"Central Ferry, USA 2018",56.5,0.017734,15.8,14.3,55.0438372763633
"Bhopal, India 2016",62,0.016129,17.6,10.9,95.9447358321607
"Bhopal, India 2017",71.3333333333333,0.0140213333333333,20.6,10.7,88.8120351015397
"Jessore, Bangladesh 2016",79.6666666666667,0.0125526666666667,18.6,10.8,94.1807642802419
"Jessore, Bangladesh 2017",80,0.0125053333333333,21.7,11,79.9658812240112
"Bardiya, Nepal 2016",103.5,0.0096675,19.2,11,87.8061356768785
"Bardiya, Nepal 2017",114.666666666667,0.00873266666666667,19.4,10.8,91.1145637475614
"Cordoba, Spain 2016",115.666666666667,0.008649,12.5,10.9,122.77791564896
"Cordoba, Spain 2017",120.666666666667,0.00829033333333333,11.7,11.1,120.622411644084
"Marchouch, Morocco 2016",126.666666666667,0.00789533333333333,12,10.8,130.377493700733
"Marchouch, Morocco 2017",114.666666666667,0.00872133333333333,11.8,11.5,107.058143454875
"Metaponto, Italy 2016",134.333333333333,0.007462,10.6,10.9,137.058294813364
"Metaponto, Italy 2017",138,0.007247,11.2,10.8,136.748003172037
"Rosthern, Canada 2016",45,0.0222293333333333,17.2,16.1,48.4037376900094
"Rosthern, Canada 2017",46.6666666666667,0.021431,17.5,16.4,46.6613783771173
"Sutherland, Canada 2016",49,0.0204136666666667,16.7,15.9,49.8029881904456
"Sutherland, Canada 2017",51.6666666666667,0.0193813333333333,15.7,16.1,49.1913016117561
"Sutherland, Canada 2018",46.6666666666667,0.021431,17.6,16.1,48.1979616040358
"Central Ferry, USA 2018",58,0.017262,15.8,14.3,62.0380686569679
"Bhopal, India 2016",NA,0.011628,17.6,10.9,117.332114726107
"Bhopal, India 2017",NA,0.011765,20.6,10.7,114.755833191281
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,117.533257272338
"Jessore, Bangladesh 2017",NA,0.009662,21.7,11,103.498240529911
"Bardiya, Nepal 2016",132,0.007578,19.2,11,109.760734504578
"Bardiya, Nepal 2017",132,0.00757933333333333,19.4,10.8,115.145850658669
"Cordoba, Spain 2016",126,0.00793766666666667,12.5,10.9,135.167698764631
"Cordoba, Spain 2017",130,0.007692,11.7,11.1,130.005200208008
"Marchouch, Morocco 2016",130,0.007692,12,10.8,141.78630580861
"Marchouch, Morocco 2017",123,0.00813,11.8,11.5,115.547737357276
"Metaponto, Italy 2016",141.333333333333,0.007083,10.6,10.9,143.281888503426
"Metaponto, Italy 2017",144.333333333333,0.00692866666666667,11.2,10.8,145.423669387675
"Rosthern, Canada 2016",44.3333333333333,0.0225586666666667,17.2,16.1,44.4812980051209
"Rosthern, Canada 2017",43,0.0232643333333333,17.5,16.4,42.9842534351583
"Sutherland, Canada 2016",47.6666666666667,0.020981,16.7,15.9,45.8423090505837
"Sutherland, Canada 2017",47,0.021283,15.7,16.1,45.9684880952254
"Sutherland, Canada 2018",44,0.0227586666666667,17.6,16.1,44.1008268584033
"Central Ferry, USA 2018",52,0.019245,15.8,14.3,55.6252049133369
"Bhopal, India 2016",68,0.014706,17.6,10.9,86.0204668345827
"Bhopal, India 2017",81,0.012346,20.6,10.7,79.0214942495566
"Jessore, Bangladesh 2016",82.6666666666667,0.012097,18.6,10.8,84.051124920302
"Jessore, Bangladesh 2017",72.3333333333333,0.0138256666666667,21.7,11,72.3292427128288
"Bardiya, Nepal 2016",99.6666666666667,0.010042,19.2,11,79.2804034329865
"Bardiya, Nepal 2017",107,0.00938333333333333,19.4,10.8,81.3972479202583
"Cordoba, Spain 2016",109,0.009174,12.5,10.9,109.262944559272
"Cordoba, Spain 2017",109,0.00918933333333333,11.7,11.1,108.821822402786
"Marchouch, Morocco 2016",108.666666666667,0.009203,12,10.8,114.978363123559
"Marchouch, Morocco 2017",97.6666666666667,0.0102396666666667,11.8,11.5,99.1292989069543
"Metaponto, Italy 2016",120.666666666667,0.008287,10.6,10.9,121.492589292178
"Metaponto, Italy 2017",127.666666666667,0.00783266666666667,11.2,10.8,120.345899000487
"Rosthern, Canada 2016",44,0.022727,17.2,16.1,42.8789136291915
"Rosthern, Canada 2017",41.3333333333333,0.0242066666666667,17.5,16.4,41.3109336271
"Sutherland, Canada 2016",46.3333333333333,0.021585,16.7,15.9,44.1850736092154
"Sutherland, Canada 2017",45,0.0222293333333333,15.7,16.1,43.8115298307539
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,42.6368838934468
"Central Ferry, USA 2018",54.3333333333333,0.0184146666666667,15.8,14.3,55.1183146823298
"Bhopal, India 2016",NA,0.011628,17.6,10.9,101.711247122642
"Bhopal, India 2017",NA,0.011765,20.6,10.7,97.0806307001351
"Jessore, Bangladesh 2016",92,0.0108706666666667,18.6,10.8,101.002412181909
"Jessore, Bangladesh 2017",87.3333333333333,0.0114506666666667,21.7,11,87.3311597578016
"Bardiya, Nepal 2016",125.5,0.0079745,19.2,11,94.133071133435
"Bardiya, Nepal 2017",147.5,0.006786,19.4,10.8,98.3717113361996
"Cordoba, Spain 2016",114,0.008772,12.5,10.9,122.792153310977
"Cordoba, Spain 2017",119,0.008403,11.7,11.1,119.005117220041
"Marchouch, Morocco 2016",126.333333333333,0.007918,12,10.8,129.594152618956
"Marchouch, Morocco 2017",113,0.008855,11.8,11.5,105.44128180074
"Metaponto, Italy 2016",133.666666666667,0.00748166666666667,10.6,10.9,133.066967602987
"Metaponto, Italy 2017",138.666666666667,0.00721133333333333,11.2,10.8,134.198878530178
"Rosthern, Canada 2016",44,0.022727,17.2,16.1,42.5013433474472
"Rosthern, Canada 2017",41,0.0244203333333333,17.5,16.4,40.9494819890528
"Sutherland, Canada 2016",49.3333333333333,0.020272,16.7,15.9,43.7352025524184
"Sutherland, Canada 2017",48.3333333333333,0.0207033333333333,15.7,16.1,43.1370520177295
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,42.33497308838
"Central Ferry, USA 2018",56.5,0.017812,15.8,14.3,54.7311203388999
"Bhopal, India 2016",NA,0.011628,17.6,10.9,106.750518887116
"Bhopal, India 2017",82,0.012195,20.6,10.7,105.120346070776
"Jessore, Bangladesh 2016",103.333333333333,0.009679,18.6,10.8,107.242161437142
"Jessore, Bangladesh 2017",94.5,0.0105895,21.7,11,94.4331649275225
"Bardiya, Nepal 2016",125,0.00800066666666667,19.2,11,99.884148617708
"Bardiya, Nepal 2017",125.333333333333,0.00797966666666667,19.4,10.8,105.156680755736
"Cordoba, Spain 2016",112.666666666667,0.00887666666666667,12.5,10.9,122.119251751322
"Cordoba, Spain 2017",117,0.008552,11.7,11.1,116.931711880262
"Marchouch, Morocco 2016",121,0.008264,12,10.8,128.221055972188
"Marchouch, Morocco 2017",112.666666666667,0.00888066666666667,11.8,11.5,103.396162218647
"Metaponto, Italy 2016",129.333333333333,0.007735,10.6,10.9,129.040383848018
"Metaponto, Italy 2017",137.666666666667,0.00726433333333333,11.2,10.8,131.335240673891
"Rosthern, Canada 2016",45.3333333333333,0.0220683333333333,17.2,16.1,46.3161345539551
"Rosthern, Canada 2017",44.6666666666667,0.0223903333333333,17.5,16.4,44.6621309791428
"Sutherland, Canada 2016",50,0.02,16.7,15.9,47.8769135485554
"Sutherland, Canada 2017",50,0.020008,15.7,16.1,48.2235438285321
"Sutherland, Canada 2018",46,0.021739,17.6,16.1,45.8327096346694
"Central Ferry, USA 2018",64.6666666666667,0.0155146666666667,15.8,14.3,58.7510648630507
"Bhopal, India 2016",59.5,0.016817,17.6,10.9,91.579284765786
"Bhopal, India 2017",65.6666666666667,0.0152703333333333,20.6,10.7,81.9115721009186
"Jessore, Bangladesh 2016",69.6666666666667,0.014355,18.6,10.8,88.6585304125483
"Jessore, Bangladesh 2017",74.3333333333333,0.0134633333333333,21.7,11,74.2758108442684
"Bardiya, Nepal 2016",119.666666666667,0.00837066666666667,19.2,11,83.0563560938184
"Bardiya, Nepal 2017",114,0.008772,19.4,10.8,85.2174086473913
"Cordoba, Spain 2016",116.333333333333,0.00860233333333333,12.5,10.9,124.751492372906
"Cordoba, Spain 2017",125.333333333333,0.00797966666666667,11.7,11.1,125.318517899662
"Marchouch, Morocco 2016",128,0.007812,12,10.8,132.949069662955
"Marchouch, Morocco 2017",120.333333333333,0.00831266666666667,11.8,11.5,112.676281442976
"Metaponto, Italy 2016",131,0.00763733333333333,10.6,10.9,144.212403391753
"Metaponto, Italy 2017",140,0.00715266666666667,11.2,10.8,141.518452852023
"Rosthern, Canada 2016",44,0.022727,17.2,16.1,43.0906436862339
"Rosthern, Canada 2017",41.6666666666667,0.0240033333333333,17.5,16.4,41.6608804332732
"Sutherland, Canada 2016",46.6666666666667,0.021431,16.7,15.9,44.3994698249199
"Sutherland, Canada 2017",44.3333333333333,0.0226296666666667,15.7,16.1,44.5609382807053
"Sutherland, Canada 2018",42.6666666666667,0.0234406666666667,17.6,16.1,42.7148086778102
"Central Ferry, USA 2018",51.5,0.0194195,15.8,14.3,53.6698114202294
"Bhopal, India 2016",56,0.0178683333333333,17.6,10.9,81.561983530203
"Bhopal, India 2017",70.5,0.0142025,20.6,10.7,74.8324907237088
"Jessore, Bangladesh 2016",79.6666666666667,0.0125526666666667,18.6,10.8,79.6390220863177
"Jessore, Bangladesh 2017",68.6666666666667,0.014568,21.7,11,68.6436024162548
"Bardiya, Nepal 2016",95.3333333333333,0.0105023333333333,19.2,11,75.234306139653
"Bardiya, Nepal 2017",101.666666666667,0.009852,19.4,10.8,77.1305004689827
"Cordoba, Spain 2016",95.3333333333333,0.010496,12.5,10.9,103.54985844514
"Cordoba, Spain 2017",103.333333333333,0.00967766666666667,11.7,11.1,103.330692660077
"Marchouch, Morocco 2016",108,0.009259,12,10.8,108.843380429188
"Marchouch, Morocco 2017",92,0.01087,11.8,11.5,94.4604355163199
"Metaponto, Italy 2016",113.666666666667,0.008798,10.6,10.9,115.110852381038
"Metaponto, Italy 2017",124,0.00807466666666667,11.2,10.8,113.906477127347
"Rosthern, Canada 2016",46.3333333333333,0.0216496666666667,17.2,16.1,41.0716061913967
"Rosthern, Canada 2017",39.6666666666667,0.0252556666666667,17.5,16.4,39.595074372748
"Sutherland, Canada 2016",45.3333333333333,0.0220753333333333,16.7,15.9,42.3965051564321
"Sutherland, Canada 2017",43.3333333333333,0.0231283333333333,15.7,16.1,42.4270798224885
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,40.7246504885539
"Central Ferry, USA 2018",52,0.019231,15.8,14.3,52.3355329017288
"Bhopal, India 2016",NA,0.011628,17.6,10.9,86.8505256742344
"Bhopal, India 2017",78,0.0128395,20.6,10.7,79.5659463293686
"Jessore, Bangladesh 2016",85,0.011766,18.6,10.8,84.876505318405
"Jessore, Bangladesh 2017",72,0.013891,21.7,11,71.9890576632352
"Bardiya, Nepal 2016",106.666666666667,0.00938266666666667,19.2,11,79.3994081370336
"Bardiya, Nepal 2017",115.666666666667,0.00865933333333333,19.4,10.8,81.9894799856253
"Cordoba, Spain 2016",109,0.009174,12.5,10.9,112.748700528088
"Cordoba, Spain 2017",111.666666666667,0.008956,11.7,11.1,111.656989727557
"Marchouch, Morocco 2016",114,0.008772,12,10.8,119.628650164165
"Marchouch, Morocco 2017",98.3333333333333,0.010176,11.8,11.5,99.8899135348832
"Metaponto, Italy 2016",120.666666666667,0.008287,10.6,10.9,126.839464196772
"Metaponto, Italy 2017",127.666666666667,0.00783266666666667,11.2,10.8,125.875807517112
"Rosthern, Canada 2016",45,0.022272,17.2,16.1,45.5892068037884
"Rosthern, Canada 2017",44,0.022735,17.5,16.4,43.9850450846712
"Sutherland, Canada 2016",49.6666666666667,0.0201413333333333,16.7,15.9,46.9238595892159
"Sutherland, Canada 2017",47,0.021283,15.7,16.1,46.5502842373561
"Sutherland, Canada 2018",43.6666666666667,0.0229113333333333,17.6,16.1,45.3395851150972
"Central Ferry, USA 2018",55.6666666666667,0.018018,15.8,14.3,57.951259234283
"Bhopal, India 2016",NA,0.011628,17.6,10.9,102.465831240574
"Bhopal, India 2017",66,0.015152,20.6,10.7,98.1147046474545
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,101.783297319118
"Jessore, Bangladesh 2017",89.3333333333333,0.0112336666666667,21.7,11,89.0181300258153
"Bardiya, Nepal 2016",124,0.008067,19.2,11,95.4300227981221
"Bardiya, Nepal 2017",128,0.00781866666666667,19.4,10.8,99.3411139126396
"Cordoba, Spain 2016",111,0.00901066666666667,12.5,10.9,121.660550714943
"Cordoba, Spain 2017",118.333333333333,0.008451,11.7,11.1,118.32919181162
"Marchouch, Morocco 2016",119,0.008403,12,10.8,127.678623896091
"Marchouch, Morocco 2017",112,0.00893,11.8,11.5,106.077490524134
"Metaponto, Italy 2016",127.666666666667,0.00783266666666667,10.6,10.9,130.788103857764
"Metaponto, Italy 2017",132.333333333333,0.007558,11.2,10.8,131.741306495764
"Rosthern, Canada 2016",44,0.022727,17.2,16.1,41.4108479588351
"Rosthern, Canada 2017",40,0.0250103333333333,17.5,16.4,39.983473497621
"Sutherland, Canada 2016",46,0.021746,16.7,15.9,42.6917940534044
"Sutherland, Canada 2017",44.6666666666667,0.0224566666666667,15.7,16.1,42.7367770593192
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,41.0710482094207
"Central Ferry, USA 2018",51,0.019608,15.8,14.3,52.1495451048777
"Bhopal, India 2016",74,0.013514,17.6,10.9,83.3142709307008
"Bhopal, India 2017",74,0.013514,20.6,10.7,76.7674806189454
"Jessore, Bangladesh 2016",75,0.013335,18.6,10.8,81.5340787568984
"Jessore, Bangladesh 2017",70,0.014288,21.7,11,69.9888017917134
"Bardiya, Nepal 2016",96.6666666666667,0.010348,19.2,11,76.691149706301
"Bardiya, Nepal 2017",102.666666666667,0.00975566666666667,19.4,10.8,78.9615629956544
"Cordoba, Spain 2016",95.3333333333333,0.010496,12.5,10.9,105.759373620273
"Cordoba, Spain 2017",105,0.00953066666666667,11.7,11.1,104.924454392837
"Marchouch, Morocco 2016",108,0.009259,12,10.8,111.504103998242
"Marchouch, Morocco 2017",91.3333333333333,0.0109503333333333,11.8,11.5,94.9644798047672
"Metaponto, Italy 2016",119.333333333333,0.008383,10.6,10.9,117.558192164465
"Metaponto, Italy 2017",126.666666666667,0.00789533333333333,11.2,10.8,116.703812975816
"Rosthern, Canada 2016",45.3333333333333,0.0220683333333333,17.2,16.1,46.3057744865052
"Rosthern, Canada 2017",44.6666666666667,0.0223976666666667,17.5,16.4,44.6475079249327
"Sutherland, Canada 2016",48.3333333333333,0.0206913333333333,16.7,15.9,47.6699289280329
"Sutherland, Canada 2017",47,0.021283,15.7,16.1,47.216052372137
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,46.0689311412123
"Central Ferry, USA 2018",54,0.018523,15.8,14.3,59.1923479208224
"Bhopal, India 2016",NA,0.011628,17.6,10.9,108.142463466345
"Bhopal, India 2017",NA,0.011765,20.6,10.7,104.160913564696
"Jessore, Bangladesh 2016",103,0.00970933333333333,18.6,10.8,107.700412668664
"Jessore, Bangladesh 2017",94.3333333333333,0.0106246666666667,21.7,11,94.1205998619565
"Bardiya, Nepal 2016",124.5,0.0080335,19.2,11,100.697176658274
"Bardiya, Nepal 2017",127.333333333333,0.00785766666666667,19.4,10.8,105.18494440265
"Cordoba, Spain 2016",117,0.00855,12.5,10.9,127.68942576173
"Cordoba, Spain 2017",123.666666666667,0.00808866666666667,11.7,11.1,123.629770048628
"Marchouch, Morocco 2016",126,0.007937,12,10.8,134.172084989377
"Marchouch, Morocco 2017",118,0.00847566666666667,11.8,11.5,110.194670876303
"Metaponto, Italy 2016",134,0.007463,10.6,10.9,136.908717173241
"Metaponto, Italy 2017",138,0.007247,11.2,10.8,138.292184439652
"Rosthern, Canada 2016",45.3333333333333,0.0220753333333333,17.2,16.1,43.4145285220691
"Rosthern, Canada 2017",42,0.0238186666666667,17.5,16.4,41.9838781907748
"Sutherland, Canada 2016",45,0.0222436666666667,16.7,15.9,44.7133911682902
"Sutherland, Canada 2017",44.6666666666667,0.0223903333333333,15.7,16.1,44.8337803908893
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,43.0511098817979
"Central Ferry, USA 2018",52.3333333333333,0.0191193333333333,15.8,14.3,53.9992133530051
"Bhopal, India 2016",56.5,0.0177115,17.6,10.9,82.2980503303113
"Bhopal, India 2017",71.5,0.0140415,20.6,10.7,75.8540292318702
"Jessore, Bangladesh 2016",81,0.012347,18.6,10.8,80.4891517132931
"Jessore, Bangladesh 2017",69.6666666666667,0.014357,21.7,11,69.6524343525807
"Bardiya, Nepal 2016",95.3333333333333,0.010499,19.2,11,76.093401322161
"Bardiya, Nepal 2017",102,0.00980466666666667,19.4,10.8,78.0462437249406
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,103.393008093176
"Cordoba, Spain 2017",103,0.009709,11.7,11.1,102.997219075085
"Marchouch, Morocco 2016",108,0.009259,12,10.8,108.509785778231
"Marchouch, Morocco 2017",93,0.0107553333333333,11.8,11.5,94.2533159837025
"Metaponto, Italy 2016",121,0.008264,10.6,10.9,114.308715412324
"Metaponto, Italy 2017",127,0.00787466666666667,11.2,10.8,113.290354841616
"Rosthern, Canada 2016",44.3333333333333,0.0225586666666667,17.2,16.1,44.8584647621606
"Rosthern, Canada 2017",43.3333333333333,0.023088,17.5,16.4,43.3125433125433
"Sutherland, Canada 2016",47,0.021277,16.7,15.9,46.182709186785
"Sutherland, Canada 2017",46.3333333333333,0.021598,15.7,16.1,45.9801995084118
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,44.568519337741
"Central Ferry, USA 2018",54,0.0185356666666667,15.8,14.3,56.6142992264854
"Bhopal, India 2016",75,0.013333,17.6,10.9,94.9560037182772
"Bhopal, India 2017",76.5,0.0130995,20.6,10.7,89.5980848640686
"Jessore, Bangladesh 2016",93,0.0107536666666667,18.6,10.8,93.7664852611265
"Jessore, Bangladesh 2017",81.6666666666667,0.0122466666666667,21.7,11,81.6548720740338
"Bardiya, Nepal 2016",116.333333333333,0.00860633333333333,19.2,11,88.1814090285387
"Bardiya, Nepal 2017",119.666666666667,0.00835666666666667,19.4,10.8,91.2838371477264
"Cordoba, Spain 2016",110,0.00909233333333333,12.5,10.9,115.179229457404
"Cordoba, Spain 2017",113,0.00885,11.7,11.1,112.994350282486
"Marchouch, Morocco 2016",119,0.008403,12,10.8,120.891581505565
"Marchouch, Morocco 2017",104.666666666667,0.00955466666666667,11.8,11.5,102.018794154355
"Metaponto, Italy 2016",128,0.007812,10.6,10.9,125.105542721916
"Metaponto, Italy 2017",136,0.00735533333333333,11.2,10.8,125.284645717407
"Rosthern, Canada 2016",44,0.022735,17.2,16.1,40.445180814793
"Rosthern, Canada 2017",39,0.0256523333333333,17.5,16.4,38.9828085814156
"Sutherland, Canada 2016",46.3333333333333,0.021592,16.7,15.9,41.7193749900886
"Sutherland, Canada 2017",44.6666666666667,0.0224816666666667,15.7,16.1,41.5959717585245
"Sutherland, Canada 2018",42.3333333333333,0.0236253333333333,17.6,16.1,40.1489785372013
"Central Ferry, USA 2018",51.6666666666667,0.0193613333333333,15.8,14.3,51.7004770653963
"Bhopal, India 2016",76,0.013158,17.6,10.9,89.2718704336264
"Bhopal, India 2017",82,0.012195,20.6,10.7,83.0380464789684
"Jessore, Bangladesh 2016",81.3333333333333,0.0122956666666667,18.6,10.8,87.7640041326068
"Jessore, Bangladesh 2017",75,0.013335,21.7,11,74.9906261717286
"Bardiya, Nepal 2016",102,0.00983533333333333,19.2,11,82.0012132343245
"Bardiya, Nepal 2017",108.333333333333,0.009234,19.4,10.8,85.0411604189595
"Cordoba, Spain 2016",99.6666666666667,0.0100473333333333,12.5,10.9,112.663139190367
"Cordoba, Spain 2017",110.666666666667,0.00903833333333333,11.7,11.1,110.639867232159
"Marchouch, Morocco 2016",112,0.008929,12,10.8,119.268569802454
"Marchouch, Morocco 2017",98.3333333333333,0.0101703333333333,11.8,11.5,98.6367933697617
"Metaponto, Italy 2016",120.666666666667,0.008287,10.6,10.9,124.850599100346
"Metaponto, Italy 2017",127.666666666667,0.00783266666666667,11.2,10.8,124.694189323698
"Rosthern, Canada 2016",44.6666666666667,0.0223976666666667,17.2,16.1,43.8447871948083
"Rosthern, Canada 2017",42.3333333333333,0.023634,17.5,16.4,42.3119235000423
"Sutherland, Canada 2016",47.3333333333333,0.0211543333333333,16.7,15.9,45.0922512728083
"Sutherland, Canada 2017",48.3333333333333,0.0207266666666667,15.7,16.1,44.6286697273038
"Sutherland, Canada 2018",42.6666666666667,0.0234406666666667,17.6,16.1,43.6403808793654
"Central Ferry, USA 2018",51.6666666666667,0.0193613333333333,15.8,14.3,55.6888134051517
"Bhopal, India 2016",NA,0.011628,17.6,10.9,100.187456003206
"Bhopal, India 2017",NA,0.011765,20.6,10.7,97.2283020154948
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,100.003555557546
"Jessore, Bangladesh 2017",88.3333333333333,0.011325,21.7,11,88.3002207505519
"Bardiya, Nepal 2016",121.666666666667,0.00822533333333333,19.2,11,93.8322131872087
"Bardiya, Nepal 2017",124,0.00806766666666667,19.4,10.8,97.9115295321402
"Cordoba, Spain 2016",110,0.00909233333333333,12.5,10.9,116.019725691951
"Cordoba, Spain 2017",112.333333333333,0.008903,11.7,11.1,112.321689318207
"Marchouch, Morocco 2016",112,0.008929,12,10.8,121.403844450543
"Marchouch, Morocco 2017",101.666666666667,0.00983633333333333,11.8,11.5,100.759993250322
"Metaponto, Italy 2016",123.666666666667,0.00808866666666667,10.6,10.9,123.277386613277
"Metaponto, Italy 2017",132.666666666667,0.007538,11.2,10.8,124.636775567061
"Rosthern, Canada 2016",47.3333333333333,0.0211593333333333,17.2,16.1,47.9766462794872
"Rosthern, Canada 2017",46.3333333333333,0.021585,17.5,16.4,46.3284688441047
"Sutherland, Canada 2016",48.6666666666667,0.0205496666666667,16.7,15.9,49.3961442747733
"Sutherland, Canada 2017",52,0.0192356666666667,15.7,16.1,49.2118001851018
"Sutherland, Canada 2018",44.6666666666667,0.02242,17.6,16.1,47.6576736670059
"Central Ferry, USA 2018",54,0.018549,15.8,14.3,60.4820675899786
"Bhopal, India 2016",NA,0.011628,17.6,10.9,100.568831425466
"Bhopal, India 2017",NA,0.011765,20.6,10.7,94.6509840063273
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,99.2073043831187
"Jessore, Bangladesh 2017",86.3333333333333,0.0115856666666667,21.7,11,86.3135483499727
"Bardiya, Nepal 2016",118.333333333333,0.008471,19.2,11,93.3379251674886
"Bardiya, Nepal 2017",125.666666666667,0.007958,19.4,10.8,96.5352203772842
"Cordoba, Spain 2016",114,0.008772,12.5,10.9,122.47778175776
"Cordoba, Spain 2017",120.333333333333,0.00831033333333333,11.7,11.1,120.332116641932
"Marchouch, Morocco 2016",123,0.00813,12,10.8,128.566669280552
"Marchouch, Morocco 2017",116.333333333333,0.00859666666666667,11.8,11.5,108.761794402615
"Metaponto, Italy 2016",134.666666666667,0.00742566666666667,10.6,10.9,133.296080531332
"Metaponto, Italy 2017",138.666666666667,0.00721133333333333,11.2,10.8,133.35013331529
"Rosthern, Canada 2016",46,0.0217663333333333,17.2,16.1,46.6280679439004
"Rosthern, Canada 2017",45.3333333333333,0.0220753333333333,17.5,16.4,45.2994292271917
"Sutherland, Canada 2016",47.3333333333333,0.021129,16.7,15.9,47.947353626743
"Sutherland, Canada 2017",47.3333333333333,0.021135,15.7,16.1,48.5612598389572
"Sutherland, Canada 2018",43,0.023256,17.6,16.1,46.1382721189536
"Central Ferry, USA 2018",51,0.019608,15.8,14.3,55.8664202125946
"Bhopal, India 2016",46.5,0.021934,17.6,10.9,72.82990830459
"Bhopal, India 2017",55,0.0184213333333333,20.6,10.7,66.0823396558834
"Jessore, Bangladesh 2016",56,0.017861,18.6,10.8,70.6861566439268
"Jessore, Bangladesh 2017",61.6666666666667,0.016217,21.7,11,61.6636862551644
"Bardiya, Nepal 2016",85,0.0117823333333333,19.2,11,67.5946932202822
"Bardiya, Nepal 2017",91.3333333333333,0.0110123333333333,19.4,10.8,68.4819770062539
"Cordoba, Spain 2016",97,0.010309,12.5,10.9,92.3546357338736
"Cordoba, Spain 2017",93.6666666666667,0.010678,11.7,11.1,93.6504963476307
"Marchouch, Morocco 2016",101,0.009901,12,10.8,96.2419252566672
"Marchouch, Morocco 2017",86,0.011628,11.8,11.5,88.1372150255408
"Metaponto, Italy 2016",111.666666666667,0.00896033333333333,10.6,10.9,102.602060118386
"Metaponto, Italy 2017",117.333333333333,0.00852533333333333,11.2,10.8,100.65281875326
"Rosthern, Canada 2016",45,0.0222293333333333,17.2,16.1,46.6598308011601
"Rosthern, Canada 2017",45,0.022222,17.5,16.4,45.0004500045
"Sutherland, Canada 2016",49,0.020408,16.7,15.9,48.0134050415957
"Sutherland, Canada 2017",47,0.021283,15.7,16.1,47.517139027646
"Sutherland, Canada 2018",45,0.0222516666666667,17.6,16.1,46.4364148784093
"Central Ferry, USA 2018",54,0.018525,15.8,14.3,59.5483080786954
"Bhopal, India 2016",NA,0.011628,17.6,10.9,108.968749387648
"Bhopal, India 2017",75,0.013333,20.6,10.7,105.541060293502
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,108.730241923672
"Jessore, Bangladesh 2017",95.5,0.0104715,21.7,11,95.4973022012128
"Bardiya, Nepal 2016",126.333333333333,0.00791966666666667,19.2,11,101.759985286395
"Bardiya, Nepal 2017",129,0.007757,19.4,10.8,106.345659178299
"Cordoba, Spain 2016",115.333333333333,0.008673,12.5,10.9,127.189961649781
"Cordoba, Spain 2017",123,0.00813133333333333,11.7,11.1,122.981060916619
"Marchouch, Morocco 2016",128,0.007812,12,10.8,133.40958611618
"Marchouch, Morocco 2017",116.333333333333,0.00859666666666667,11.8,11.5,109.796991039895
"Metaponto, Italy 2016",133.666666666667,0.00748166666666667,10.6,10.9,135.639747412867
"Metaponto, Italy 2017",140,0.00714566666666667,11.2,10.8,137.183850337181
"Rosthern, Canada 2016",49,0.0204593333333333,17.2,16.1,47.3084815940207
"Rosthern, Canada 2017",45.6666666666667,0.0219,17.5,16.4,45.662100456621
"Sutherland, Canada 2016",49.3333333333333,0.020272,16.7,15.9,48.7451484339504
"Sutherland, Canada 2017",53.3333333333333,0.0187603333333333,15.7,16.1,48.6302162351006
