"Expt","DTF","RDTF","T_mean","P_mean","Predicted_DTF"
"Bhopal, India 2017",67.3333333333333,0.0149326666666667,20.6,10.7,95.1805691278135
"Jessore, Bangladesh 2016",97.5,0.0102565,18.6,10.8,100.015084395241
"Jessore, Bangladesh 2017",87,0.0115066666666667,21.7,11,86.9061413673233
"Bardiya, Nepal 2016",122.5,0.0081635,19.2,11,94.1799139273865
"Bardiya, Nepal 2017",125.333333333333,0.00797966666666667,19.4,10.8,97.2490856973596
"Cordoba, Spain 2016",112.333333333333,0.008906,12.5,10.9,124.483647267709
"Cordoba, Spain 2017",122.666666666667,0.008155,11.7,11.1,122.624156958921
"Marchouch, Morocco 2016",121,0.008264,12,10.8,130.678869409738
"Marchouch, Morocco 2017",117,0.008547,11.8,11.5,111.07479179022
"Metaponto, Italy 2016",126.333333333333,0.00792266666666667,10.6,10.9,135.91059298272
"Metaponto, Italy 2017",136.666666666667,0.00731966666666667,11.2,10.8,135.722679573015
"Rosthern, Canada 2016",52,0.0192633333333333,17.2,16.1,51.7432077117119
"Rosthern, Canada 2017",50,0.0200053333333333,17.5,16.4,49.9866702212743
"Sutherland, Canada 2016",56,0.017857,16.7,15.9,53.3487392614919
"Sutherland, Canada 2017",59,0.0169593333333333,15.7,16.1,53.5279023631879
"Sutherland, Canada 2018",50,0.0200053333333333,17.6,16.1,51.2872112065205
"Central Ferry, USA 2018",63.3333333333333,0.0158033333333333,15.8,14.3,64.837023203591
"Bhopal, India 2016",NA,0.011628,17.6,10.9,100.398334796742
"Bhopal, India 2017",76,0.0131675,20.6,10.7,91.8930592779007
"Jessore, Bangladesh 2016",83.6666666666667,0.011955,18.6,10.8,97.9769514981724
"Jessore, Bangladesh 2017",84,0.011905,21.7,11,83.9983200335993
"Bardiya, Nepal 2016",127,0.007883,19.2,11,92.3270473992323
"Bardiya, Nepal 2017",123,0.00813433333333333,19.4,10.8,94.7854526797013
"Cordoba, Spain 2016",115,0.00870133333333333,12.5,10.9,128.708550225737
"Cordoba, Spain 2017",128.333333333333,0.00779266666666667,11.7,11.1,128.325776370947
"Marchouch, Morocco 2016",128,0.007812,12,10.8,135.661529598178
"Marchouch, Morocco 2017",120.666666666667,0.00828766666666667,11.8,11.5,116.695721655628
"Metaponto, Italy 2016",131,0.00763733333333333,10.6,10.9,143.81662719732
"Metaponto, Italy 2017",141,0.00709633333333333,11.2,10.8,142.295554843202
"Rosthern, Canada 2016",49.5,0.020204,17.2,16.1,52.7779124259192
"Rosthern, Canada 2017",51,0.019608,17.5,16.4,50.999592003264
"Sutherland, Canada 2016",54,0.0185356666666667,16.7,15.9,54.3937239456042
"Sutherland, Canada 2017",54,0.018531,15.7,16.1,54.5394381619472
"Sutherland, Canada 2018",47,0.021277,17.6,16.1,52.327225691781
"Central Ferry, USA 2018",58.5,0.0171055,15.8,14.3,66.022153697939
"Bhopal, India 2016",NA,0.011628,17.6,10.9,102.247379462448
"Bhopal, India 2017",73,0.0137216666666667,20.6,10.7,93.938413207215
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,99.9125867426515
"Jessore, Bangladesh 2017",86,0.0116323333333333,21.7,11,85.9672751239362
"Bardiya, Nepal 2016",125,0.0080045,19.2,11,94.2294564411265
"Bardiya, Nepal 2017",125.333333333333,0.00798766666666667,19.4,10.8,96.7573706118924
"Cordoba, Spain 2016",118.333333333333,0.008451,12.5,10.9,129.878176306788
"Cordoba, Spain 2017",129.333333333333,0.007732,11.7,11.1,129.332643559234
"Marchouch, Morocco 2016",129.666666666667,0.007712,12,10.8,136.684736960326
"Marchouch, Morocco 2017",125.666666666667,0.007958,11.8,11.5,117.778503975156
"Metaponto, Italy 2016",139.666666666667,0.007179,10.6,10.9,144.417509889037
"Metaponto, Italy 2017",147.666666666667,0.006773,11.2,10.8,143.067148362262
"Rosthern, Canada 2016",46.6666666666667,0.021499,17.2,16.1,48.0334174886338
"Rosthern, Canada 2017",46.3333333333333,0.021585,17.5,16.4,46.3284688441047
"Sutherland, Canada 2016",53,0.018882,16.7,15.9,49.4668246281416
"Sutherland, Canada 2017",53,0.0188726666666667,15.7,16.1,49.1247055680791
"Sutherland, Canada 2018",46,0.021746,17.6,16.1,47.7505477165172
"Central Ferry, USA 2018",57.3333333333333,0.0174773333333333,15.8,14.3,61.1800256739157
"Bhopal, India 2016",83,0.012048,17.6,10.9,107.929300627599
"Bhopal, India 2017",NA,0.011765,20.6,10.7,102.656950800018
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,106.962258872023
"Jessore, Bangladesh 2017",93,0.010754,21.7,11,92.9886553840432
"Bardiya, Nepal 2016",123.333333333333,0.00811633333333333,19.2,11,100.168336272919
"Bardiya, Nepal 2017",128.666666666667,0.00777666666666667,19.4,10.8,104.212805583192
"Cordoba, Spain 2016",118.666666666667,0.008427,12.5,10.9,129.990300462463
"Cordoba, Spain 2017",126.666666666667,0.00789533333333333,11.7,11.1,126.657097019336
"Marchouch, Morocco 2016",127.333333333333,0.00785366666666667,12,10.8,136.720989231219
"Marchouch, Morocco 2017",120.666666666667,0.00828766666666667,11.8,11.5,113.322354022968
"Metaponto, Italy 2016",129.333333333333,0.007735,10.6,10.9,140.704967602274
"Metaponto, Italy 2017",138.666666666667,0.00721133333333333,11.2,10.8,141.492584090577
"Rosthern, Canada 2016",48.3333333333333,0.0206913333333333,17.2,16.1,50.4153949082201
"Rosthern, Canada 2017",48.6666666666667,0.0205496666666667,17.5,16.4,48.6625898230304
"Sutherland, Canada 2016",54.3333333333333,0.0184066666666667,16.7,15.9,51.970901545896
"Sutherland, Canada 2017",57,0.0175546666666667,15.7,16.1,51.9524865324959
"Sutherland, Canada 2018",48.3333333333333,0.0206976666666667,17.6,16.1,50.0207447299711
"Central Ferry, USA 2018",61,0.0163963333333333,15.8,14.3,63.6741024277837
"Bhopal, India 2016",NA,0.011628,17.6,10.9,103.710375131344
"Bhopal, India 2017",70,0.014286,20.6,10.7,95.9887378947013
"Jessore, Bangladesh 2016",84,0.011906,18.6,10.8,101.683422385402
"Jessore, Bangladesh 2017",87.6666666666667,0.0114453333333333,21.7,11,87.3718546132339
"Bardiya, Nepal 2016",118,0.00852266666666667,19.2,11,95.5361412586425
"Bardiya, Nepal 2017",123.333333333333,0.008114,19.4,10.8,98.547084057444
"Cordoba, Spain 2016",116.666666666667,0.008574,12.5,10.9,130.771392081238
"Cordoba, Spain 2017",129.333333333333,0.007732,11.7,11.1,129.332643559234
"Marchouch, Morocco 2016",128.333333333333,0.007792,12,10.8,137.887554937884
"Marchouch, Morocco 2017",122.333333333333,0.00817466666666667,11.8,11.5,116.723752065767
"Metaponto, Italy 2016",134.666666666667,0.00742566666666667,10.6,10.9,144.852302513139
"Metaponto, Italy 2017",143.333333333333,0.00698133333333333,11.2,10.8,144.106812679603
"Rosthern, Canada 2016",50.3333333333333,0.0198796666666667,17.2,16.1,51.3646311317751
"Rosthern, Canada 2017",49.6666666666667,0.0201413333333333,17.5,16.4,49.6491460346882
"Sutherland, Canada 2016",55.6666666666667,0.0179653333333333,16.7,15.9,53.0401492283312
"Sutherland, Canada 2017",57,0.0175546666666667,15.7,16.1,53.6598920669027
"Sutherland, Canada 2018",49.6666666666667,0.020136,17.6,16.1,50.7853499083437
"Central Ferry, USA 2018",67.3333333333333,0.0148633333333333,15.8,14.3,63.8789268213124
"Bhopal, India 2016",68.3333333333333,0.0150626666666667,17.6,10.9,91.5939271619381
"Bhopal, India 2017",58.3333333333333,0.0172496666666667,20.6,10.7,81.6603445011873
"Jessore, Bangladesh 2016",73,0.0137006666666667,18.6,10.8,88.4625807741127
"Jessore, Bangladesh 2017",75,0.0133626666666667,21.7,11,74.8353622031531
"Bardiya, Nepal 2016",120.666666666667,0.008317,19.2,11,83.5091273023964
"Bardiya, Nepal 2017",121.666666666667,0.00822233333333333,19.4,10.8,85.118324903562
"Cordoba, Spain 2016",111.666666666667,0.00895833333333333,12.5,10.9,123.664701648867
"Cordoba, Spain 2017",125.333333333333,0.00797966666666667,11.7,11.1,125.318517899662
"Marchouch, Morocco 2016",119,0.008403,12,10.8,130.888587917337
"Marchouch, Morocco 2017",117.333333333333,0.008523,11.8,11.5,114.81020503157
"Metaponto, Italy 2016",130.666666666667,0.00765833333333333,10.6,10.9,142.216016804175
"Metaponto, Italy 2017",134.666666666667,0.007428,11.2,10.8,138.967084650908
"Rosthern, Canada 2016",49.6666666666667,0.0201413333333333,17.2,16.1,50.4083513937387
"Rosthern, Canada 2017",48.6666666666667,0.0205496666666667,17.5,16.4,48.6625898230304
"Sutherland, Canada 2016",53.6666666666667,0.0186353333333333,16.7,15.9,51.9702512633938
"Sutherland, Canada 2017",55.6666666666667,0.0179653333333333,15.7,16.1,52.0041464328834
"Sutherland, Canada 2018",48,0.0208513333333333,17.6,16.1,49.9992122495644
"Central Ferry, USA 2018",65.6666666666667,0.0152926666666667,15.8,14.3,63.5719382548868
"Bhopal, India 2016",81,0.012393,17.6,10.9,102.304085432885
"Bhopal, India 2017",76,0.013158,20.6,10.7,94.3486624474685
"Jessore, Bangladesh 2016",84.6666666666667,0.0118116666666667,18.6,10.8,100.160587818151
"Jessore, Bangladesh 2017",86,0.0116353333333333,21.7,11,85.9451097232567
"Bardiya, Nepal 2016",117,0.008586,19.2,11,94.1552609240326
"Bardiya, Nepal 2017",126.666666666667,0.00789533333333333,19.4,10.8,97.0060829283482
"Cordoba, Spain 2016",117,0.00855,12.5,10.9,129.785149139317
"Cordoba, Spain 2017",128.666666666667,0.00777366666666667,11.7,11.1,128.639423695382
"Marchouch, Morocco 2016",127.333333333333,0.00785366666666667,12,10.8,136.883519916539
"Marchouch, Morocco 2017",120,0.008333,11.8,11.5,116.26785733131
"Metaponto, Italy 2016",129.666666666667,0.00771433333333333,10.6,10.9,144.217679872729
"Metaponto, Italy 2017",142,0.00704366666666667,11.2,10.8,143.249720525356
"Rosthern, Canada 2016",48.6666666666667,0.0205496666666667,17.2,16.1,48.6862353771941
"Rosthern, Canada 2017",47,0.021283,17.5,16.4,46.9858572569656
"Sutherland, Canada 2016",50.6666666666667,0.0197386666666667,16.7,15.9,50.1472589827705
"Sutherland, Canada 2017",54.3333333333333,0.0184106666666667,15.7,16.1,49.9367942594942
"Sutherland, Canada 2018",47,0.021277,17.6,16.1,48.3632612027617
"Central Ferry, USA 2018",60.3333333333333,0.0165756666666667,15.8,14.3,61.663801458426
"Bhopal, India 2016",63,0.015873,17.6,10.9,104.4287882688
"Bhopal, India 2017",75,0.0134006666666667,20.6,10.7,98.2541429534209
"Jessore, Bangladesh 2016",84,0.011906,18.6,10.8,103.03607783843
"Jessore, Bangladesh 2017",89.3333333333333,0.0111953333333333,21.7,11,89.3229321741202
"Bardiya, Nepal 2016",120,0.00836533333333333,19.2,11,96.7300716419354
"Bardiya, Nepal 2017",125.666666666667,0.007958,19.4,10.8,100.203713263852
"Cordoba, Spain 2016",117,0.00855,12.5,10.9,127.762238432569
"Cordoba, Spain 2017",125.333333333333,0.00797966666666667,11.7,11.1,125.318517899662
"Marchouch, Morocco 2016",122.666666666667,0.00815233333333333,12,10.8,134.370643941593
"Marchouch, Morocco 2017",117,0.008547,11.8,11.5,112.766558582462
"Metaponto, Italy 2016",129.666666666667,0.00771433333333333,10.6,10.9,139.363091251968
"Metaponto, Italy 2017",138.666666666667,0.00721133333333333,11.2,10.8,139.513405121315
"Rosthern, Canada 2016",50.6666666666667,0.019749,17.2,16.1,53.4678154336915
"Rosthern, Canada 2017",51.6666666666667,0.0193566666666667,17.5,16.4,51.6617874978474
"Sutherland, Canada 2016",56,0.017857,16.7,15.9,55.0875629733713
"Sutherland, Canada 2017",57.6666666666667,0.017356,15.7,16.1,55.1491351806585
"Sutherland, Canada 2018",49.6666666666667,0.020136,17.6,16.1,53.0366377020656
"Central Ferry, USA 2018",66,0.0152013333333333,15.8,14.3,66.9705751982878
"Bhopal, India 2016",85,0.011765,17.6,10.9,105.279197661694
"Bhopal, India 2017",NA,0.011765,20.6,10.7,97.2850434038426
"Jessore, Bangladesh 2016",82,0.0121963333333333,18.6,10.8,103.106077314279
"Jessore, Bangladesh 2017",89,0.011237,21.7,11,88.9917237696895
"Bardiya, Nepal 2016",117,0.008563,19.2,11,97.2130546137365
"Bardiya, Nepal 2017",126.666666666667,0.00789533333333333,19.4,10.8,99.9715043273998
"Cordoba, Spain 2016",124.333333333333,0.00805033333333333,12.5,10.9,132.276732404269
"Cordoba, Spain 2017",131.333333333333,0.00761566666666667,11.7,11.1,131.308268043945
"Marchouch, Morocco 2016",132.666666666667,0.007538,12,10.8,139.083686664649
"Marchouch, Morocco 2017",126,0.007937,11.8,11.5,119.425834999932
"Metaponto, Italy 2016",147.333333333333,0.00678833333333333,10.6,10.9,146.248679073906
"Metaponto, Italy 2017",145,0.00689666666666667,11.2,10.8,145.226095953106
"Rosthern, Canada 2016",51.6666666666667,0.0193566666666667,17.2,16.1,50.7676705675055
"Rosthern, Canada 2017",49,0.020408,17.5,16.4,49.000392003136
"Sutherland, Canada 2016",56,0.017857,16.7,15.9,52.3832737293541
"Sutherland, Canada 2017",57,0.0175473333333333,15.7,16.1,52.5538585831574
"Sutherland, Canada 2018",49.6666666666667,0.020147,17.6,16.1,50.3116755717612
"Central Ferry, USA 2018",62,0.016129,15.8,14.3,64.0469243293478
"Bhopal, India 2016",NA,0.011628,17.6,10.9,101.184659340542
"Bhopal, India 2017",NA,0.011765,20.6,10.7,92.2720250249723
"Jessore, Bangladesh 2016",83,0.0120493333333333,18.6,10.8,98.647910528444
"Jessore, Bangladesh 2017",84,0.011905,21.7,11,83.9983200335993
"Bardiya, Nepal 2016",131,0.00763566666666667,19.2,11,92.6852275264055
"Bardiya, Nepal 2017",123.5,0.0081005,19.4,10.8,95.2914922820205
"Cordoba, Spain 2016",117,0.00855,12.5,10.9,131.463034891143
"Cordoba, Spain 2017",131,0.007634,11.7,11.1,130.992926381975
"Marchouch, Morocco 2016",130.333333333333,0.00767266666666667,12,10.8,139.055647095765
"Marchouch, Morocco 2017",127,0.007874,11.8,11.5,118.380488633032
"Metaponto, Italy 2016",127.666666666667,0.00783266666666667,10.6,10.9,147.95750300423
"Metaponto, Italy 2017",141,0.00709633333333333,11.2,10.8,146.320518235707
"Rosthern, Canada 2016",51,0.0196226666666667,17.2,16.1,51.7233455134829
"Rosthern, Canada 2017",50,0.0200053333333333,17.5,16.4,49.9866702212743
"Sutherland, Canada 2016",56,0.017857,16.7,15.9,53.1460117935345
"Sutherland, Canada 2017",57.6666666666667,0.017342,15.7,16.1,52.6733535806899
"Sutherland, Canada 2018",49,0.020408,17.6,16.1,51.4757698757166
"Central Ferry, USA 2018",61,0.016393,15.8,14.3,64.9502781861145
"Bhopal, India 2016",NA,0.011628,17.6,10.9,111.202913126138
"Bhopal, India 2017",NA,0.011765,20.6,10.7,107.658188266202
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,110.810925229242
"Jessore, Bangladesh 2017",98.6666666666667,0.0101463333333333,21.7,11,98.5577712802654
"Bardiya, Nepal 2016",124.5,0.0080355,19.2,11,104.545976317468
"Bardiya, Nepal 2017",126.666666666667,0.00790333333333333,19.4,10.8,108.573468036573
"Cordoba, Spain 2016",117,0.00855,12.5,10.9,128.090236726918
"Cordoba, Spain 2017",124.666666666667,0.00802233333333333,11.7,11.1,124.652013130012
"Marchouch, Morocco 2016",128,0.007812,12,10.8,133.509408937301
"Marchouch, Morocco 2017",121.666666666667,0.00822,11.8,11.5,113.017352593194
"Metaponto, Italy 2016",128,0.007812,10.6,10.9,135.771575954504
"Metaponto, Italy 2017",138.666666666667,0.00721133333333333,11.2,10.8,136.908724169881
"Rosthern, Canada 2016",49.6666666666667,0.020147,17.2,16.1,50.0359375323639
"Rosthern, Canada 2017",48.3333333333333,0.0207033333333333,17.5,16.4,48.3014007406215
"Sutherland, Canada 2016",53.6666666666667,0.0186353333333333,16.7,15.9,51.4626482472605
"Sutherland, Canada 2017",57.3333333333333,0.0174603333333333,15.7,16.1,51.000553181812
"Sutherland, Canada 2018",47.3333333333333,0.021129,17.6,16.1,49.7848383777685
"Central Ferry, USA 2018",60.6666666666667,0.0164843333333333,15.8,14.3,63.3703583016198
"Bhopal, India 2016",NA,0.011628,17.6,10.9,111.647585376125
"Bhopal, India 2017",NA,0.011765,20.6,10.7,107.704079363367
"Jessore, Bangladesh 2016",NA,0.009615,18.6,10.8,111.176269414919
"Jessore, Bangladesh 2017",98,0.010204,21.7,11,98.0007840062721
"Bardiya, Nepal 2016",125.333333333333,0.00798033333333333,19.2,11,104.44963910031
"Bardiya, Nepal 2017",128.666666666667,0.00777333333333333,19.4,10.8,108.739054910815
"Cordoba, Spain 2016",117.333333333333,0.008526,12.5,10.9,130.351960023453
"Cordoba, Spain 2017",126.666666666667,0.007898,11.7,11.1,126.614332742467
"Marchouch, Morocco 2016",126,0.007937,12,10.8,136.39766288027
"Marchouch, Morocco 2017",118.666666666667,0.00842766666666667,11.8,11.5,113.903911952404
"Metaponto, Italy 2016",129.666666666667,0.00771433333333333,10.6,10.9,139.02923618597
"Metaponto, Italy 2017",138.666666666667,0.00721133333333333,11.2,10.8,140.254395331401
"Rosthern, Canada 2016",46.6666666666667,0.021511,17.2,16.1,48.7416937849574
"Rosthern, Canada 2017",47,0.021277,17.5,16.4,46.9991070169667
"Sutherland, Canada 2016",53,0.0188726666666667,16.7,15.9,50.3128395017228
"Sutherland, Canada 2017",52,0.0192356666666667,15.7,16.1,50.3814898067941
"Sutherland, Canada 2018",47,0.021277,17.6,16.1,48.3222873987554
"Central Ferry, USA 2018",63.5,0.015757,15.8,14.3,61.9951980063912
"Bhopal, India 2016",84,0.011905,17.6,10.9,101.790622047849
"Bhopal, India 2017",NA,0.011765,20.6,10.7,93.0967578338803
"Jessore, Bangladesh 2016",79.6666666666667,0.0125526666666667,18.6,10.8,99.4014577767357
"Jessore, Bangladesh 2017",84.3333333333333,0.0118583333333333,21.7,11,84.3288826423051
"Bardiya, Nepal 2016",120,0.0083545,19.2,11,93.0630294465113
"Bardiya, Nepal 2017",124.666666666667,0.00802166666666667,19.4,10.8,96.0029046701908
"Cordoba, Spain 2016",117,0.00855,12.5,10.9,132.385187229173
"Cordoba, Spain 2017",131.333333333333,0.00761566666666667,11.7,11.1,131.308268043945
"Marchouch, Morocco 2016",128,0.007812,12,10.8,140.408311983391
"Marchouch, Morocco 2017",123.666666666667,0.00808666666666667,11.8,11.5,117.697454687469
"Metaponto, Italy 2016",129.333333333333,0.007735,10.6,10.9,149.078172145427
"Metaponto, Italy 2017",144.333333333333,0.00692833333333333,11.2,10.8,147.798935115753
"Rosthern, Canada 2016",50,0.0200053333333333,17.2,16.1,49.0311906181425
"Rosthern, Canada 2017",47.3333333333333,0.021129,17.5,16.4,47.328316531781
"Sutherland, Canada 2016",54,0.018519,16.7,15.9,50.6435502206227
"Sutherland, Canada 2017",54.6666666666667,0.0183023333333333,15.7,16.1,51.0344797632001
"Sutherland, Canada 2018",47,0.021277,17.6,16.1,48.5232666482554
"Central Ferry, USA 2018",63.5,0.0157725,15.8,14.3,61.7064728120625
"Bhopal, India 2016",56,0.0180005,17.6,10.9,93.769046837639
"Bhopal, India 2017",60,0.0167076666666667,20.6,10.7,84.1524017901186
"Jessore, Bangladesh 2016",75.6666666666667,0.0132163333333333,18.6,10.8,90.8513642685451
"Jessore, Bangladesh 2017",76.6666666666667,0.013044,21.7,11,76.6636001226618
"Bardiya, Nepal 2016",106.333333333333,0.00941233333333333,19.2,11,85.3993464224488
"Bardiya, Nepal 2017",121.333333333333,0.00824166666666667,19.4,10.8,87.4587013499344
"Cordoba, Spain 2016",116.333333333333,0.00860233333333333,12.5,10.9,125.904773130314
"Cordoba, Spain 2017",126.666666666667,0.007898,11.7,11.1,126.614332742467
"Marchouch, Morocco 2016",126,0.007937,12,10.8,133.610978842559
"Marchouch, Morocco 2017",117,0.008547,11.8,11.5,114.727467342338
"Metaponto, Italy 2016",125.333333333333,0.00798333333333333,10.6,10.9,144.332714545206
"Metaponto, Italy 2017",136.666666666667,0.00731966666666667,11.2,10.8,141.69451566855
"Rosthern, Canada 2016",52.6666666666667,0.0189936666666667,17.2,16.1,52.7209148021358
"Rosthern, Canada 2017",51,0.019628,17.5,16.4,50.9476258406358
"Sutherland, Canada 2016",57.6666666666667,0.017349,16.7,15.9,54.3090207607838
"Sutherland, Canada 2017",57.6666666666667,0.017349,15.7,16.1,54.3620933021944
"Sutherland, Canada 2018",52.6666666666667,0.0190126666666667,17.6,16.1,52.2998693472867
"Central Ferry, USA 2018",68.5,0.0146055,15.8,14.3,65.9659626467018
"Bhopal, India 2016",NA,0.011628,17.6,10.9,103.495609607298
"Bhopal, India 2017",NA,0.011765,20.6,10.7,95.7512009943162
"Jessore, Bangladesh 2016",96.5,0.010363,18.6,10.8,101.39816295597
"Jessore, Bangladesh 2017",87.6666666666667,0.0114093333333333,21.7,11,87.64754002571
"Bardiya, Nepal 2016",118.666666666667,0.00850833333333333,19.2,11,95.6485252662357
"Bardiya, Nepal 2017",123.666666666667,0.008088,19.4,10.8,98.3524381853335
"Cordoba, Spain 2016",118.666666666667,0.008427,12.5,10.9,129.61272405064
